State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races,Median_Household_Income,Total_Population,Land_Area_SqMi,population_density,Region,Division,log_population_density,log_median_income,total_minority_pct
Florida,Orange,2025,44,1.0,33.8,35.9,19.1,0.1,5.3,4.8,79719.0,1471937,902.992,1630.0664900685722,South,South Atlantic,7.396989368233109,11.286263230344392,52.9
Florida,Osceola,2025,41,1.0,56.0,27.2,9.9,0.0,2.7,3.3,72637.0,427415,1327.542,321.95968187823814,South,South Atlantic,5.777527491525121,11.193229712862854,65.9
Florida,Palm Beach,2025,42,1.0,24.4,49.6,18.1,0.1,2.8,4.1,83581.0,1533806,1964.292,780.8441922076759,South,South Atlantic,6.6616554779926656,11.333571500515161,42.5
Florida,Pasco,2025,37,1.0,18.6,67.5,6.0,0.1,3.4,3.8,70492.0,611444,746.604,818.966949011792,South,South Atlantic,6.709264033362806,11.16325450718426,24.6
Florida,Pinellas,2025,44,1.0,11.2,71.0,9.4,0.1,3.6,4.0,72646.0,963481,273.782,3519.1539253858914,South,South Atlantic,8.166259996438876,11.193353608982997,20.6
Florida,Polk,2025,34,1.0,29.2,50.8,14.1,0.1,1.8,3.4,65978.0,790694,1798.119,439.7339664393736,South,South Atlantic,6.088441442713562,11.097076632107324,43.3
Florida,Putnam,2025,21,1.0,11.2,69.3,14.7,0.2,0.5,3.6,47934.0,75164,728.354,103.19707175357036,South,South Atlantic,4.646284026751363,10.777580343710097,25.9
Florida,Santa Rosa,2025,45,1.0,6.9,78.4,5.5,0.1,1.9,6.3,91922.0,198472,1012.401,196.04089683830816,South,South Atlantic,5.283411305356473,11.428695670336413,12.4
Florida,Sarasota,2025,47,1.0,10.7,80.0,3.9,0.1,1.9,2.9,83416.0,459547,556.006,826.5144620741503,South,South Atlantic,6.718426583925268,11.33159541646943,14.6
Florida,Seminole,2025,40,1.0,23.9,54.7,11.1,0.1,5.3,4.2,85761.0,481470,309.379,1556.2465454992096,South,South Atlantic,7.350674505797686,11.359319636684408,35.0
Florida,St. Lucie,2025,32,1.0,21.8,51.1,20.9,0.1,2.0,3.5,71457.0,360500,571.873,630.3847182853535,South,South Atlantic,6.4479153729253165,11.176851149168025,42.7
Florida,Volusia,2025,42,1.0,16.3,67.6,10.3,0.1,2.0,3.2,70044.0,579622,1101.116,526.3950392147603,South,South Atlantic,6.267949867759591,11.156878894991792,26.6
Florida,Wakulla,2025,43,1.0,4.9,76.7,13.7,0.3,0.4,3.5,81895.0,35387,606.418,58.35413856448852,South,South Atlantic,4.083521850123934,11.31319321791648,18.6
Georgia,Bibb,2025,51,1.0,4.7,34.3,54.7,0.0,2.3,3.2,51234.0,156578,249.383,627.8615623358448,South,South Atlantic,6.4439111408007905,10.844158653135661,59.400000000000006
Georgia,Charlton,2025,24,0.1055555555555555,15.4,54.4,24.8,0.4,1.1,3.9,61276.0,12818,780.087,16.431500589036865,South,South Atlantic,2.8582789481404194,11.023143528132588,40.2
Georgia,Chatham,2025,44,1.0,8.3,45.3,38.4,0.1,3.0,3.9,71097.0,300879,432.716,695.3267269987706,South,South Atlantic,6.545818985527181,11.17180042080831,46.7
Georgia,Clarke,2025,44,1.0,11.8,54.1,25.6,0.2,4.1,3.8,53625.0,129609,119.3,1086.4124056999162,South,South Atlantic,6.991556213235961,10.889770656230318,37.400000000000006
Georgia,Clayton,2025,49,0.45,14.5,7.8,68.5,0.1,4.9,3.3,59806.0,298924,141.756,2108.7220294026356,South,South Atlantic,7.654311478172082,10.99886126935372,83.0
Georgia,Cobb,2025,36,1.0,15.1,47.1,26.4,0.1,5.4,5.0,102738.0,775208,339.706,2281.9967854556585,South,South Atlantic,7.733244238493613,11.539937337217026,41.5
Georgia,Coffee,2025,44,1.0,13.5,55.6,28.0,0.1,0.7,1.6,50683.0,43347,592.247,73.19074642843273,South,South Atlantic,4.306639431189139,10.83334582763182,41.5
Georgia,Dawson,2025,35,1.0,7.3,85.7,1.9,0.0,1.3,3.3,92991.0,30242,210.828,143.4439448270628,South,South Atlantic,4.972891507217861,11.44025799325892,9.2
Georgia,DeKalb,2025,46,1.0,10.6,27.9,50.4,0.1,6.1,4.2,80644.0,765351,267.683,2859.1692412293646,South,South Atlantic,7.958636077318134,11.297799685249602,61.0
Georgia,Dougherty,2025,46,1.0,3.3,22.8,70.2,0.1,0.7,2.6,49044.0,83091,328.644,252.82980976375651,South,South Atlantic,5.53666400214104,10.800473133352277,73.5
Georgia,Douglas,2025,40,0.5444444444444444,12.2,31.1,49.2,0.1,1.8,4.3,82984.0,147888,200.206,738.6791604647213,South,South Atlantic,6.606216525241328,11.326403097111664,61.400000000000006
Georgia,Floyd,2025,38,1.0,12.4,68.8,13.6,0.0,1.5,3.4,65565.0,99693,509.833,195.5405005168359,South,South Atlantic,5.280868519572108,11.090797295965524,26.0
Georgia,Fulton,2025,49,1.0,8.2,36.8,42.1,0.1,7.8,4.2,95292.0,1076561,526.74,2043.8185822227283,South,South Atlantic,7.623064351692163,11.46470114068321,50.3
Georgia,Glynn,2025,39,1.0,7.8,61.8,24.1,0.1,1.3,4.7,69799.0,85447,419.636,203.62171024411631,South,South Atlantic,5.321162958563242,11.153374962000273,31.900000000000002
Georgia,Gwinnett,2025,45,1.0,23.7,30.6,27.8,0.1,13.2,4.0,87890.0,979864,431.124,2272.812462307828,South,South Atlantic,7.72921320050848,11.38384131155869,51.5
Georgia,Hall,2025,46,1.0,29.1,57.9,6.7,0.0,2.2,3.6,80901.0,212705,392.628,541.7468952800106,South,South Atlantic,6.29664308839199,11.300981463909618,35.800000000000004
Georgia,Henry,2025,41,1.0,8.3,32.4,51.2,0.1,3.3,3.9,83146.0,249960,318.701,784.3088035494084,South,South Atlantic,6.666077020746375,11.32835337763112,59.5
Georgia,Houston,2025,44,1.0,7.6,51.4,32.2,0.1,3.0,5.1,80698.0,169649,376.046,451.1389564042697,South,South Atlantic,6.113989558259805,11.298469070803472,39.800000000000004
Georgia,Lowndes,2025,49,1.0,7.1,50.6,37.0,0.1,1.7,3.2,58541.0,119965,497.239,241.26225014530235,South,South Atlantic,5.49002081768761,10.97748264243684,44.1
Georgia,Murray,2025,39,1.0,16.1,79.6,0.6,0.0,0.4,2.6,69253.0,40562,344.494,117.74370526046896,South,South Atlantic,4.776967433176866,11.145521744410884,16.700000000000003
Georgia,Muscogee,2025,46,1.0,8.5,36.7,46.1,0.0,2.6,5.2,58073.0,203711,216.5,940.9284064665128,South,South Atlantic,6.847929270060187,10.969456118819169,54.6
Georgia,Pike,2025,39,1.0,2.3,86.1,8.4,0.0,0.5,1.8,86719.0,19903,216.086,92.1068463482132,South,South Atlantic,4.533747719154059,11.370428285241672,10.7
Georgia,Richmond,2025,49,1.0,5.8,31.4,55.7,0.1,1.6,4.7,55637.0,206069,324.34,635.348708145773,South,South Atlantic,6.455746696335851,10.926603726539177,61.5
Georgia,Rockdale,2025,36,1.0,10.9,24.0,57.5,0.0,1.6,5.3,77247.0,95281,129.819,733.9526571611244,South,South Atlantic,6.599806085112612,11.25476335905444,68.4
Georgia,Walker,2025,46,1.0,2.9,89.3,3.0,0.3,0.4,4.1,59469.0,68762,446.286,154.0760857387415,South,South Atlantic,5.043915872212982,10.99321044735832,5.9
Georgia,Washington,2025,47,1.0,2.2,41.7,53.1,0.0,0.5,2.3,46023.0,19849,678.526,29.253116313892175,South,South Atlantic,3.4095991978118585,10.736896550512883,55.300000000000004
Hawaii,Hawaii,2025,30,1.0,11.7,29.9,0.8,0.2,20.2,24.9,78639.0,205769,4028.431,51.079191873957875,West,Pacific,3.952765480766826,11.272623038565222,12.5
Hawaii,Honolulu,2025,31,1.0,9.4,17.2,2.2,0.1,41.6,20.1,106195.0,1001146,600.786,1666.3936909315464,West,Pacific,7.4190170221931435,11.573032305702347,11.600000000000001
Hawaii,Maui,2025,22,1.0,10.6,29.0,0.8,0.1,27.7,21.7,97161.0,164522,1161.54,141.64126934931213,West,Pacific,4.960332872486911,11.484124675364502,11.4
Idaho,Ada,2025,39,1.0,9.8,80.9,1.3,0.3,2.7,4.3,91502.0,518935,1052.016,493.27671822481784,West,Mountain,6.203095518707632,11.42411610894823,11.100000000000001
Idaho,Bannock,2025,31,1.0,9.9,80.3,0.8,2.1,1.5,4.1,66499.0,89454,1112.489,80.4088849417837,West,Mountain,4.399484418670855,11.104942188936894,10.700000000000001
Idaho,Benewah,2025,37,1.0,3.8,83.6,0.5,7.2,0.0,4.6,59794.0,10142,776.931,13.053926281741878,West,Mountain,2.6429018073984776,10.998660600456725,4.3
Idaho,Blaine,2025,22,0.9222222222222224,21.8,71.9,0.3,0.1,0.6,4.8,92566.0,24951,2637.738,9.45924121349429,West,Mountain,2.3474859142745506,11.435677182584282,22.1
Idaho,Boise,2025,43,1.0,5.1,83.5,0.2,1.0,1.5,6.5,78774.0,8273,1899.556,4.355228274396754,West,Mountain,1.6780733312631892,11.274338272162165,5.3
Idaho,Bonner,2025,41,1.0,4.0,89.0,0.3,0.4,0.5,4.7,66979.0,51049,1733.225,29.45318697803228,West,Mountain,3.4161906513403104,11.112134416406944,4.3
Idaho,Bonneville,2025,19,0.9722222222222222,14.5,80.2,0.3,0.4,0.9,3.3,79068.0,129523,1865.96,69.41359943407147,West,Mountain,4.254386418287769,11.27806352070182,14.8
Idaho,Butte,2025,44,1.0,6.4,88.7,0.0,0.0,0.0,4.5,53015.0,2684,2236.487,1.2000964011863249,West,Mountain,0.7885011781253148,10.878330171359899,6.4
Idaho,Canyon,2025,30,0.9944444444444444,26.0,67.1,0.7,0.3,0.8,4.0,76488.0,250790,587.05,427.20381568861256,West,Mountain,6.059599287112173,11.244889144765281,26.7
Idaho,Custer,2025,3,0.1111111111111111,4.5,88.4,0.3,0.4,3.1,3.0,67574.0,4470,4922.177,0.9081347541951458,West,Mountain,0.6461261964206453,11.120978572662972,4.8
Idaho,Franklin,2025,22,0.9277777777777778,7.4,89.4,0.1,0.1,0.1,2.4,71950.0,15056,663.019,22.708248179916417,West,Mountain,3.1658230120636643,11.183726712315513,7.5
Idaho,Idaho,2025,39,1.0,4.0,89.1,0.1,1.8,0.5,3.8,66325.0,17432,8477.499,2.056266830582935,West,Mountain,1.1171941811650836,11.10232217900594,4.1
Idaho,Kootenai,2025,24,1.0,5.7,85.6,0.3,0.6,0.7,6.2,81861.0,181996,1237.78,147.03420640178385,West,Mountain,4.997443371395378,11.31277796595028,6.0
Idaho,Latah,2025,24,0.8611111111111112,5.2,84.5,1.0,0.5,2.1,6.1,65424.0,41049,1075.867,38.15434435669093,West,Mountain,3.6675113832457193,11.088644442604423,6.2
Idaho,Lemhi,2025,23,1.0,3.9,91.5,0.1,0.4,0.0,3.5,53202.0,8249,4563.695,1.8075265766007589,West,Mountain,1.0323038738726584,10.881851268608061,4.0
Idaho,Nez Perce,2025,29,1.0,4.4,85.5,0.2,4.2,0.9,4.2,72599.0,42697,848.32,50.33124292719728,West,Mountain,3.9382995907188927,11.19270642661334,4.6000000000000005
Idaho,Shoshone,2025,37,1.0,4.1,88.7,1.0,0.9,0.3,4.5,55527.0,13785,2637.425,5.226688910585135,West,Mountain,1.8288447164899857,10.924624667924826,5.1
Idaho,Twin Falls,2025,24,1.0,18.0,75.3,0.8,0.3,1.1,3.7,67409.0,93734,1921.714,48.77624870298078,West,Mountain,3.907537936586482,11.118533819143178,18.8
Idaho,Valley,2025,32,0.9388888888888888,5.4,90.1,0.0,0.1,0.2,3.1,76078.0,12389,3665.119,3.380244952483125,West,Mountain,1.4771046480490555,11.239514408755962,5.4
Illinois,Adams,2025,38,1.0,2.1,90.0,2.8,0.1,0.7,4.1,66220.0,64754,855.151,75.72229933660839,Midwest,East North Central,4.3401924006241,11.100737811101236,4.9
Illinois,Champaign,2025,44,1.0,8.3,62.4,13.4,0.1,11.4,4.1,63683.0,208741,996.104,209.55743576975897,Midwest,East North Central,5.349758469917656,11.061672929961361,21.700000000000003
Illinois,Clark,2025,36,1.0,1.9,95.0,0.5,0.0,0.1,2.5,72927.0,15266,501.375,30.44826726502119,Midwest,East North Central,3.4483438867167835,11.197214219796944,2.4
Illinois,Cook,2025,53,1.0,26.8,40.1,21.8,0.1,7.9,3.0,83498.0,5182090,944.925,5484.1283699764535,Midwest,East North Central,8.609795776259796,11.332577958456282,48.6
Illinois,DuPage,2025,44,1.0,16.1,62.2,4.8,0.0,13.0,3.5,112096.0,930024,327.835,2836.8661064254884,Midwest,East North Central,7.950807677757661,11.627110925997213,20.900000000000002
Illinois,Effingham,2025,35,1.0,2.8,94.2,0.3,0.0,0.8,1.6,80404.0,34522,478.769,72.10575454968888,Midwest,East North Central,4.2919070852673205,11.294819205173287,3.0999999999999996
Illinois,Hamilton,2025,43,1.0,0.7,94.7,0.2,0.2,0.5,3.2,65746.0,7916,434.647,18.212480472659426,Midwest,East North Central,2.95556009247692,11.093554111687494,0.8999999999999999
Illinois,Jersey,2025,44,1.0,1.6,94.6,0.6,0.0,0.7,2.4,80361.0,21274,369.555,57.56653272178701,Midwest,East North Central,4.070163419472588,11.294284262853436,2.2
Illinois,Jo Daviess,2025,35,1.0,4.2,91.9,0.8,0.1,0.5,2.2,73993.0,21851,600.924,36.36233533691448,Midwest,East North Central,3.620663120425088,11.211725773117362,5.0
Illinois,Kane,2025,46,1.0,33.4,54.0,4.7,0.1,4.0,3.4,103163.0,517255,519.364,995.9392641769548,Midwest,East North Central,6.904689849527445,11.544065540611598,38.1
Illinois,Lake,2025,40,1.0,24.9,56.2,6.3,0.1,8.6,3.3,110416.0,714223,443.605,1610.04271818397,Midwest,East North Central,7.384636899389023,11.612010329860382,31.2
Illinois,Macon,2025,44,1.0,2.9,73.3,16.2,0.1,1.5,5.6,62666.0,101849,580.548,175.4359673963221,Midwest,East North Central,5.17295801959311,11.045574314789517,19.099999999999998
Illinois,Macoupin,2025,37,1.0,1.4,93.5,1.5,0.1,0.3,3.0,70805.0,44350,862.974,51.392046573824935,Midwest,East North Central,3.9587547968645276,11.167684898657159,2.9
Illinois,Madison,2025,48,1.0,4.3,81.8,7.7,0.1,0.8,5.0,75793.0,264238,715.515,369.2976387636877,Midwest,East North Central,5.9143071113496495,11.235761219081137,12.0
Illinois,McHenry,2025,43,1.0,16.1,76.1,1.4,0.0,3.0,3.2,104802.0,312591,603.397,518.0519624724683,Midwest,East North Central,6.252003998525024,11.559828134656447,17.5
Illinois,McLean,2025,44,1.0,6.4,76.2,8.4,0.1,5.2,3.3,79905.0,171556,1183.248,144.98735683474638,Midwest,East North Central,4.983520020936313,11.28859370801921,14.8
Illinois,Peoria,2025,47,1.0,6.0,66.1,17.2,0.1,4.6,5.5,65108.0,179645,618.695,290.3611634165461,Midwest,East North Central,5.6745636090264675,11.083802708511389,23.2
Illinois,Randolph,2025,44,1.0,3.8,85.1,8.2,0.1,0.6,1.9,68131.0,30058,575.367,52.24143894244891,Midwest,East North Central,3.9748370206306634,11.129187601481807,12.0
Illinois,Rock Island,2025,41,1.0,14.2,67.4,10.9,0.1,2.6,4.4,67159.0,142757,427.496,333.937627486573,Midwest,East North Central,5.813944327882943,11.114818221265256,25.1
Illinois,Sangamon,2025,42,1.0,2.9,77.3,12.5,0.1,2.3,4.3,75357.0,194947,868.23,224.53382168319453,Midwest,East North Central,5.418470132987392,11.22999209954065,15.4
Illinois,Will,2025,45,1.0,19.8,58.6,11.6,0.1,6.3,3.4,109984.0,701462,835.875,839.194855690145,Midwest,East North Central,6.73363383599593,11.60809017964956,31.4
Illinois,Winnebago,2025,41,1.0,15.5,63.8,11.6,0.1,2.9,5.8,65837.0,283292,513.05,552.1723028944548,Midwest,East North Central,6.315669531462828,11.09493726930676,27.1
Indiana,Allen,2025,45,1.0,9.0,69.8,10.5,0.0,5.3,4.8,70737.0,392378,657.146,597.0941008543003,Midwest,East North Central,6.393748100859085,11.166724053039157,19.5
Indiana,Bartholomew,2025,44,1.0,9.2,77.7,1.8,0.1,7.4,3.4,79901.0,83536,406.94,205.27841942301075,Midwest,East North Central,5.329226806864333,11.288543647320601,11.0
Indiana,Boone,2025,38,1.0,4.3,86.2,3.0,0.0,3.6,2.8,111250.0,74718,422.882,176.68758660808453,Midwest,East North Central,5.180026876829092,11.619535200028487,7.3
Indiana,Brown,2025,37,1.0,1.9,94.2,0.3,0.4,0.6,2.3,78528.0,15606,311.987,50.02131499068871,Midwest,East North Central,3.932243486405212,11.271210528070583,2.1999999999999997
Indiana,Carroll,2025,37,1.0,4.6,92.5,0.3,0.0,0.1,2.4,65645.0,20535,372.225,55.168245013096914,Midwest,East North Central,4.0283515618528645,11.09201671536821,4.8999999999999995
Indiana,Clark,2025,46,1.0,6.9,79.6,7.0,0.0,1.2,4.9,74214.0,124354,372.487,333.8478926781337,Midwest,East North Central,5.813676377005313,11.214708090603065,13.9
Indiana,Delaware,2025,44,1.0,3.3,84.3,5.2,0.1,1.6,5.0,58127.0,112280,392.109,286.34894888921195,Midwest,East North Central,5.660697327001043,10.970385550899845,8.5
Indiana,Dubois,2025,39,1.0,10.0,86.9,0.8,0.1,0.5,1.5,75979.0,43614,427.267,102.07668741091636,Midwest,East North Central,4.635473249168801,11.238212265296752,10.8
Indiana,Elkhart,2025,44,1.0,20.1,69.9,4.7,0.2,1.0,3.6,68561.0,207132,463.161,447.2138198164353,Midwest,East North Central,6.105270394930814,11.135479138929584,24.8
Indiana,Floyd,2025,46,1.0,4.3,85.3,4.8,0.0,1.2,4.1,79704.0,80918,148.484,544.9610732469491,Midwest,East North Central,6.30254767878383,11.286075051724692,9.1
Indiana,Greene,2025,41,1.0,2.1,95.2,0.5,0.0,0.2,1.8,62094.0,31021,542.467,57.185045357597794,Midwest,East North Central,4.063628369100817,11.036404644896228,2.6
Indiana,Hamilton,2025,47,1.0,5.6,78.6,4.4,0.0,6.9,3.8,121530.0,365056,394.381,925.6429696156764,Midwest,East North Central,6.831568345332411,11.707916424864846,10.0
Indiana,Hendricks,2025,38,1.0,5.2,77.3,10.0,0.1,3.3,3.7,101144.0,183344,406.894,450.5940121997375,Midwest,East North Central,6.112783573108192,11.524300522991734,15.2
Indiana,Henry,2025,38,1.0,2.3,92.1,2.2,0.1,0.5,2.6,63150.0,48970,391.877,124.96267961630818,Midwest,East North Central,4.83598566955615,11.053268127778637,4.5
Indiana,Howard,2025,46,1.0,4.1,82.6,7.3,0.0,1.4,4.2,64027.0,83752,293.074,285.77082921037004,Midwest,East North Central,5.658683392291611,11.067060148377571,11.399999999999999
Indiana,Knox,2025,38,1.0,3.0,89.4,1.7,0.0,0.9,4.8,61237.0,36007,515.831,69.80386987210927,Midwest,East North Central,4.2599136584164965,11.022506860981878,4.7
Indiana,LaPorte,2025,44,1.0,7.6,76.0,10.3,0.1,0.6,4.9,71055.0,111917,598.289,187.06177115073152,Midwest,East North Central,5.236770478813363,11.171209504025962,17.9
Indiana,Lake,2025,53,1.0,20.9,51.4,22.7,0.1,1.6,2.9,71493.0,500379,498.89,1002.98462586943,Midwest,East North Central,6.9117319872553775,11.177354821791473,43.599999999999994
Indiana,Madison,2025,42,1.0,5.4,82.0,6.1,0.1,0.7,5.4,63037.0,131900,451.921,291.8651711250418,Midwest,East North Central,5.679712336299098,11.05147713456689,11.5
Indiana,Marion,2025,53,1.0,13.8,49.5,27.1,0.1,4.0,4.9,66346.0,975809,395.99,2464.2263693527616,Midwest,East North Central,7.810038915669189,11.102638751582846,40.900000000000006
Indiana,Monroe,2025,36,1.0,4.8,80.7,3.5,0.0,6.8,3.9,65868.0,140965,394.522,357.3058029716974,Midwest,East North Central,5.881386820025968,11.09540801833789,8.3
Indiana,Perry,2025,38,1.0,1.6,92.5,2.1,0.1,0.6,2.9,61151.0,19270,381.74,50.47938387384083,Midwest,East North Central,3.9411814143936956,11.021101494211369,3.7
Indiana,Porter,2025,44,1.0,11.7,79.1,4.3,0.0,1.4,3.1,87972.0,174818,418.113,418.111850145774,Midwest,East North Central,6.038137829753847,11.384773861011587,16.0
Indiana,Posey,2025,39,1.0,1.5,93.2,0.7,0.1,0.3,2.9,78129.0,25116,409.385,61.35056242900937,Midwest,East North Central,4.132772692598743,11.266116585728028,2.2
Indiana,Shelby,2025,37,1.0,5.6,89.8,1.4,0.0,1.0,2.1,72190.0,45265,411.136,110.09738869863013,Midwest,East North Central,4.710407192306624,11.187056811133207,7.0
Indiana,Spencer,2025,42,1.0,3.6,93.2,0.6,0.0,0.2,2.0,74506.0,19955,396.888,50.27866803733043,Midwest,East North Central,3.9372748379640474,11.21863493803748,4.2
Indiana,St. Joseph,2025,44,1.0,10.5,68.9,12.3,0.1,2.7,4.9,66868.0,273040,457.781,596.44240368211,Midwest,East North Central,6.392657883648207,11.11047580582252,22.8
Indiana,Tippecanoe,2025,39,1.0,10.3,71.6,6.2,0.1,8.0,3.3,60636.0,189071,498.898,378.9772658940304,Midwest,East North Central,5.940111424336092,11.012644055079909,16.5
Indiana,Vanderburgh,2025,44,1.0,3.8,80.3,8.4,0.1,1.4,5.1,61648.0,180117,233.401,771.7062052004918,Midwest,East North Central,6.6498989054501845,11.02919606686594,12.2
Indiana,Vigo,2025,45,1.0,3.2,84.0,5.8,0.1,2.1,4.4,52976.0,106109,403.631,262.8861509646187,Midwest,East North Central,5.575517763786728,10.877594259787028,9.0
Indiana,Wabash,2025,37,1.0,3.2,92.2,0.9,0.1,0.4,2.9,66806.0,30844,412.539,74.76626452286935,Midwest,East North Central,4.327653134515097,11.109548175850412,4.1000000000000005
Indiana,Warrick,2025,40,1.0,2.5,89.5,1.7,0.1,1.7,3.8,89844.0,65261,384.63,169.6721524582066,Midwest,East North Central,5.139744479164618,11.405830112018686,4.2
Indiana,Whitley,2025,38,1.0,2.8,91.9,0.2,0.1,0.3,3.9,78083.0,34618,335.622,103.14580093080906,Midwest,East North Central,4.645791849379172,11.265527642480011,3.0
Iowa,Black Hawk,2025,48,1.0,5.2,78.1,9.1,0.1,2.7,3.9,66417.0,131049,565.757,231.6347831312737,Midwest,West North Central,5.449469769451669,11.103708326792335,14.3
Iowa,Bremer,2025,38,1.0,2.1,92.3,1.1,0.0,0.9,2.6,86784.0,25204,435.479,57.8764992112134,Midwest,West North Central,4.075442016321729,11.371177551860013,3.2
Iowa,Clinton,2025,45,1.0,3.6,89.0,3.1,0.1,0.7,3.4,66981.0,46268,694.959,66.57658941031055,Midwest,West North Central,4.213261612571225,11.112164276066547,6.7
Iowa,Harrison,2025,39,1.0,2.2,94.4,0.1,0.0,0.3,2.7,79535.0,14632,696.874,20.996622057932996,Midwest,West North Central,3.0908888987481826,11.28395245533246,2.3000000000000003
Iowa,Johnson,2025,36,1.0,6.7,74.8,7.6,0.1,5.6,4.6,74935.0,156639,612.997,255.52979867764444,Midwest,West North Central,5.547244832044976,11.224376350079096,14.3
Iowa,Linn,2025,44,1.0,4.1,82.4,5.9,0.1,2.4,4.7,77649.0,230004,717.01,320.7821369297499,Midwest,West North Central,5.773874723165938,11.259953950193843,10.0
Iowa,Montgomery,2025,43,1.0,0.8,92.0,1.8,0.1,1.1,3.2,63666.0,10214,424.097,24.08411283267743,Midwest,West North Central,3.2222346908638255,11.061405947101646,2.6
Iowa,Muscatine,2025,41,1.0,18.8,75.0,2.2,0.1,0.6,3.1,69396.0,42559,437.44,97.29105705925384,Midwest,West North Central,4.587933047015102,11.147584507946219,21.0
Iowa,Palo Alto,2025,42,1.0,3.5,91.3,1.6,0.1,0.6,2.8,72781.0,8863,563.864,15.71832924251238,Midwest,West North Central,2.816505676976593,11.19521021111023,5.1
Iowa,Polk,2025,46,1.0,10.4,73.2,7.3,0.1,4.9,3.8,83576.0,503175,572.381,879.0910250340246,Midwest,West North Central,6.7800253396616235,11.333511676517343,17.7
Iowa,Pottawattamie,2025,41,0.5,9.1,84.5,1.8,0.2,0.9,3.0,73602.0,93424,951.272,98.20955520608196,Midwest,West North Central,4.597234332294055,11.206427478260807,10.9
Iowa,Scott,2025,45,1.0,7.4,77.0,7.1,0.1,2.8,5.1,78277.0,174608,458.096,381.1602808145018,Midwest,West North Central,5.94584010389016,11.268009096810378,14.5
Iowa,Van Buren,2025,46,1.0,1.8,94.4,0.4,0.1,0.0,2.4,61161.0,7241,484.792,14.936302579250484,Midwest,West North Central,2.768599687813751,11.021265010465248,2.2
Iowa,Webster,2025,48,0.6833333333333333,6.6,83.9,3.3,0.1,1.2,4.7,68975.0,36886,715.704,51.5380660161184,Midwest,West North Central,3.961537973837196,11.141499399085486,9.899999999999999
Iowa,Woodbury,2025,39,1.0,19.1,67.1,4.9,1.3,2.3,4.3,73658.0,106247,872.896,121.71782205440282,Midwest,West North Central,4.809887590186387,11.207188037852,24.0
Kansas,Chase,2025,22,0.1,8.4,86.3,1.1,0.2,0.5,3.5,56484.0,2561,773.053,3.312838835112211,Midwest,West North Central,1.4615963497317837,10.941712691189142,9.5
Kansas,Douglas,2025,41,0.9,7.2,76.0,4.2,1.0,4.3,6.8,69746.0,120302,455.766,263.9556263521193,Midwest,West North Central,5.579562364237434,11.15261535036892,11.4
Kansas,Ford,2025,26,1.0,59.1,35.4,2.4,0.0,0.9,1.8,70781.0,34074,1098.271,31.02512949900343,Midwest,West North Central,3.466520891459351,11.167345882084478,61.5
Kansas,Johnson,2025,43,1.0,9.3,76.1,4.8,0.1,5.2,4.0,109208.0,620631,473.614,1310.4152326578185,Midwest,West North Central,7.178862163331541,11.601009599682813,14.100000000000001
Kansas,Leavenworth,2025,36,1.0,7.6,77.4,6.8,0.3,1.3,5.9,89218.0,83123,463.407,179.37363915521345,Midwest,West North Central,5.195030472534533,11.39883809193246,14.399999999999999
Kansas,Neosho,2025,43,1.0,6.0,88.0,1.5,0.1,0.5,3.7,56618.0,15656,571.481,27.395486464116917,Midwest,West North Central,3.346230205217049,10.944082234834664,7.5
Kansas,Sedgwick,2025,48,1.0,16.5,64.9,7.6,0.4,4.2,5.8,69365.0,528226,997.001,529.8149149298747,Midwest,West North Central,6.274413401026876,11.147137696514825,24.1
Kansas,Shawnee,2025,44,1.0,13.8,71.0,6.6,0.4,1.3,6.3,67104.0,178025,544.026,327.23619826993564,Midwest,West North Central,5.793733465901172,11.113998933701646,20.4
Kansas,Sherman,2025,25,0.8277777777777777,13.0,82.8,1.8,0.0,0.1,2.3,61750.0,5858,1056.064,5.54701230228471,Midwest,West North Central,1.8790088085292387,11.030849254490224,14.8
Kansas,Sumner,2025,43,1.0,6.1,86.5,1.1,0.5,0.4,4.7,63951.0,22353,1181.668,18.91648077124878,Midwest,West North Central,2.9915475684388024,11.065872444101304,7.199999999999999
Kansas,Trego,2025,41,1.0,1.1,95.2,0.0,0.5,0.7,1.6,81528.0,2777,889.474,3.122069897489977,Midwest,West North Central,1.4163554395030444,11.30870179850853,1.1
Kansas,Wyandotte,2025,44,0.9333333333333332,34.1,36.4,18.1,0.3,5.2,5.1,63631.0,167654,151.638,1105.619963333729,Midwest,West North Central,7.009065570545032,11.060856051960645,52.2
Kentucky,Bell,2025,43,1.0,0.5,92.6,3.0,0.1,0.3,3.2,31354.0,23509,358.999,65.48486207482472,South,East South Central,4.196974283775792,10.353097129628477,3.5
Kentucky,Boone,2025,38,0.6777777777777778,5.9,82.3,4.4,0.0,2.4,4.2,99414.0,139841,246.268,567.8407263631491,South,East South Central,6.343600476423639,11.507048227797352,10.3
Kentucky,Boyd,2025,39,1.0,1.8,92.2,2.3,0.1,0.4,3.2,61118.0,47911,159.866,299.69474434839174,South,East South Central,5.706095611785178,11.02056170079192,4.1
Kentucky,Bullitt,2025,39,0.6111111111111112,3.3,90.8,1.3,0.0,0.7,3.5,80558.0,84027,297.084,282.83919699478935,South,East South Central,5.648407870040231,11.296732700867784,4.6
