State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races,Median_Household_Income,Total_Population,Land_Area_SqMi,population_density,Region,Division,log_population_density,log_median_income,total_minority_pct
Kentucky,Campbell,2025,39,1.0,2.6,90.3,2.8,0.0,0.9,2.9,77567.0,93426,151.32,617.4068199841396,South,East South Central,6.427146525647295,11.25889735799164,5.4
Kentucky,Carter,2025,36,1.0,0.9,95.2,0.3,0.0,0.3,3.3,51235.0,26341,409.497,64.32525757209454,South,East South Central,4.179378754331847,10.844178171233818,1.2
Kentucky,Christian,2025,41,1.0,8.7,63.8,18.3,0.1,1.2,7.0,55494.0,72069,717.66,100.42220550121228,South,East South Central,4.619292056346285,10.924030185782316,27.0
Kentucky,Daviess,2025,42,1.0,4.3,84.9,4.0,0.1,2.1,3.8,68214.0,103648,458.397,226.10968221868816,South,East South Central,5.4254330823668955,11.130405101357162,8.3
Kentucky,Edmonson,2025,38,1.0,1.7,91.6,0.7,0.1,0.6,4.4,54937.0,12355,302.806,40.80170141939063,South,East South Central,3.732937042515506,10.913942353134694,2.4
Kentucky,Fayette,2025,40,1.0,9.5,66.7,14.4,0.0,4.3,4.7,69479.0,323725,283.855,1140.459037184478,South,East South Central,7.040062580248854,11.148779827620494,23.9
Kentucky,Greenup,2025,37,0.6777777777777778,1.2,94.8,0.7,0.1,0.6,2.6,60751.0,35501,344.454,103.0645601444605,South,East South Central,4.645011477162806,11.014538821972666,1.9
Kentucky,Hancock,2025,44,0.6777777777777778,0.8,94.1,1.3,0.0,0.1,2.9,65464.0,9034,187.675,48.13640602104702,South,East South Central,3.894600226873522,11.089255652207218,2.1
Kentucky,Hardin,2025,44,0.7055555555555556,6.5,74.4,10.7,0.2,2.2,5.7,67647.0,111942,623.899,179.42327203601866,South,East South Central,5.195305601725382,11.122058286717621,17.2
Kentucky,Jefferson,2025,48,1.0,8.6,62.0,20.6,0.1,3.1,5.2,69866.0,783022,380.83,2056.0932699629757,South,East South Central,7.629049231339143,11.154334400730656,29.200000000000003
Kentucky,Jessamine,2025,41,0.9944444444444444,5.0,85.5,4.0,0.0,1.8,3.2,74576.0,54588,172.112,317.1655666077903,South,East South Central,5.762571896999176,11.219574018612523,9.0
Kentucky,Livingston,2025,40,0.5888888888888889,2.5,94.1,0.1,0.1,0.1,3.1,58984.0,8903,312.96,28.44772494887526,South,East South Central,3.3826166558020234,10.985021499669486,2.6
Kentucky,McCracken,2025,39,1.0,3.4,81.1,9.7,0.1,0.9,4.2,64373.0,67564,248.786,271.5747670688865,South,East South Central,5.607912951034202,11.072449569522252,13.1
Kentucky,Morgan,2025,35,1.0,3.6,89.2,5.0,0.0,0.5,1.7,47913.0,14053,381.104,36.874448969310215,South,East South Central,3.6342767150586237,10.777142145324419,8.6
Kentucky,Oldham,2025,39,0.6777777777777778,5.0,85.6,2.9,0.1,1.6,4.1,122497.0,69257,187.294,369.7769282518393,South,East South Central,5.915600610212816,11.71584181887112,7.9
Kentucky,Perry,2025,38,1.0,0.2,93.7,1.7,0.1,0.6,3.3,42181.0,27499,339.724,80.94512015636222,South,East South Central,4.406049756819703,10.649725161670181,1.9
Kentucky,Pike,2025,36,1.0,1.3,93.9,0.6,0.0,0.6,3.6,44312.0,56727,786.222,72.1513770919664,South,East South Central,4.2925309528797255,10.69901079971294,1.9
Kentucky,Pulaski,2025,41,1.0,3.1,92.3,0.8,0.1,0.8,2.8,51898.0,65897,658.1,100.13219875398876,South,East South Central,4.616428559534633,10.857035532765991,3.9000000000000004
Kentucky,Simpson,2025,39,0.6722222222222223,3.6,83.9,6.9,0.1,0.2,5.3,59858.0,19972,234.175,85.28664460339489,South,East South Central,4.457674830648802,10.999730369555504,10.5
Kentucky,Warren,2025,37,1.0,7.1,73.8,9.1,0.1,5.0,4.2,65794.0,140918,541.724,260.1287740620685,South,East South Central,5.5650136728582345,11.094283927745431,16.2
Kentucky,Washington,2025,38,1.0,0.2,87.4,4.6,0.0,0.6,7.2,61616.0,12140,297.284,40.836371954091035,South,East South Central,3.7337661036186107,11.02867685605469,4.8
Louisiana,Ascension,2025,33,1.0,8.4,63.5,22.8,0.2,1.0,3.6,91549.0,130314,289.97,449.4051108735386,South,West South Central,6.110147424171265,11.4246296270501,31.200000000000003
Louisiana,Bossier,2025,40,1.0,8.3,61.6,23.5,0.1,1.6,4.3,69617.0,129789,839.576,154.58874479499175,South,West South Central,5.047216274905627,11.150764069371197,31.8
Louisiana,Caddo,2025,38,1.0,3.8,42.1,48.7,0.2,1.2,3.6,50705.0,230004,879.468,261.52628634583635,South,West South Central,5.570351215478486,10.833779804046097,52.5
Louisiana,Calcasieu,2025,47,1.0,5.4,64.7,23.3,0.1,1.5,4.3,67564.0,207088,1064.081,194.61676319753855,South,West South Central,5.276157455347469,11.120830575800236,28.700000000000003
Louisiana,East Baton Rouge,2025,51,1.0,6.9,41.6,43.6,0.1,3.3,4.0,63071.0,452938,455.502,994.3710455716988,South,West South Central,6.903115577767204,11.052016354930764,50.5
Louisiana,Iberville,2025,41,1.0,5.2,46.0,43.2,0.2,0.0,4.6,54000.0,29815,618.719,48.18827286700424,South,West South Central,3.8956552387251677,10.896739325546411,48.400000000000006
Louisiana,Jefferson,2025,48,1.0,18.9,47.2,25.1,0.1,4.2,3.7,65252.0,430920,300.864,1432.2750478621572,South,West South Central,7.267717347904513,11.086011976056193,44.0
Louisiana,Lafayette,2025,47,1.0,6.7,61.7,25.4,0.1,1.9,3.6,67451.0,247997,268.827,922.515223545254,South,West South Central,6.8281872841219995,11.119156687322887,32.1
Louisiana,Lafourche,2025,46,1.0,5.9,74.2,12.8,2.3,0.6,4.0,63135.0,96252,1067.793,90.14106666741588,South,West South Central,4.512408489381644,11.053030569872782,18.700000000000003
Louisiana,Livingston,2025,45,1.0,6.6,80.2,8.9,0.1,0.7,3.0,80122.0,148115,648.131,228.5263318680946,South,West South Central,5.436017758727641,11.29130575202436,15.5
Louisiana,Orleans,2025,44,1.0,8.2,30.1,53.9,0.1,2.8,4.0,56631.0,371853,169.5,2193.8230088495575,South,West South Central,7.693856688476671,10.944311817436844,62.099999999999994
Louisiana,Ouachita,2025,46,1.0,3.7,55.3,37.2,0.1,1.1,2.3,54688.0,158480,610.35,259.6542967149996,South,West South Central,5.563194995693628,10.909399585915317,40.900000000000006
Louisiana,Pointe Coupee,2025,35,1.0,3.5,59.7,32.6,0.4,0.1,3.6,65961.0,20217,556.875,36.3043771043771,South,West South Central,3.619110668407774,11.09681893726207,36.1
Louisiana,Rapides,2025,35,0.3166666666666666,4.2,59.4,30.7,0.4,1.1,3.7,54967.0,127527,1324.11,96.3114846953803,South,West South Central,4.577917016094756,10.914488284142575,34.9
Louisiana,St. Bernard,2025,45,1.0,13.9,55.5,23.6,0.7,1.9,4.2,58651.0,44419,377.517,117.660926527812,South,West South Central,4.776270069057319,10.979359904234647,37.5
Louisiana,St. James,2025,34,1.0,2.0,49.3,47.4,0.1,0.0,1.1,65531.0,19528,237.861,82.09836837480714,South,West South Central,4.420025067189789,11.090278592103282,49.4
Louisiana,St. John the Baptist,2025,35,1.0,8.9,29.5,56.8,0.1,0.9,3.3,66630.0,40743,214.474,189.9670822570568,South,West South Central,5.25210106898977,11.106910205556582,65.7
Louisiana,St. Martin,2025,36,1.0,3.6,63.1,28.6,0.2,0.8,3.3,55960.0,51353,737.47,69.63401901094282,South,West South Central,4.257511884123105,10.932392428779417,32.2
Louisiana,St. Tammany,2025,38,1.0,8.2,72.4,12.0,0.2,1.3,4.6,81202.0,272421,845.281,322.2845420635268,South,West South Central,5.778532870608189,11.304695156388314,20.2
Louisiana,Tangipahoa,2025,38,0.3444444444444444,5.8,60.5,29.2,0.1,0.8,3.3,56760.0,136738,791.172,172.82967546879817,South,West South Central,5.158075943185829,10.94658713127398,35.0
Louisiana,Terrebonne,2025,39,0.3388888888888889,7.2,63.8,18.3,4.5,1.1,4.8,64836.0,106186,1229.888,86.3379429671645,South,West South Central,4.469784995766832,11.079616283632067,25.5
Louisiana,West Baton Rouge,2025,50,1.0,4.6,52.2,40.8,0.0,0.5,1.7,87299.0,27974,192.346,145.43582918282678,South,West South Central,4.986587306439896,11.377094287008365,45.4
Maine,Androscoggin,2025,35,1.0,2.2,87.2,5.5,0.0,1.2,3.6,67873.0,113423,467.954,242.38066134705548,Northeast,New England,5.494626725248439,11.12539359087209,7.7
Maine,Aroostook,2025,36,1.0,1.7,92.5,0.7,1.1,0.3,3.3,56700.0,67058,6671.136,10.051961165234824,Northeast,New England,2.4026078932325956,10.945529489715843,2.4
Maine,Cumberland,2025,39,1.0,2.8,85.6,3.4,0.1,2.2,5.5,95677.0,308827,836.193,369.3250242467947,Northeast,New England,5.91438106394248,11.468733214177846,6.199999999999999
Maine,Hancock,2025,37,1.0,1.9,92.6,1.0,0.4,1.0,2.8,72744.0,56460,1587.128,35.57369033877545,Northeast,New England,3.599329138712805,11.194701707405748,2.9
Maine,Kennebec,2025,36,1.0,2.3,91.8,0.9,0.2,0.9,3.7,69077.0,126808,867.472,146.18108711289818,Northeast,New England,4.991663713752586,11.142977103407926,3.1999999999999997
Maine,Knox,2025,34,1.0,1.9,93.2,0.3,0.1,0.5,3.8,74096.0,41003,365.146,112.29206947358044,Northeast,New England,4.729969169764019,11.213116828720533,2.1999999999999997
Maine,Oxford,2025,39,1.0,1.7,92.2,0.3,0.2,0.7,4.5,60173.0,59255,2076.957,28.52971919977159,Northeast,New England,3.385397186728961,11.00497902570508,2.0
Maine,Penobscot,2025,34,1.0,2.1,91.1,1.1,0.7,1.1,3.4,66356.0,154710,3397.182,45.54068636887868,Northeast,New England,3.8403269057000475,11.102789465212165,3.2
Maine,Sagadahoc,2025,35,1.0,2.0,92.0,0.5,0.0,0.7,4.4,87806.0,37285,253.979,146.8034758779269,Northeast,New England,4.995883525679566,11.382885114418173,2.5
Maine,Washington,2025,36,1.0,2.5,87.6,0.7,4.4,0.3,4.1,56024.0,31331,2562.725,12.225658234886692,Northeast,New England,2.5821587485198942,10.933535449335354,3.2
Maine,York,2025,36,1.0,2.2,90.1,1.1,0.1,1.1,4.9,88333.0,216731,991.196,218.65604784522935,Northeast,New England,5.392062904052429,11.388869042708224,3.3000000000000003
Maryland,Anne Arundel,2025,40,1.0,10.5,61.7,17.6,0.1,4.2,5.4,124911.0,598166,414.806,1442.037964735322,South,South Atlantic,7.274505868015668,11.735356762692058,28.1
Maryland,Baltimore,2025,44,1.0,7.8,51.1,30.1,0.1,6.1,4.1,91768.0,850796,598.358,1421.884557405433,South,South Atlantic,7.260441468590534,11.427018931961104,37.9
Maryland,Baltimore,2025,44,1.0,7.8,51.1,30.1,0.1,6.1,4.1,91768.0,573243,80.946,7081.795270921355,South,South Atlantic,8.865423921046935,11.427018931961104,37.9
Maryland,Calvert,2025,38,1.0,5.2,73.6,11.9,0.1,1.9,6.6,133922.0,94313,213.19,442.38941789014495,South,South Atlantic,6.094448431065539,11.805012819900915,17.1
Maryland,Carroll,2025,38,1.0,5.1,84.5,4.0,0.1,2.4,3.2,118211.0,175321,447.615,391.6781162382851,South,South Atlantic,5.972990233619896,11.680226442229833,9.1
Maryland,Cecil,2025,41,1.0,5.6,80.4,7.1,0.1,1.2,5.0,92007.0,104960,346.3,303.0898065261334,South,South Atlantic,5.717323073983833,11.429619940093234,12.7
Maryland,Charles,2025,38,1.0,7.9,32.0,48.4,0.2,3.3,7.4,122816.0,170527,457.819,372.47689589117095,South,South Atlantic,5.922856144269123,11.718442579367371,56.3
Maryland,Dorchester,2025,40,1.0,6.1,60.7,24.8,0.0,1.2,6.4,61839.0,32754,540.765,60.56974841197193,South,South Atlantic,4.120170652703497,11.032289512367296,30.9
Maryland,Frederick,2025,41,1.0,12.9,65.7,10.1,0.1,5.9,5.0,122002.0,287048,660.621,434.51237547701334,South,South Atlantic,6.07652321259837,11.711792717023645,23.0
Maryland,Garrett,2025,41,1.0,1.4,94.7,0.6,0.2,0.5,2.0,67688.0,28615,649.077,44.08567858666999,South,South Atlantic,3.808564648112195,11.122664190604336,2.0
Maryland,Harford,2025,43,1.0,5.8,71.6,14.1,0.1,3.0,4.7,112265.0,263757,437.125,603.3903345724907,South,South Atlantic,6.404220238497866,11.6286174269663,19.9
Maryland,Howard,2025,36,1.0,8.7,45.9,19.7,0.1,19.2,5.7,149763.0,336328,250.95,1340.2191671647738,South,South Atlantic,7.201334305546305,11.916809323562061,28.4
Maryland,Kent,2025,40,1.0,5.8,75.9,14.0,0.0,1.3,2.7,80147.0,19346,276.988,69.84418097534912,South,South Atlantic,4.260482831152541,11.291617727518096,19.8
Maryland,Montgomery,2025,41,1.0,21.0,39.5,18.3,0.1,15.3,4.8,132450.0,1065949,493.143,2161.5413784642587,South,South Atlantic,7.679039373172918,11.793960494700215,39.3
Maryland,Prince George's,2025,41,1.0,22.5,10.8,58.2,0.1,3.9,3.8,101798.0,959754,482.643,1988.5381120206864,South,South Atlantic,7.595657786265899,11.530745736540144,80.7
Maryland,Washington,2025,42,1.0,7.9,73.3,11.5,0.1,1.6,5.3,77747.0,155709,457.784,340.13639620432343,South,South Atlantic,5.832282386178278,11.26121524408805,19.4
Massachusetts,Barnstable,2025,38,1.0,3.7,85.2,2.8,0.3,1.5,5.2,95241.0,231668,394.2,587.691527143582,Northeast,New England,6.377902323444796,11.464165800335682,6.5
Massachusetts,Berkshire,2025,41,1.0,5.9,84.8,2.6,0.1,1.9,4.3,76013.0,129430,926.874,139.64141835891394,Northeast,New England,4.946213518918109,11.238659657272214,8.5
Massachusetts,Bristol,2025,41,1.0,10.2,75.3,4.0,0.1,2.4,6.2,85625.0,582270,553.111,1052.7181704938068,Northeast,New England,6.960080302922782,11.357732575564526,14.2
Massachusetts,Dukes,2025,37,1.0,3.3,80.0,2.7,1.0,1.5,8.6,125786.0,20933,103.202,202.83521637177577,Northeast,New England,5.317311904544536,11.742337329297188,6.0
Massachusetts,Essex,2025,42,1.0,24.1,64.5,3.5,0.0,3.5,3.5,101883.0,813054,492.513,1650.8274908479573,Northeast,New England,7.409637524202138,11.531580375067394,27.6
Massachusetts,Franklin,2025,40,1.0,5.4,87.5,1.3,0.0,2.0,3.2,74907.0,70944,699.208,101.46336998432513,Northeast,New England,4.62950536870143,11.224002623082315,6.7
Massachusetts,Hampden,2025,41,1.0,27.0,59.3,7.6,0.0,2.5,3.1,71306.0,462815,617.005,750.0992698600497,Northeast,New England,6.621537826597298,11.1747357543345,34.6
Massachusetts,Hampshire,2025,39,1.0,7.4,80.3,2.5,0.1,5.3,4.1,87001.0,162028,527.236,307.3158888998475,Northeast,New England,5.731124870702767,11.373674891823535,9.9
Massachusetts,Middlesex,2025,41,1.0,9.3,65.1,4.7,0.1,13.6,5.8,130847.0,1638365,817.866,2003.2193537816709,Northeast,New England,7.603009914189554,11.781783980679798,14.0
Massachusetts,Norfolk,2025,43,1.0,5.8,68.7,7.1,0.1,12.4,4.8,130739.0,730082,396.103,1843.1620058419148,Northeast,New England,7.5197802559201,11.78095824836892,12.899999999999999
Massachusetts,Plymouth,2025,40,1.0,4.9,76.1,7.8,0.1,1.7,6.8,114201.0,535075,658.501,812.5652049123692,Northeast,New England,6.7014260769962855,11.645715332733134,12.7
Massachusetts,Suffolk,2025,39,1.0,23.2,43.6,17.1,0.1,9.2,5.6,95631.0,785121,58.253,13477.777968516642,Northeast,New England,9.508871725202319,11.468252314258486,40.3
Massachusetts,Worcester,2025,42,1.0,13.7,70.3,4.8,0.1,5.3,4.7,95939.0,867788,1510.677,574.4364943664331,Northeast,New England,6.355128873448289,11.471467851820579,18.5
Michigan,Allegan,2025,43,1.0,8.1,84.6,1.2,0.2,0.7,4.7,83283.0,121456,825.253,147.17426049950743,Midwest,East North Central,4.998389016937692,11.32999972569479,9.299999999999999
Michigan,Bay,2025,38,1.0,5.9,88.2,1.0,0.1,0.5,3.7,61763.0,103008,442.409,232.83432299071671,Midwest,East North Central,5.45461284318498,11.031059758648459,6.9
Michigan,Benzie,2025,35,1.0,2.5,91.4,0.6,0.9,0.5,3.2,74834.0,18310,319.696,57.27315950152644,Midwest,East North Central,4.065141601437679,11.223027606142622,3.1
Michigan,Berrien,2025,41,1.0,6.3,72.7,13.1,0.2,1.8,5.2,65425.0,153288,567.781,269.97733280965724,Midwest,East North Central,5.602035174612657,11.088659727398346,19.4
Michigan,Cass,2025,40,1.0,4.5,84.0,4.0,0.7,0.8,5.2,70443.0,51520,490.108,105.11968790552288,Midwest,East North Central,4.664567588307081,11.162559151141057,8.5
Michigan,Clinton,2025,39,1.0,5.2,87.3,1.8,0.2,1.5,3.4,88210.0,79626,567.349,140.34747571600548,Midwest,East North Central,4.951221225586118,11.387475614252812,7.0
Michigan,Genesee,2025,38,1.0,4.3,70.0,19.1,0.2,1.1,4.8,62281.0,403305,636.943,633.1885270738512,Midwest,East North Central,6.452346271549335,11.039411682337978,23.400000000000002
Michigan,Huron,2025,38,1.0,2.8,93.3,0.3,0.2,0.6,2.3,58870.0,31113,836.017,37.215750397420145,Midwest,East North Central,3.643247744703032,10.983086902022308,3.0999999999999996
Michigan,Ingham,2025,37,1.0,8.7,66.6,11.0,0.2,6.2,6.4,65526.0,283913,556.087,510.5550030840498,Midwest,East North Central,6.237455112521576,11.090202289425783,19.7
Michigan,Kalamazoo,2025,40,1.0,5.9,74.6,10.8,0.1,2.8,5.4,72532.0,262375,561.955,466.8968155813188,Midwest,East North Central,6.148247792081366,11.191783122773916,16.700000000000003
Michigan,Kent,2025,46,1.0,11.7,70.4,9.4,0.2,3.2,4.6,82631.0,663150,848.931,781.158892772204,Midwest,East North Central,6.662057907593729,11.32214019176408,21.1
Michigan,Keweenaw,2025,7,0.1055555555555555,2.0,92.7,0.0,0.1,0.0,3.2,52583.0,2133,540.112,3.949180910625945,Midwest,East North Central,1.5992220902876784,10.870148152571042,2.0
Michigan,Lenawee,2025,41,1.0,8.9,84.8,2.3,0.1,0.3,3.3,70518.0,98415,749.638,131.28336610470654,Midwest,East North Central,4.884946334604966,11.163623275360909,11.2
Michigan,Macomb,2025,41,1.0,3.2,74.1,12.7,0.1,5.1,4.4,77837.0,879853,479.348,1835.5203317840069,Midwest,East North Central,7.515627936139908,11.262372175521085,15.899999999999999
Michigan,Manistee,2025,34,1.0,3.6,87.4,3.2,1.2,0.4,4.0,63516.0,25350,542.325,46.74318904715807,Midwest,East North Central,3.865836418997155,11.059047121645987,6.800000000000001
Michigan,Marquette,2025,18,0.6833333333333333,2.1,90.7,1.3,0.9,0.5,4.2,65429.0,67112,1809.051,37.0979038180792,Midwest,East North Central,3.6401592627209314,11.088720864237898,3.4000000000000004
Michigan,Mason,2025,36,1.0,4.9,89.4,1.0,0.4,0.5,3.7,64748.0,29207,494.969,59.00773583800198,Midwest,East North Central,4.094473484544627,11.07825809105385,5.9
Michigan,Missaukee,2025,36,1.0,3.4,90.4,0.3,0.2,0.4,5.0,66194.0,15207,564.788,26.92514713485414,Midwest,East North Central,3.3295276138708068,11.100345103376462,3.6999999999999997
Michigan,Muskegon,2025,39,1.0,6.3,75.0,12.0,0.4,0.6,5.6,65024.0,175961,503.914,349.18855201482796,Midwest,East North Central,5.8584717294682775,11.0825117114981,18.3
Michigan,Oakland,2025,41,1.0,5.0,68.2,12.7,0.1,8.5,4.8,97760.0,1279825,867.393,1475.4845842657248,Midwest,East North Central,7.29741926040189,11.490270774405422,17.7
Michigan,Ottawa,2025,40,1.0,10.3,81.7,1.5,0.1,2.7,3.2,90502.0,301203,563.52,534.5027683134583,Midwest,East North Central,6.283206059460731,11.413127228891343,11.8
Michigan,Schoolcraft,2025,32,1.0,1.7,81.7,0.5,7.3,0.2,8.6,56782.0,8128,1171.876,6.9358874147094065,Midwest,East North Central,2.0713951832273794,10.94697465307693,2.2
Michigan,St. Clair,2025,39,1.0,3.7,89.7,2.1,0.1,0.5,3.6,71270.0,160221,721.488,222.0702215421462,Midwest,East North Central,5.407486616698985,11.174230760495917,5.800000000000001
Michigan,Tuscola,2025,37,1.0,3.8,91.5,1.0,0.2,0.4,3.0,63811.0,52980,804.84,65.82674817355002,Midwest,East North Central,4.2021034221549325,11.063680868264434,4.8
Michigan,Washtenaw,2025,41,1.0,5.8,67.2,11.3,0.2,9.2,5.8,89180.0,369822,706.003,523.8249695822822,Midwest,East North Central,6.263064815732555,11.398412078181467,17.1
Michigan,Wayne,2025,52,1.0,6.9,47.9,36.6,0.2,3.7,4.3,60539.0,1772259,611.835,2896.6289931108877,Midwest,East North Central,7.9716480929842835,11.011043064434661,43.5
Michigan,Wexford,2025,38,1.0,2.7,90.8,1.1,0.2,0.6,4.5,61085.0,34077,564.925,60.32128158605125,Midwest,East North Central,4.116126953753432,11.02002161583816,3.8000000000000003
Minnesota,Anoka,2025,38,0.9944444444444444,5.8,74.5,8.8,0.4,5.6,4.6,101869.0,370349,421.973,877.6604190315494,Midwest,West North Central,6.778398496570378,11.531442953103221,14.600000000000001
Minnesota,Becker,2025,38,0.7277777777777777,2.0,84.9,0.7,4.7,0.5,6.7,71388.0,35343,1315.037,26.876049875402742,Midwest,West North Central,3.327767892762602,11.175885066975907,2.7
Minnesota,Beltrami,2025,37,0.9388888888888888,2.6,70.0,0.8,18.7,0.6,6.5,68975.0,46512,2504.643,18.57031121800592,Midwest,West North Central,2.974013684092263,11.141499399085486,3.4000000000000004
Minnesota,Blue Earth,2025,38,0.9611111111111112,4.8,84.4,4.8,0.2,2.3,3.4,74477.0,69871,747.836,93.43091265999496,Midwest,West North Central,4.5478684841652095,11.218245631870115,9.6
Minnesota,Carlton,2025,35,0.9388888888888888,1.9,86.9,2.2,3.1,0.5,4.9,80573.0,36518,861.191,42.404065996973955,Midwest,West North Central,3.7705531232842673,11.29691888478079,4.1
Minnesota,Cass,2025,22,0.5,1.8,80.8,0.4,8.7,0.5,7.2,68874.0,30992,2021.464,15.331462741854418,Midwest,West North Central,2.7930934768749998,11.140034027293552,2.2
Minnesota,Cook,2025,12,0.4777777777777778,3.1,83.6,1.3,6.1,0.6,4.8,72638.0,5635,1452.576,3.879315092635428,Midwest,West North Central,1.5850048601453017,11.193243479856486,4.4
Minnesota,Crow Wing,2025,38,0.9944444444444444,1.6,93.2,0.5,0.7,0.4,3.1,72589.0,67686,998.359,67.79725529594063,Midwest,West North Central,4.231163850189161,11.192568674181793,2.1
Minnesota,Dakota,2025,9,1.0,8.7,72.7,7.7,0.2,5.2,5.0,106318.0,445771,562.557,792.4014810943602,Midwest,West North Central,6.67632937484728,11.574189882074002,16.4
Minnesota,Goodhue,2025,41,0.6722222222222223,4.1,89.1,1.5,0.8,0.7,3.1,84171.0,47943,756.713,63.35691338724193,Midwest,West North Central,4.164444362416675,11.340605722852642,5.6
Minnesota,Hennepin,2025,39,1.0,7.8,65.2,13.3,0.4,7.0,5.5,97653.0,1269496,554.006,2291.4842077522626,Midwest,West North Central,7.73739131544921,11.489175657799121,21.1
Minnesota,Lake,2025,34,0.9,1.5,94.3,0.2,0.4,0.5,3.0,75541.0,10879,2109.108,5.158104753289067,Midwest,West North Central,1.817769060284722,11.232430834198418,1.7
Minnesota,Lyon,2025,37,1.0,7.9,80.9,2.6,0.3,4.5,3.1,75303.0,25503,714.411,35.69793858157279,Midwest,West North Central,3.6027205840435292,11.229275253631817,10.5
Minnesota,Mille Lacs,2025,35,0.6611111111111111,2.3,88.0,0.4,4.2,0.9,3.6,72729.0,27125,572.306,47.39597348271728,Midwest,West North Central,3.879416617756056,11.194495483569668,2.6999999999999997
Minnesota,Olmsted,2025,36,0.8888888888888888,6.0,75.3,7.5,0.1,6.4,4.3,95406.0,164498,653.509,251.7149725558485,Midwest,West North Central,5.532262262958857,11.465896748540452,13.5
Minnesota,Ramsey,2025,31,0.6722222222222223,8.4,57.9,12.1,0.3,15.0,5.7,81568.0,542945,152.249,3566.164638191384,Midwest,West North Central,8.179526340220676,11.309192307175842,20.5
Minnesota,Scott,2025,36,0.9444444444444444,6.4,75.6,6.1,0.6,6.3,4.6,119314.0,154557,356.11,434.0147707169133,Midwest,West North Central,6.075379986183268,11.689513952416316,12.5
Minnesota,Stearns,2025,36,0.9555555555555556,4.8,80.2,9.0,0.1,1.9,3.7,77066.0,160865,1342.876,119.79140292923546,Midwest,West North Central,4.794065115163824,11.252417476555802,13.8
Minnesota,Washington,2025,37,0.6722222222222223,5.3,77.2,5.5,0.2,7.7,3.7,115345.0,276238,384.718,718.0272303349466,Midwest,West North Central,6.577899229514258,11.655682916325185,10.8
Minnesota,Winona,2025,19,0.0944444444444444,3.9,88.9,1.9,0.2,2.2,2.8,70744.0,49779,626.177,79.49669182994585,Midwest,West North Central,4.388216088299908,11.166823006255571,5.8
Minnesota,Wright,2025,39,0.8722222222222222,3.6,88.0,2.3,0.2,1.8,3.7,107209.0,148269,661.148,224.25992364795775,Midwest,West North Central,5.41725495166876,11.582535479318677,5.9
Mississippi,Bolivar,2025,44,1.0,2.7,31.0,63.2,0.0,1.0,1.8,39585.0,29534,876.507,33.6951102501178,South,East South Central,3.5465987620411688,10.586205537605535,65.9
Mississippi,DeSoto,2025,44,1.0,5.8,56.4,32.6,0.1,1.3,3.3,85297.0,191301,476.346,401.60093713393206,South,East South Central,5.9979458409077315,11.353894562873016,38.4
Mississippi,Forrest,2025,46,1.0,4.4,55.8,35.5,0.1,0.9,3.0,53640.0,78272,466.042,167.95052806399426,South,East South Central,5.129605938719156,10.890050337395614,39.9
Mississippi,Hancock,2025,44,1.0,4.2,83.4,7.1,0.3,1.0,3.3,67708.0,46167,473.964,97.4061321112996,South,East South Central,4.5891031203207735,11.122959620308988,11.3
Mississippi,Harrison,2025,45,1.0,6.9,60.8,23.3,0.1,2.5,5.9,59479.0,210891,573.635,367.6397012037271,South,East South Central,5.909819747530379,10.993378588058855,30.200000000000003
Mississippi,Hinds,2025,52,1.0,2.1,22.9,71.7,0.2,0.8,2.0,49402.0,218533,869.845,251.23211606665555,South,East South Central,5.5303497590658734,10.807746188186444,73.8
Mississippi,Jackson,2025,46,1.0,7.6,66.1,18.9,0.4,2.1,4.3,66201.0,145249,722.825,200.94628713727388,South,East South Central,5.308001756781112,11.10045084755119,26.5
Mississippi,Lauderdale,2025,35,1.0,2.5,50.3,40.8,0.3,0.7,4.6,50817.0,71504,703.674,101.61523660103968,South,East South Central,4.630986426594339,10.835986223254492,43.3
Mississippi,Lee,2025,38,1.0,3.5,62.5,29.9,0.0,1.0,2.4,67863.0,83034,449.965,184.5343526718745,South,East South Central,5.223240054507804,11.125246246025945,33.4
Mississippi,Yalobusha,2025,33,1.0,1.7,57.2,37.0,0.4,0.2,3.6,49151.0,12419,467.151,26.58455189007409,South,East South Central,3.317255901896928,10.802652471248297,38.7
Missouri,Andrew,2025,42,0.4944444444444444,2.6,92.4,1.3,0.0,0.8,2.7,75625.0,18065,432.632,41.75604208657705,Midwest,West North Central,3.7555105207543957,11.233542195333143,3.9000000000000004
Missouri,Boone,2025,41,0.5111111111111111,4.5,75.8,9.5,0.1,4.8,4.8,72758.0,188043,685.551,274.2946914233952,Midwest,West North Central,5.617842129083586,11.194894144623701,14.0
Missouri,Buchanan,2025,39,0.8222222222222222,7.6,79.7,5.6,0.2,1.1,5.3,62158.0,83568,408.249,204.6986030584276,Midwest,West North Central,5.326412005476044,11.037434809491726,13.2
Missouri,Callaway,2025,42,0.5777777777777777,2.5,88.0,3.7,0.4,0.1,4.9,74176.0,44741,834.568,53.60977176215719,Midwest,West North Central,4.000212836740518,11.214195926699423,6.2
Missouri,Cass,2025,41,0.8111111111111111,5.5,83.6,4.6,0.2,0.8,4.4,87535.0,110773,696.615,159.01609928009017,Midwest,West North Central,5.075274430672487,11.379793992367032,10.1
