State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races
Louisiana,East Baton Rouge,2025,51,1.0,6.9,41.6,43.6,0.1,3.3,4.0
Louisiana,Iberville,2025,41,1.0,5.2,46.0,43.2,0.2,0.0,4.6
Louisiana,Jefferson,2025,48,1.0,18.9,47.2,25.1,0.1,4.2,3.7
Louisiana,Lafayette,2025,47,1.0,6.7,61.7,25.4,0.1,1.9,3.6
Louisiana,Lafourche,2025,46,1.0,5.9,74.2,12.8,2.3,0.6,4.0
Louisiana,Livingston,2025,45,1.0,6.6,80.2,8.9,0.1,0.7,3.0
Louisiana,Orleans,2025,44,1.0,8.2,30.1,53.9,0.1,2.8,4.0
Louisiana,Ouachita,2025,46,1.0,3.7,55.3,37.2,0.1,1.1,2.3
Louisiana,Pointe Coupee,2025,35,1.0,3.5,59.7,32.6,0.4,0.1,3.6
Louisiana,Rapides,2025,35,0.3166666666666666,4.2,59.4,30.7,0.4,1.1,3.7
Louisiana,St. Bernard,2025,45,1.0,13.9,55.5,23.6,0.7,1.9,4.2
Louisiana,St. James,2025,34,1.0,2.0,49.3,47.4,0.1,0.0,1.1
Louisiana,St. John the Baptist,2025,35,1.0,8.9,29.5,56.8,0.1,0.9,3.3
Louisiana,St. Martin,2025,36,1.0,3.6,63.1,28.6,0.2,0.8,3.3
Louisiana,St. Tammany,2025,38,1.0,8.2,72.4,12.0,0.2,1.3,4.6
Louisiana,Tangipahoa,2025,38,0.3444444444444444,5.8,60.5,29.2,0.1,0.8,3.3
Louisiana,Terrebonne,2025,39,0.3388888888888889,7.2,63.8,18.3,4.5,1.1,4.8
Louisiana,West Baton Rouge,2025,50,1.0,4.6,52.2,40.8,0.0,0.5,1.7
Maine,Androscoggin,2025,35,1.0,2.2,87.2,5.5,0.0,1.2,3.6
Maine,Aroostook,2025,36,1.0,1.7,92.5,0.7,1.1,0.3,3.3
Maine,Cumberland,2025,39,1.0,2.8,85.6,3.4,0.1,2.2,5.5
Maine,Hancock,2025,37,1.0,1.9,92.6,1.0,0.4,1.0,2.8
Maine,Kennebec,2025,36,1.0,2.3,91.8,0.9,0.2,0.9,3.7
Maine,Knox,2025,34,1.0,1.9,93.2,0.3,0.1,0.5,3.8
Maine,Oxford,2025,39,1.0,1.7,92.2,0.3,0.2,0.7,4.5
Maine,Penobscot,2025,34,1.0,2.1,91.1,1.1,0.7,1.1,3.4
Maine,Sagadahoc,2025,35,1.0,2.0,92.0,0.5,0.0,0.7,4.4
Maine,Washington,2025,36,1.0,2.5,87.6,0.7,4.4,0.3,4.1
Maine,York,2025,36,1.0,2.2,90.1,1.1,0.1,1.1,4.9
Maryland,Anne Arundel,2025,40,1.0,10.5,61.7,17.6,0.1,4.2,5.4
Maryland,Baltimore,2025,44,1.0,7.8,51.1,30.1,0.1,6.1,4.1
Maryland,Calvert,2025,38,1.0,5.2,73.6,11.9,0.1,1.9,6.6
Maryland,Carroll,2025,38,1.0,5.1,84.5,4.0,0.1,2.4,3.2
Maryland,Cecil,2025,41,1.0,5.6,80.4,7.1,0.1,1.2,5.0
Maryland,Charles,2025,38,1.0,7.9,32.0,48.4,0.2,3.3,7.4
Maryland,Dorchester,2025,40,1.0,6.1,60.7,24.8,0.0,1.2,6.4
Maryland,Frederick,2025,41,1.0,12.9,65.7,10.1,0.1,5.9,5.0
Maryland,Garrett,2025,41,1.0,1.4,94.7,0.6,0.2,0.5,2.0
Maryland,Harford,2025,43,1.0,5.8,71.6,14.1,0.1,3.0,4.7
Maryland,Howard,2025,36,1.0,8.7,45.9,19.7,0.1,19.2,5.7
Maryland,Kent,2025,40,1.0,5.8,75.9,14.0,0.0,1.3,2.7
Maryland,Montgomery,2025,41,1.0,21.0,39.5,18.3,0.1,15.3,4.8
Maryland,Prince George's,2025,41,1.0,22.5,10.8,58.2,0.1,3.9,3.8
Maryland,Washington,2025,42,1.0,7.9,73.3,11.5,0.1,1.6,5.3
Massachusetts,Barnstable,2025,38,1.0,3.7,85.2,2.8,0.3,1.5,5.2
Massachusetts,Berkshire,2025,41,1.0,5.9,84.8,2.6,0.1,1.9,4.3
Massachusetts,Bristol,2025,41,1.0,10.2,75.3,4.0,0.1,2.4,6.2
Massachusetts,Dukes,2025,37,1.0,3.3,80.0,2.7,1.0,1.5,8.6
Massachusetts,Essex,2025,42,1.0,24.1,64.5,3.5,0.0,3.5,3.5
Massachusetts,Franklin,2025,40,1.0,5.4,87.5,1.3,0.0,2.0,3.2
Massachusetts,Hampden,2025,41,1.0,27.0,59.3,7.6,0.0,2.5,3.1
Massachusetts,Hampshire,2025,39,1.0,7.4,80.3,2.5,0.1,5.3,4.1
Massachusetts,Middlesex,2025,41,1.0,9.3,65.1,4.7,0.1,13.6,5.8
Massachusetts,Norfolk,2025,43,1.0,5.8,68.7,7.1,0.1,12.4,4.8
Massachusetts,Plymouth,2025,40,1.0,4.9,76.1,7.8,0.1,1.7,6.8
Massachusetts,Suffolk,2025,39,1.0,23.2,43.6,17.1,0.1,9.2,5.6
Massachusetts,Worcester,2025,42,1.0,13.7,70.3,4.8,0.1,5.3,4.7
Michigan,Allegan,2025,43,1.0,8.1,84.6,1.2,0.2,0.7,4.7
Michigan,Bay,2025,38,1.0,5.9,88.2,1.0,0.1,0.5,3.7
Michigan,Benzie,2025,35,1.0,2.5,91.4,0.6,0.9,0.5,3.2
Michigan,Berrien,2025,41,1.0,6.3,72.7,13.1,0.2,1.8,5.2
Michigan,Cass,2025,40,1.0,4.5,84.0,4.0,0.7,0.8,5.2
Michigan,Clinton,2025,39,1.0,5.2,87.3,1.8,0.2,1.5,3.4
Michigan,Genesee,2025,38,1.0,4.3,70.0,19.1,0.2,1.1,4.8
Michigan,Huron,2025,38,1.0,2.8,93.3,0.3,0.2,0.6,2.3
Michigan,Ingham,2025,37,1.0,8.7,66.6,11.0,0.2,6.2,6.4
Michigan,Kalamazoo,2025,40,1.0,5.9,74.6,10.8,0.1,2.8,5.4
Michigan,Kent,2025,46,1.0,11.7,70.4,9.4,0.2,3.2,4.6
Michigan,Keweenaw,2025,7,0.1055555555555555,2.0,92.7,0.0,0.1,0.0,3.2
Michigan,Lenawee,2025,41,1.0,8.9,84.8,2.3,0.1,0.3,3.3
Michigan,Macomb,2025,41,1.0,3.2,74.1,12.7,0.1,5.1,4.4
Michigan,Manistee,2025,34,1.0,3.6,87.4,3.2,1.2,0.4,4.0
Michigan,Marquette,2025,18,0.6833333333333333,2.1,90.7,1.3,0.9,0.5,4.2
Michigan,Mason,2025,36,1.0,4.9,89.4,1.0,0.4,0.5,3.7
Michigan,Missaukee,2025,36,1.0,3.4,90.4,0.3,0.2,0.4,5.0
Michigan,Muskegon,2025,39,1.0,6.3,75.0,12.0,0.4,0.6,5.6
Michigan,Oakland,2025,41,1.0,5.0,68.2,12.7,0.1,8.5,4.8
Michigan,Ottawa,2025,40,1.0,10.3,81.7,1.5,0.1,2.7,3.2
Michigan,Schoolcraft,2025,32,1.0,1.7,81.7,0.5,7.3,0.2,8.6
Michigan,St. Clair,2025,39,1.0,3.7,89.7,2.1,0.1,0.5,3.6
Michigan,Tuscola,2025,37,1.0,3.8,91.5,1.0,0.2,0.4,3.0
Michigan,Washtenaw,2025,41,1.0,5.8,67.2,11.3,0.2,9.2,5.8
Michigan,Wayne,2025,52,1.0,6.9,47.9,36.6,0.2,3.7,4.3
Michigan,Wexford,2025,38,1.0,2.7,90.8,1.1,0.2,0.6,4.5
Minnesota,Anoka,2025,38,0.9944444444444444,5.8,74.5,8.8,0.4,5.6,4.6
Minnesota,Becker,2025,38,0.7277777777777777,2.0,84.9,0.7,4.7,0.5,6.7
Minnesota,Beltrami,2025,37,0.9388888888888888,2.6,70.0,0.8,18.7,0.6,6.5
Minnesota,Blue Earth,2025,38,0.9611111111111112,4.8,84.4,4.8,0.2,2.3,3.4
Minnesota,Carlton,2025,35,0.9388888888888888,1.9,86.9,2.2,3.1,0.5,4.9
Minnesota,Cass,2025,22,0.5,1.8,80.8,0.4,8.7,0.5,7.2
Minnesota,Cook,2025,12,0.4777777777777778,3.1,83.6,1.3,6.1,0.6,4.8
Minnesota,Crow Wing,2025,38,0.9944444444444444,1.6,93.2,0.5,0.7,0.4,3.1
Minnesota,Dakota,2025,9,1.0,8.7,72.7,7.7,0.2,5.2,5.0
Minnesota,Goodhue,2025,41,0.6722222222222223,4.1,89.1,1.5,0.8,0.7,3.1
Minnesota,Hennepin,2025,39,1.0,7.8,65.2,13.3,0.4,7.0,5.5
Minnesota,Lake,2025,34,0.9,1.5,94.3,0.2,0.4,0.5,3.0
Minnesota,Lyon,2025,37,1.0,7.9,80.9,2.6,0.3,4.5,3.1
Minnesota,Mille Lacs,2025,35,0.6611111111111111,2.3,88.0,0.4,4.2,0.9,3.6
Minnesota,Olmsted,2025,36,0.8888888888888888,6.0,75.3,7.5,0.1,6.4,4.3
Minnesota,Ramsey,2025,31,0.6722222222222223,8.4,57.9,12.1,0.3,15.0,5.7
Minnesota,Scott,2025,36,0.9444444444444444,6.4,75.6,6.1,0.6,6.3,4.6
Minnesota,Stearns,2025,36,0.9555555555555556,4.8,80.2,9.0,0.1,1.9,3.7
Minnesota,Washington,2025,37,0.6722222222222223,5.3,77.2,5.5,0.2,7.7,3.7
Minnesota,Winona,2025,19,0.0944444444444444,3.9,88.9,1.9,0.2,2.2,2.8
Minnesota,Wright,2025,39,0.8722222222222222,3.6,88.0,2.3,0.2,1.8,3.7
Mississippi,Bolivar,2025,44,1.0,2.7,31.0,63.2,0.0,1.0,1.8
Mississippi,DeSoto,2025,44,1.0,5.8,56.4,32.6,0.1,1.3,3.3
Mississippi,Forrest,2025,46,1.0,4.4,55.8,35.5,0.1,0.9,3.0
Mississippi,Hancock,2025,44,1.0,4.2,83.4,7.1,0.3,1.0,3.3
Mississippi,Harrison,2025,45,1.0,6.9,60.8,23.3,0.1,2.5,5.9
Mississippi,Hinds,2025,52,1.0,2.1,22.9,71.7,0.2,0.8,2.0
Mississippi,Jackson,2025,46,1.0,7.6,66.1,18.9,0.4,2.1,4.3
Mississippi,Lauderdale,2025,35,1.0,2.5,50.3,40.8,0.3,0.7,4.6
Mississippi,Lee,2025,38,1.0,3.5,62.5,29.9,0.0,1.0,2.4
Mississippi,Yalobusha,2025,33,1.0,1.7,57.2,37.0,0.4,0.2,3.6
Missouri,Andrew,2025,42,0.4944444444444444,2.6,92.4,1.3,0.0,0.8,2.7
Missouri,Boone,2025,41,0.5111111111111111,4.5,75.8,9.5,0.1,4.8,4.8
Missouri,Buchanan,2025,39,0.8222222222222222,7.6,79.7,5.6,0.2,1.1,5.3
Missouri,Callaway,2025,42,0.5777777777777777,2.5,88.0,3.7,0.4,0.1,4.9
Missouri,Cass,2025,41,0.8111111111111111,5.5,83.6,4.6,0.2,0.8,4.4
Missouri,Cedar,2025,40,0.8222222222222222,2.2,92.1,0.5,0.2,0.0,4.0
Missouri,Clay,2025,42,0.8111111111111111,8.0,77.0,6.8,0.2,2.6,4.8
Missouri,Clinton,2025,43,0.5055555555555555,2.6,91.9,0.8,0.1,0.2,4.2
Missouri,Greene,2025,44,0.8166666666666667,5.1,84.0,3.0,0.2,1.9,5.0
Missouri,Jackson,2025,43,0.8388888888888889,11.4,59.3,22.0,0.1,1.8,4.6
Missouri,Jasper,2025,42,0.8222222222222222,9.8,80.6,1.7,0.6,1.3,5.4
Missouri,Jefferson,2025,40,0.8222222222222222,2.6,88.5,1.0,0.1,1.0,6.5
Missouri,Lincoln,2025,42,0.5055555555555555,2.9,91.9,1.7,0.1,0.3,3.0
Missouri,Monroe,2025,37,0.8222222222222222,1.8,91.6,3.5,0.4,0.4,1.8
Missouri,Perry,2025,40,0.55,2.5,93.4,0.7,0.0,0.8,2.6
Missouri,Stoddard,2025,21,0.0666666666666666,2.2,92.7,1.1,0.1,0.1,3.6
Missouri,Taney,2025,26,0.0944444444444444,7.6,85.1,1.8,0.2,1.0,4.1
Montana,Beaverhead,2025,12,0.9722222222222222,5.2,89.1,0.5,1.3,0.3,3.5
Montana,Custer,2025,39,1.0,3.4,89.0,0.0,1.8,0.5,5.1
Montana,Dawson,2025,14,1.0,3.6,90.4,0.2,1.3,0.2,3.4
Montana,Fergus,2025,44,1.0,2.4,92.4,0.6,2.1,0.7,1.9
Montana,Flathead,2025,40,1.0,3.7,90.0,0.2,0.8,0.8,4.0
Montana,Gallatin,2025,14,1.0,5.4,87.5,0.4,0.5,1.2,4.0
Montana,Glacier,2025,22,0.9277777777777778,2.9,29.5,0.2,63.4,0.6,3.0
Montana,Hill,2025,13,0.8277777777777777,3.5,67.1,0.3,21.9,0.2,6.3
Montana,Lake,2025,4,0.1111111111111111,4.3,64.6,0.2,19.6,0.7,10.2
Montana,Lewis and Clark,2025,45,1.0,4.0,88.6,0.5,1.3,0.5,4.7
Montana,Lincoln,2025,45,0.9777777777777776,3.1,90.0,0.1,1.1,0.2,5.3
Montana,Missoula,2025,38,1.0,5.1,85.5,0.4,1.9,1.6,5.0
Montana,Phillips,2025,18,0.95,1.1,81.0,0.2,7.5,0.8,8.7
Montana,Powell,2025,6,0.0944444444444444,2.7,86.8,0.4,4.6,1.5,3.5
Montana,Ravalli,2025,19,0.9666666666666668,4.1,88.6,0.3,0.7,0.7,4.8
Montana,Richland,2025,39,1.0,5.5,87.5,0.3,0.2,0.4,5.3
Montana,Roosevelt,2025,9,0.0944444444444444,2.9,32.4,0.1,55.6,1.0,8.0
Montana,Rosebud,2025,4,0.1,3.7,51.4,0.1,36.8,2.0,4.8
Montana,Sanders,2025,15,1.0,3.5,88.3,0.2,2.5,0.5,4.8
Montana,Sheridan,2025,13,0.1055555555555555,4.0,88.2,0.0,1.9,0.7,4.9
Montana,Silver Bow,2025,27,1.0,4.6,89.1,0.1,1.4,0.4,4.2
Montana,Teton,2025,14,0.9611111111111112,2.0,91.5,0.3,1.9,0.0,4.1
Montana,Yellowstone,2025,39,1.0,6.6,83.4,0.4,3.6,0.7,4.7
Nebraska,Cass,2025,20,1.0,4.1,90.5,0.3,0.2,0.3,3.6
Nebraska,Douglas,2025,44,1.0,14.5,65.8,10.2,0.2,4.4,4.5
Nebraska,Gage,2025,36,1.0,3.4,92.5,0.5,0.3,0.7,2.5
Nebraska,Hall,2025,37,1.0,32.4,60.5,3.3,0.2,1.0,2.3
Nebraska,Knox,2025,39,1.0,2.9,84.5,0.7,8.8,0.4,2.5
Nebraska,Lancaster,2025,36,0.5722222222222222,8.5,77.9,3.7,0.3,4.1,5.2
Nebraska,Sarpy,2025,33,1.0,11.6,76.3,4.0,0.2,2.8,4.5
Nebraska,Scotts Bluff,2025,24,1.0,23.9,70.7,0.6,1.0,0.7,2.5
Nebraska,Thomas,2025,9,0.1055555555555555,5.0,89.2,2.0,0.0,0.0,3.9
Nebraska,Washington,2025,29,1.0,3.3,92.9,0.3,0.2,0.2,3.0
Nevada,Churchill,2025,43,0.9666666666666668,15.2,70.7,2.1,3.2,2.2,6.2
Nevada,Clark,2025,64,1.0,31.9,38.3,11.5,0.3,10.5,6.1
Nevada,Douglas,2025,22,0.9777777777777776,13.0,77.2,0.3,1.1,2.3,4.5
Nevada,Elko,2025,19,0.8444444444444444,26.0,61.1,0.8,3.5,1.4,5.5
Nevada,Lyon,2025,44,1.0,19.5,70.4,1.3,1.3,1.3,5.8
Nevada,Nye,2025,24,1.0,17.1,68.9,2.9,0.9,1.9,7.8
Nevada,Washoe,2025,51,1.0,26.1,58.5,2.3,0.7,5.6,5.5
Nevada,White Pine,2025,47,1.0,16.5,71.5,5.9,3.6,0.3,1.9
New Hampshire,Belknap,2025,34,1.0,2.3,92.7,0.5,0.0,1.2,2.8
New Hampshire,Cheshire,2025,38,1.0,2.6,91.4,0.7,0.1,0.9,4.1
New Hampshire,Coos,2025,40,1.0,2.4,91.9,2.0,0.1,0.1,2.9
New Hampshire,Grafton,2025,38,1.0,2.9,87.5,1.1,0.1,3.5,4.4
New Hampshire,Hillsborough,2025,38,1.0,8.5,80.1,2.2,0.1,4.3,4.3
New Hampshire,Merrimack,2025,38,0.6777777777777778,2.7,90.1,1.6,0.1,1.5,3.6
New Hampshire,Rockingham,2025,39,1.0,3.7,89.5,0.7,0.1,1.9,3.6
New Jersey,Atlantic,2025,38,1.0,20.4,54.0,12.6,0.3,7.8,4.5
New Jersey,Bergen,2025,40,1.0,22.7,51.3,5.4,0.1,16.8,2.9
New Jersey,Camden,2025,44,1.0,19.2,52.5,17.8,0.0,5.9,3.8
New Jersey,Cumberland,2025,42,0.9888888888888888,35.7,40.9,16.4,0.4,1.4,3.7
New Jersey,Gloucester,2025,43,0.9666666666666668,8.3,74.3,10.2,0.0,3.1,3.6
New Jersey,Hudson,2025,41,1.0,40.7,27.3,10.7,0.1,16.8,3.3
New Jersey,Hunterdon,2025,41,0.9888888888888888,9.3,79.9,2.4,0.0,4.9,3.0
New Jersey,Mercer,2025,43,1.0,23.1,42.7,17.9,0.1,12.3,3.4
New Jersey,Middlesex,2025,36,0.9888888888888888,23.6,37.5,9.7,0.1,25.4,2.9
New Jersey,Monmouth,2025,37,0.8055555555555556,12.9,71.5,5.8,0.0,5.4,3.6
New Jersey,Morris,2025,38,1.0,16.0,65.8,3.0,0.0,10.7,3.7
New Jersey,Ocean,2025,40,0.9944444444444444,10.9,81.1,2.9,0.0,1.9,2.7
New Jersey,Passaic,2025,41,1.0,44.3,37.9,9.7,0.1,5.4,2.0
New Jersey,Union,2025,45,1.0,35.2,35.4,19.1,0.1,5.6,3.4
New Jersey,Warren,2025,38,0.9833333333333332,13.0,74.6,5.6,0.1,3.0,3.5
New Mexico,Bernalillo,2025,59,1.0,49.1,37.1,2.6,4.0,2.8,3.7
New Mexico,Catron,2025,8,0.1055555555555555,15.7,74.4,1.8,3.8,0.3,4.0
New Mexico,Chaves,2025,16,0.1,58.4,36.1,1.5,0.6,1.1,1.5
New Mexico,Eddy,2025,51,1.0,51.6,42.9,1.2,0.8,0.6,2.3
New Mexico,Lea,2025,47,1.0,62.7,31.0,3.1,0.4,0.7,1.8
New Mexico,Lincoln,2025,11,0.1055555555555555,33.0,60.2,0.8,3.2,0.5,2.2
New Mexico,Los Alamos,2025,10,0.1111111111111111,18.0,69.8,0.9,0.6,4.9,5.3
New Mexico,Luna,2025,19,1.0,67.1,28.3,1.1,0.4,1.1,1.3
New Mexico,Rio Arriba,2025,45,1.0,67.2,14.0,0.6,15.5,0.6,1.5
New Mexico,San Juan,2025,49,1.0,19.8,36.2,0.6,38.4,0.8,4.0
New Mexico,Sandoval,2025,47,1.0,40.0,40.9,2.1,11.0,1.3,4.0
New Mexico,Santa Fe,2025,46,1.0,47.9,44.0,0.8,2.4,1.4,2.9
New Mexico,Socorro,2025,12,0.1111111111111111,50.3,32.8,0.4,10.6,1.8,3.9
New Mexico,Taos,2025,14,1.0,50.6,40.5,0.3,5.3,0.7,2.3
New Mexico,Valencia,2025,48,1.0,60.8,30.5,1.0,3.7,0.7,2.6
New York,Albany,2025,39,1.0,7.3,68.0,11.5,0.0,7.5,5.0
New York,Bronx,2025,47,1.0,55.1,8.7,28.7,0.3,4.0,2.2
New York,Chautauqua,2025,39,1.0,9.6,83.7,2.1,0.1,0.7,3.4
New York,Dutchess,2025,37,1.0,15.4,66.1,9.2,0.1,3.4,4.9
New York,Erie,2025,44,1.0,6.4,72.3,12.1,0.3,4.9,3.5
New York,Essex,2025,42,1.0,2.9,91.6,1.9,0.2,0.6,2.3
New York,Hamilton,2025,36,1.0,2.1,91.5,1.5,0.0,0.3,4.1
New York,Jefferson,2025,36,1.0,7.5,80.2,4.3,0.1,1.9,5.5
New York,Kings,2025,44,1.0,19.0,36.1,26.6,0.1,12.1,5.0
New York,Monroe,2025,41,1.0,9.9,67.7,13.5,0.1,3.8,4.5
New York,Nassau,2025,31,0.0055555555555555,18.7,54.3,10.8,0.0,12.2,3.0
New York,New York,2025,43,1.0,24.4,45.5,12.5,0.1,12.4,4.0
New York,Niagara,2025,37,1.0,4.0,82.1,6.3,0.5,1.2,5.4
New York,Oneida,2025,28,1.0,7.1,78.7,5.7,0.1,4.3,3.6
New York,Onondaga,2025,39,1.0,5.9,73.8,10.2,0.3,4.1,5.2
New York,Orange,2025,28,1.0,23.9,57.9,10.5,0.1,2.8,4.0
New York,Oswego,2025,35,1.0,3.3,90.8,0.9,0.1,0.8,3.6
New York,Putnam,2025,35,1.0,20.0,70.9,2.8,0.1,2.3,3.0
New York,Queens,2025,44,1.0,28.1,23.2,16.3,0.3,25.9,3.8
New York,Richmond,2025,41,1.0,19.6,55.5,8.8,0.1,12.7,2.7
New York,Rockland,2025,39,1.0,20.6,59.7,10.2,0.1,5.9,2.4
New York,Saratoga,2025,36,1.0,3.9,86.8,1.6,0.1,3.0,4.0
New York,Steuben,2025,40,1.0,2.0,91.4,1.6,0.1,1.6,2.9
New York,Suffolk,2025,41,1.0,22.8,62.0,6.9,0.1,4.4,3.0
New York,Tompkins,2025,38,1.0,6.6,73.7,3.6,0.1,10.1,4.7
New York,Wayne,2025,36,1.0,5.3,86.6,2.2,0.1,0.7,4.6
New York,Westchester,2025,41,1.0,27.4,49.2,12.7,0.1,6.2,3.3
North Carolina,Alexander,2025,39,1.0,5.6,85.5,5.0,0.1,1.0,2.8
North Carolina,Avery,2025,38,1.0,6.1,85.7,3.8,0.1,0.4,3.3
North Carolina,Buncombe,2025,42,1.0,8.6,80.8,4.8,0.1,1.1,4.3
North Carolina,Caldwell,2025,37,1.0,6.7,85.3,4.1,0.1,0.5,3.2
North Carolina,Carteret,2025,37,1.0,4.9,85.3,4.1,0.2,1.0,4.1
North Carolina,Caswell,2025,39,1.0,5.1,59.9,30.5,0.0,0.4,4.0
North Carolina,Catawba,2025,43,1.0,11.5,71.9,7.7,0.1,4.3,4.3
North Carolina,Cumberland,2025,44,1.0,12.7,39.8,36.7,0.9,2.6,5.9
North Carolina,Davidson,2025,50,1.0,8.9,76.0,9.1,0.1,1.5,3.8
North Carolina,Durham,2025,43,1.0,15.8,41.7,31.8,0.2,5.4,4.5
North Carolina,Edgecombe,2025,40,1.0,6.2,34.9,55.5,0.3,0.2,2.5
North Carolina,Forsyth,2025,46,1.0,15.1,53.5,24.6,0.1,2.3,3.8
North Carolina,Graham,2025,43,1.0,3.0,84.9,0.4,9.6,0.7,1.1
North Carolina,Granville,2025,40,0.9833333333333332,11.1,55.4,28.8,0.2,0.4,3.3
North Carolina,Guilford,2025,43,1.0,10.1,46.0,33.5,0.1,5.4,4.3
North Carolina,Haywood,2025,44,1.0,5.0,90.4,0.9,0.4,0.4,2.7
North Carolina,Hyde,2025,20,0.0944444444444444,10.1,57.7,24.2,1.5,0.0,6.5
North Carolina,Johnston,2025,42,1.0,16.8,61.4,16.7,0.2,0.8,3.5
North Carolina,Lenoir,2025,37,1.0,8.8,47.3,39.2,0.1,0.7,3.6
North Carolina,Lincoln,2025,41,1.0,8.1,82.0,5.9,0.1,0.8,2.9
North Carolina,Macon,2025,34,1.0,10.0,85.2,1.4,0.2,0.6,2.4
North Carolina,Martin,2025,28,1.0,4.4,51.2,40.1,0.1,0.6,3.4
North Carolina,Mecklenburg,2025,51,1.0,16.0,43.2,29.7,0.1,6.3,4.1
North Carolina,Mitchell,2025,35,1.0,5.6,91.0,0.9,0.3,0.5,1.6
North Carolina,Montgomery,2025,41,1.0,15.8,62.7,16.0,0.5,1.5,3.2
North Carolina,New Hanover,2025,41,1.0,7.9,74.7,10.7,0.1,1.4,4.6
North Carolina,Northampton,2025,37,1.0,2.4,39.0,54.4,0.2,0.0,3.5
North Carolina,Person,2025,38,0.9777777777777776,6.3,64.2,25.8,0.1,0.1,3.2
North Carolina,Pitt,2025,38,1.0,7.9,51.9,34.7,0.1,2.0,3.1
North Carolina,Rockingham,2025,39,1.0,7.2,69.9,17.3,0.1,0.3,4.3
North Carolina,Rowan,2025,44,1.0,11.9,67.8,15.5,0.1,0.8,3.7
North Carolina,Swain,2025,38,1.0,5.5,59.2,2.6,27.3,0.5,5.0
North Carolina,Union,2025,41,1.0,13.4,66.8,10.9,0.1,4.5,3.8
North Carolina,Wake,2025,44,1.0,11.6,56.2,18.5,0.2,8.5,4.4
North Dakota,Billings,2025,40,1.0,3.9,92.2,0.0,3.9,0.0,0.0
North Dakota,Burke,2025,40,1.0,2.5,86.5,1.7,1.8,2.1,5.1
North Dakota,Burleigh,2025,41,1.0,3.4,84.9,1.9,3.3,1.0,4.8
North Dakota,Cass,2025,39,1.0,3.6,81.2,7.0,0.9,3.2,3.7
North Dakota,Dunn,2025,40,1.0,4.5,78.5,0.1,9.5,0.9,5.7
North Dakota,McKenzie,2025,41,1.0,12.1,73.7,1.9,6.6,1.1,4.5
North Dakota,Mercer,2025,39,1.0,2.8,91.3,0.0,2.4,0.5,2.9
North Dakota,Oliver,2025,40,1.0,1.0,99.0,0.0,0.0,0.0,0.1
North Dakota,Ward,2025,38,1.0,7.2,80.4,3.9,1.6,1.5,5.0
Ohio,Allen,2025,43,1.0,3.6,79.0,9.6,0.3,0.9,6.2
Ohio,Ashtabula,2025,43,1.0,5.0,86.7,3.7,0.0,0.4,3.7
Ohio,Athens,2025,33,1.0,2.3,88.6,2.2,0.0,2.0,4.6
Ohio,Belmont,2025,42,1.0,1.4,90.7,3.0,0.0,0.6,4.2
Ohio,Butler,2025,55,1.0,7.0,74.6,8.3,0.0,4.3,5.3
Ohio,Clark,2025,46,1.0,4.2,81.7,8.0,0.0,0.6,5.1
Ohio,Clermont,2025,43,1.0,2.6,90.6,1.5,0.0,1.1,3.6
Ohio,Clinton,2025,42,1.0,2.3,91.7,1.8,0.0,0.3,3.6
Ohio,Columbiana,2025,12,0.2555555555555555,1.9,92.0,1.9,0.0,0.3,3.5
Ohio,Cuyahoga,2025,53,1.0,7.0,56.5,28.5,0.1,3.3,4.1
Ohio,Delaware,2025,41,1.0,3.5,79.2,4.3,0.0,8.6,4.0
Ohio,Franklin,2025,54,1.0,7.5,58.0,23.1,0.1,5.6,5.2
Ohio,Geauga,2025,42,1.0,2.0,92.7,1.0,0.0,0.5,3.4
Ohio,Greene,2025,41,1.0,3.3,81.3,5.8,0.1,3.0,5.8
Ohio,Hamilton,2025,54,1.0,4.8,62.3,23.9,0.1,2.7,5.4
Ohio,Jefferson,2025,50,1.0,1.9,88.4,5.1,0.0,0.6,3.5
Ohio,Knox,2025,40,1.0,2.0,92.9,0.9,0.0,0.8,2.8
Ohio,Lake,2025,43,1.0,5.3,84.2,4.7,0.1,1.5,3.8
Ohio,Lawrence,2025,43,1.0,1.1,93.8,1.7,0.0,0.6,2.5
Ohio,Licking,2025,41,1.0,2.5,85.1,4.2,0.0,3.7,3.7
Ohio,Lorain,2025,39,1.0,11.0,75.5,7.1,0.1,1.4,4.5
Ohio,Lucas,2025,53,1.0,7.8,66.1,18.9,0.0,1.7,4.9
Ohio,Madison,2025,43,1.0,3.1,86.2,4.3,0.2,1.3,4.5
Ohio,Mahoning,2025,44,1.0,6.8,73.7,13.6,0.1,0.8,4.5
Ohio,Medina,2025,43,1.0,2.7,91.3,1.1,0.0,1.0,3.7
Ohio,Miami,2025,41,1.0,2.1,89.9,1.8,0.0,1.9,3.9
Ohio,Montgomery,2025,47,1.0,4.2,67.7,20.4,0.0,2.2,5.0
Ohio,Noble,2025,39,1.0,1.7,92.1,4.2,0.1,0.4,1.4
Ohio,Portage,2025,43,1.0,2.3,86.0,5.0,0.1,2.2,4.0
Ohio,Preble,2025,45,1.0,1.1,95.0,0.7,0.0,0.1,2.8
Ohio,Scioto,2025,45,1.0,1.6,92.0,2.3,0.1,0.5,3.3
Ohio,Stark,2025,51,1.0,3.0,83.8,7.1,0.1,0.9,4.9
