GEO_ID,County_Area,Total_Population
0500000US17061,"Greene County, Illinois",11683
0500000US17063,"Grundy County, Illinois",53219
0500000US17065,"Hamilton County, Illinois",7916
0500000US17067,"Hancock County, Illinois",17281
0500000US17069,"Hardin County, Illinois",3605
0500000US17071,"Henderson County, Illinois",6193
0500000US17073,"Henry County, Illinois",48643
0500000US17075,"Iroquois County, Illinois",26449
0500000US17077,"Jackson County, Illinois",53064
0500000US17079,"Jasper County, Illinois",9180
0500000US17081,"Jefferson County, Illinois",36550
0500000US17083,"Jersey County, Illinois",21274
0500000US17085,"Jo Daviess County, Illinois",21851
0500000US17087,"Johnson County, Illinois",13376
0500000US17089,"Kane County, Illinois",517255
0500000US17091,"Kankakee County, Illinois",106635
0500000US17093,"Kendall County, Illinois",137675
0500000US17095,"Knox County, Illinois",49046
0500000US17097,"Lake County, Illinois",714223
0500000US17099,"LaSalle County, Illinois",108714
0500000US17101,"Lawrence County, Illinois",15031
0500000US17103,"Lee County, Illinois",33869
0500000US17105,"Livingston County, Illinois",35565
0500000US17107,"Logan County, Illinois",27713
0500000US17109,"McDonough County, Illinois",26920
0500000US17111,"McHenry County, Illinois",312591
0500000US17113,"McLean County, Illinois",171556
0500000US17115,"Macon County, Illinois",101849
0500000US17117,"Macoupin County, Illinois",44350
0500000US17119,"Madison County, Illinois",264238
0500000US17121,"Marion County, Illinois",37000
0500000US17123,"Marshall County, Illinois",11647
0500000US17125,"Mason County, Illinois",12745
0500000US17127,"Massac County, Illinois",13865
0500000US17129,"Menard County, Illinois",12095
0500000US17131,"Mercer County, Illinois",15495
0500000US17133,"Monroe County, Illinois",35036
0500000US17135,"Montgomery County, Illinois",27942
0500000US17137,"Morgan County, Illinois",33021
0500000US17139,"Moultrie County, Illinois",14424
0500000US17141,"Ogle County, Illinois",51495
0500000US17143,"Peoria County, Illinois",179645
0500000US17145,"Perry County, Illinois",20639
0500000US17147,"Piatt County, Illinois",16695
0500000US17149,"Pike County, Illinois",14469
0500000US17151,"Pope County, Illinois",3739
0500000US17153,"Pulaski County, Illinois",5015
0500000US17155,"Putnam County, Illinois",5601
0500000US17157,"Randolph County, Illinois",30058
0500000US17159,"Richland County, Illinois",15598
0500000US17161,"Rock Island County, Illinois",142757
0500000US17163,"St. Clair County, Illinois",253694
0500000US17165,"Saline County, Illinois",23213
0500000US17167,"Sangamon County, Illinois",194947
0500000US17169,"Schuyler County, Illinois",6787
0500000US17171,"Scott County, Illinois",4937
0500000US17173,"Shelby County, Illinois",20720
0500000US17175,"Stark County, Illinois",5308
0500000US17177,"Stephenson County, Illinois",43768
0500000US17179,"Tazewell County, Illinois",130290
0500000US17181,"Union County, Illinois",16997
0500000US17183,"Vermilion County, Illinois",72386
0500000US17185,"Wabash County, Illinois",11119
0500000US17187,"Warren County, Illinois",16447
0500000US17189,"Washington County, Illinois",13627
0500000US17191,"Wayne County, Illinois",15973
0500000US17193,"White County, Illinois",13619
0500000US17195,"Whiteside County, Illinois",54947
0500000US17197,"Will County, Illinois",701462
0500000US17199,"Williamson County, Illinois",66876
0500000US17201,"Winnebago County, Illinois",283292
0500000US17203,"Woodford County, Illinois",38312
0500000US18001,"Adams County, Indiana",36227
0500000US18003,"Allen County, Indiana",392378
0500000US18005,"Bartholomew County, Indiana",83536
0500000US18007,"Benton County, Indiana",8735
0500000US18009,"Blackford County, Indiana",11950
0500000US18011,"Boone County, Indiana",74718
0500000US18013,"Brown County, Indiana",15606
0500000US18015,"Carroll County, Indiana",20535
0500000US18017,"Cass County, Indiana",37680
0500000US18019,"Clark County, Indiana",124354
0500000US18021,"Clay County, Indiana",26409
0500000US18023,"Clinton County, Indiana",32944
0500000US18025,"Crawford County, Indiana",10499
0500000US18027,"Daviess County, Indiana",33658
0500000US18029,"Dearborn County, Indiana",51094
0500000US18031,"Decatur County, Indiana",26422
0500000US18033,"DeKalb County, Indiana",43807
0500000US18035,"Delaware County, Indiana",112280
0500000US18037,"Dubois County, Indiana",43614
0500000US18039,"Elkhart County, Indiana",207132
0500000US18041,"Fayette County, Indiana",23334
0500000US18043,"Floyd County, Indiana",80918
0500000US18045,"Fountain County, Indiana",16617
0500000US18047,"Franklin County, Indiana",23020
0500000US18049,"Fulton County, Indiana",20312
0500000US18051,"Gibson County, Indiana",33000
0500000US18053,"Grant County, Indiana",66295
0500000US18055,"Greene County, Indiana",31021
0500000US18057,"Hamilton County, Indiana",365056
0500000US18059,"Hancock County, Indiana",84037
0500000US18061,"Harrison County, Indiana",39859
0500000US18063,"Hendricks County, Indiana",183344
0500000US18065,"Henry County, Indiana",48970
0500000US18067,"Howard County, Indiana",83752
0500000US18069,"Huntington County, Indiana",36798
0500000US18071,"Jackson County, Indiana",46660
0500000US18073,"Jasper County, Indiana",33234
0500000US18075,"Jay County, Indiana",20229
0500000US18077,"Jefferson County, Indiana",32998
0500000US18079,"Jennings County, Indiana",27562
0500000US18081,"Johnson County, Indiana",166315
0500000US18083,"Knox County, Indiana",36007
0500000US18085,"Kosciusko County, Indiana",80442
0500000US18087,"LaGrange County, Indiana",40805
0500000US18089,"Lake County, Indiana",500379
0500000US18091,"LaPorte County, Indiana",111917
0500000US18093,"Lawrence County, Indiana",45102
0500000US18095,"Madison County, Indiana",131900
0500000US18097,"Marion County, Indiana",975809
0500000US18099,"Marshall County, Indiana",46284
0500000US18101,"Martin County, Indiana",9830
0500000US18103,"Miami County, Indiana",35712
0500000US18105,"Monroe County, Indiana",140965
0500000US18107,"Montgomery County, Indiana",38312
0500000US18109,"Morgan County, Indiana",72659
0500000US18111,"Newton County, Indiana",13922
0500000US18113,"Noble County, Indiana",47495
0500000US18115,"Ohio County, Indiana",5999
0500000US18117,"Orange County, Indiana",19767
0500000US18119,"Owen County, Indiana",21604
0500000US18121,"Parke County, Indiana",16406
0500000US18123,"Perry County, Indiana",19270
0500000US18125,"Pike County, Indiana",12154
0500000US18127,"Porter County, Indiana",174818
0500000US18129,"Posey County, Indiana",25116
0500000US18131,"Pulaski County, Indiana",12441
0500000US18133,"Putnam County, Indiana",37280
0500000US18135,"Randolph County, Indiana",24387
0500000US18137,"Ripley County, Indiana",29095
0500000US18139,"Rush County, Indiana",16739
0500000US18141,"St. Joseph County, Indiana",273040
0500000US18143,"Scott County, Indiana",24526
0500000US18145,"Shelby County, Indiana",45265
0500000US18147,"Spencer County, Indiana",19955
0500000US18149,"Starke County, Indiana",23365
0500000US18151,"Steuben County, Indiana",34726
0500000US18153,"Sullivan County, Indiana",20780
0500000US18155,"Switzerland County, Indiana",9909
0500000US18157,"Tippecanoe County, Indiana",189071
0500000US18159,"Tipton County, Indiana",15346
0500000US18161,"Union County, Indiana",6985
0500000US18163,"Vanderburgh County, Indiana",180117
0500000US18165,"Vermillion County, Indiana",15421
0500000US18167,"Vigo County, Indiana",106109
0500000US18169,"Wabash County, Indiana",30844
0500000US18171,"Warren County, Indiana",8464
0500000US18173,"Warrick County, Indiana",65261
0500000US18175,"Washington County, Indiana",28212
0500000US18177,"Wayne County, Indiana",66397
0500000US18179,"Wells County, Indiana",28420
0500000US18181,"White County, Indiana",24717
0500000US18183,"Whitley County, Indiana",34618
0500000US19001,"Adair County, Iowa",7460
0500000US19003,"Adams County, Iowa",3622
0500000US19005,"Allamakee County, Iowa",14092
0500000US19007,"Appanoose County, Iowa",12184
0500000US19009,"Audubon County, Iowa",5599
0500000US19011,"Benton County, Iowa",25724
0500000US19013,"Black Hawk County, Iowa",131049
0500000US19015,"Boone County, Iowa",26668
0500000US19017,"Bremer County, Iowa",25204
0500000US19019,"Buchanan County, Iowa",20694
0500000US19021,"Buena Vista County, Iowa",20753
0500000US19023,"Butler County, Iowa",14268
0500000US19025,"Calhoun County, Iowa",9803
0500000US19027,"Carroll County, Iowa",20594
0500000US19029,"Cass County, Iowa",13096
0500000US19031,"Cedar County, Iowa",18349
0500000US19033,"Cerro Gordo County, Iowa",42632
0500000US19035,"Cherokee County, Iowa",11600
0500000US19037,"Chickasaw County, Iowa",11807
0500000US19039,"Clarke County, Iowa",9662
0500000US19041,"Clay County, Iowa",16461
0500000US19043,"Clayton County, Iowa",17013
0500000US19045,"Clinton County, Iowa",46268
0500000US19047,"Crawford County, Iowa",16277
0500000US19049,"Dallas County, Iowa",107968
0500000US19051,"Davis County, Iowa",9157
0500000US19053,"Decatur County, Iowa",7759
0500000US19055,"Delaware County, Iowa",17558
0500000US19057,"Des Moines County, Iowa",38487
0500000US19059,"Dickinson County, Iowa",17990
0500000US19061,"Dubuque County, Iowa",99030
0500000US19063,"Emmet County, Iowa",9262
0500000US19065,"Fayette County, Iowa",19288
0500000US19067,"Floyd County, Iowa",15328
0500000US19069,"Franklin County, Iowa",9956
0500000US19071,"Fremont County, Iowa",6514
0500000US19073,"Greene County, Iowa",8688
0500000US19075,"Grundy County, Iowa",12384
0500000US19077,"Guthrie County, Iowa",10688
0500000US19079,"Hamilton County, Iowa",14886
0500000US19081,"Hancock County, Iowa",10671
0500000US19083,"Hardin County, Iowa",16639
0500000US19085,"Harrison County, Iowa",14632
0500000US19087,"Henry County, Iowa",20004
0500000US19089,"Howard County, Iowa",9445
0500000US19091,"Humboldt County, Iowa",9591
0500000US19093,"Ida County, Iowa",6911
0500000US19095,"Iowa County, Iowa",16507
0500000US19097,"Jackson County, Iowa",19390
0500000US19099,"Jasper County, Iowa",37954
0500000US19101,"Jefferson County, Iowa",15705
0500000US19103,"Johnson County, Iowa",156639
0500000US19105,"Jones County, Iowa",20896
0500000US19107,"Keokuk County, Iowa",9924
0500000US19109,"Kossuth County, Iowa",14516
0500000US19111,"Lee County, Iowa",32893
0500000US19113,"Linn County, Iowa",230004
0500000US19115,"Louisa County, Iowa",10678
0500000US19117,"Lucas County, Iowa",8716
0500000US19119,"Lyon County, Iowa",12162
0500000US19121,"Madison County, Iowa",16926
0500000US19123,"Mahaska County, Iowa",22021
0500000US19125,"Marion County, Iowa",33642
0500000US19127,"Marshall County, Iowa",40114
0500000US19129,"Mills County, Iowa",14568
0500000US19131,"Mitchell County, Iowa",10575
0500000US19133,"Monona County, Iowa",8557
0500000US19135,"Monroe County, Iowa",7513
0500000US19137,"Montgomery County, Iowa",10214
0500000US19139,"Muscatine County, Iowa",42559
0500000US19141,"O'Brien County, Iowa",14126
0500000US19143,"Osceola County, Iowa",6100
0500000US19145,"Page County, Iowa",15131
0500000US19147,"Palo Alto County, Iowa",8863
0500000US19149,"Plymouth County, Iowa",25747
0500000US19151,"Pocahontas County, Iowa",7046
0500000US19153,"Polk County, Iowa",503175
0500000US19155,"Pottawattamie County, Iowa",93424
0500000US19157,"Poweshiek County, Iowa",18545
0500000US19159,"Ringgold County, Iowa",4645
0500000US19161,"Sac County, Iowa",9689
0500000US19163,"Scott County, Iowa",174608
0500000US19165,"Shelby County, Iowa",11778
0500000US19167,"Sioux County, Iowa",36212
0500000US19169,"Story County, Iowa",100466
0500000US19171,"Tama County, Iowa",16868
0500000US19173,"Taylor County, Iowa",5868
0500000US19175,"Union County, Iowa",11993
0500000US19177,"Van Buren County, Iowa",7241
0500000US19179,"Wapello County, Iowa",35362
0500000US19181,"Warren County, Iowa",54409
0500000US19183,"Washington County, Iowa",22561
0500000US19185,"Wayne County, Iowa",6532
0500000US19187,"Webster County, Iowa",36886
0500000US19189,"Winnebago County, Iowa",10583
0500000US19191,"Winneshiek County, Iowa",19873
0500000US19193,"Woodbury County, Iowa",106247
0500000US19195,"Worth County, Iowa",7350
0500000US19197,"Wright County, Iowa",12791
0500000US20001,"Allen County, Kansas",12483
0500000US20003,"Anderson County, Kansas",7834
0500000US20005,"Atchison County, Kansas",16208
0500000US20007,"Barber County, Kansas",4069
0500000US20009,"Barton County, Kansas",25097
0500000US20011,"Bourbon County, Kansas",14394
0500000US20013,"Brown County, Kansas",9343
0500000US20015,"Butler County, Kansas",68287
0500000US20017,"Chase County, Kansas",2561
0500000US20019,"Chautauqua County, Kansas",3370
0500000US20021,"Cherokee County, Kansas",19151
0500000US20023,"Cheyenne County, Kansas",2628
0500000US20025,"Clark County, Kansas",1974
0500000US20027,"Clay County, Kansas",8048
0500000US20029,"Cloud County, Kansas",8898
0500000US20031,"Coffey County, Kansas",8308
0500000US20033,"Comanche County, Kansas",1729
0500000US20035,"Cowley County, Kansas",34411
0500000US20037,"Crawford County, Kansas",39008
0500000US20039,"Decatur County, Kansas",2726
0500000US20041,"Dickinson County, Kansas",18445
0500000US20043,"Doniphan County, Kansas",7503
0500000US20045,"Douglas County, Kansas",120302
0500000US20047,"Edwards County, Kansas",2779
0500000US20049,"Elk County, Kansas",2453
0500000US20051,"Ellis County, Kansas",28920
0500000US20053,"Ellsworth County, Kansas",6360
0500000US20055,"Finney County, Kansas",38084
0500000US20057,"Ford County, Kansas",34074
0500000US20059,"Franklin County, Kansas",26106
0500000US20061,"Geary County, Kansas",35815
0500000US20063,"Gove County, Kansas",2799
0500000US20065,"Graham County, Kansas",2389
0500000US20067,"Grant County, Kansas",7229
0500000US20069,"Gray County, Kansas",5701
0500000US20071,"Greeley County, Kansas",1304
0500000US20073,"Greenwood County, Kansas",5919
0500000US20075,"Hamilton County, Kansas",2471
0500000US20077,"Harper County, Kansas",5400
0500000US20079,"Harvey County, Kansas",33756
0500000US20081,"Haskell County, Kansas",3641
0500000US20083,"Hodgeman County, Kansas",1652
0500000US20085,"Jackson County, Kansas",13341
0500000US20087,"Jefferson County, Kansas",18349
0500000US20089,"Jewell County, Kansas",2916
0500000US20091,"Johnson County, Kansas",620631
0500000US20093,"Kearny County, Kansas",3864
0500000US20095,"Kingman County, Kansas",7186
0500000US20097,"Kiowa County, Kansas",2422
0500000US20099,"Labette County, Kansas",19869
0500000US20101,"Lane County, Kansas",1461
0500000US20103,"Leavenworth County, Kansas",83123
0500000US20105,"Lincoln County, Kansas",2923
0500000US20107,"Linn County, Kansas",9767
0500000US20109,"Logan County, Kansas",2707
0500000US20111,"Lyon County, Kansas",32186
0500000US20113,"McPherson County, Kansas",30205
0500000US20115,"Marion County, Kansas",11754
0500000US20117,"Marshall County, Kansas",9993
0500000US20119,"Meade County, Kansas",3903
0500000US20121,"Miami County, Kansas",34938
0500000US20123,"Mitchell County, Kansas",5779
0500000US20125,"Montgomery County, Kansas",30940
0500000US20127,"Morris County, Kansas",5340
0500000US20129,"Morton County, Kansas",2611
0500000US20131,"Nemaha County, Kansas",10160
0500000US20133,"Neosho County, Kansas",15656
0500000US20135,"Ness County, Kansas",2653
0500000US20137,"Norton County, Kansas",5359
0500000US20139,"Osage County, Kansas",15744
0500000US20141,"Osborne County, Kansas",3452
0500000US20143,"Ottawa County, Kansas",5819
0500000US20145,"Pawnee County, Kansas",6144
0500000US20147,"Phillips County, Kansas",4813
0500000US20149,"Pottawatomie County, Kansas",26204
0500000US20151,"Pratt County, Kansas",9127
0500000US20153,"Rawlins County, Kansas",2516
0500000US20155,"Reno County, Kansas",61553
0500000US20157,"Republic County, Kansas",4646
0500000US20159,"Rice County, Kansas",9350
0500000US20161,"Riley County, Kansas",71946
0500000US20163,"Rooks County, Kansas",4813
0500000US20165,"Rush County, Kansas",2947
0500000US20167,"Russell County, Kansas",6679
0500000US20169,"Saline County, Kansas",53668
0500000US20171,"Scott County, Kansas",5027
0500000US20173,"Sedgwick County, Kansas",528226
0500000US20175,"Seward County, Kansas",21486
0500000US20177,"Shawnee County, Kansas",178025
0500000US20179,"Sheridan County, Kansas",2426
0500000US20181,"Sherman County, Kansas",5858
0500000US20183,"Smith County, Kansas",3552
0500000US20185,"Stafford County, Kansas",3978
0500000US20187,"Stanton County, Kansas",2038
0500000US20189,"Stevens County, Kansas",5162
0500000US20191,"Sumner County, Kansas",22353
0500000US20193,"Thomas County, Kansas",7885
0500000US20195,"Trego County, Kansas",2777
0500000US20197,"Wabaunsee County, Kansas",7009
0500000US20199,"Wallace County, Kansas",1417
0500000US20201,"Washington County, Kansas",5533
0500000US20203,"Wichita County, Kansas",2091
0500000US20205,"Wilson County, Kansas",8505
0500000US20207,"Woodson County, Kansas",3109
0500000US20209,"Wyandotte County, Kansas",167654
0500000US21001,"Adair County, Kentucky",19089
0500000US21003,"Allen County, Kentucky",21293
0500000US21005,"Anderson County, Kentucky",24353
0500000US21007,"Ballard County, Kentucky",7654
0500000US21009,"Barren County, Kentucky",44938
0500000US21011,"Bath County, Kentucky",12851
0500000US21013,"Bell County, Kentucky",23509
0500000US21015,"Boone County, Kentucky",139841
0500000US21017,"Bourbon County, Kentucky",20240
0500000US21019,"Boyd County, Kentucky",47911
0500000US21021,"Boyle County, Kentucky",30941
0500000US21023,"Bracken County, Kentucky",8444
0500000US21025,"Breathitt County, Kentucky",13276
0500000US21027,"Breckinridge County, Kentucky",20881
0500000US21029,"Bullitt County, Kentucky",84027
0500000US21031,"Butler County, Kentucky",12393
0500000US21033,"Caldwell County, Kentucky",12618
0500000US21035,"Calloway County, Kentucky",38224
0500000US21037,"Campbell County, Kentucky",93426
0500000US21039,"Carlisle County, Kentucky",4762
0500000US21041,"Carroll County, Kentucky",10954
0500000US21043,"Carter County, Kentucky",26341
0500000US21045,"Casey County, Kentucky",15914
0500000US21047,"Christian County, Kentucky",72069
0500000US21049,"Clark County, Kentucky",37192
0500000US21051,"Clay County, Kentucky",19921
0500000US21053,"Clinton County, Kentucky",9202
0500000US21055,"Crittenden County, Kentucky",8979
0500000US21057,"Cumberland County, Kentucky",5948
0500000US21059,"Daviess County, Kentucky",103648
0500000US21061,"Edmonson County, Kentucky",12355
0500000US21063,"Elliott County, Kentucky",7307
0500000US21065,"Estill County, Kentucky",14035
0500000US21067,"Fayette County, Kentucky",323725
0500000US21069,"Fleming County, Kentucky",15323
0500000US21071,"Floyd County, Kentucky",35224
0500000US21073,"Franklin County, Kentucky",51842
0500000US21075,"Fulton County, Kentucky",6409
0500000US21077,"Gallatin County, Kentucky",8769
0500000US21079,"Garrard County, Kentucky",17568
0500000US21081,"Grant County, Kentucky",25418
0500000US21083,"Graves County, Kentucky",36630
0500000US21085,"Grayson County, Kentucky",26707
0500000US21087,"Green County, Kentucky",11369
0500000US21089,"Greenup County, Kentucky",35501
0500000US21091,"Hancock County, Kentucky",9034
0500000US21093,"Hardin County, Kentucky",111942
0500000US21095,"Harlan County, Kentucky",25772
0500000US21097,"Harrison County, Kentucky",19140
0500000US21099,"Hart County, Kentucky",19603
0500000US21101,"Henderson County, Kentucky",44280
0500000US21103,"Henry County, Kentucky",15856
0500000US21105,"Hickman County, Kentucky",4439
0500000US21107,"Hopkins County, Kentucky",45119
0500000US21109,"Jackson County, Kentucky",13086
0500000US21111,"Jefferson County, Kentucky",783022
0500000US21113,"Jessamine County, Kentucky",54588
0500000US21115,"Johnson County, Kentucky",22334
0500000US21117,"Kenton County, Kentucky",171288
0500000US21119,"Knott County, Kentucky",13830
0500000US21121,"Knox County, Kentucky",29865
0500000US21123,"Larue County, Kentucky",15107
0500000US21125,"Laurel County, Kentucky",62983
0500000US21127,"Lawrence County, Kentucky",16077
0500000US21129,"Lee County, Kentucky",7339
0500000US21131,"Leslie County, Kentucky",10079
0500000US21133,"Letcher County, Kentucky",20808
0500000US21135,"Lewis County, Kentucky",12965
0500000US21137,"Lincoln County, Kentucky",24504
0500000US21139,"Livingston County, Kentucky",8903
0500000US21141,"Logan County, Kentucky",27986
0500000US21143,"Lyon County, Kentucky",8900
0500000US21145,"McCracken County, Kentucky",67564
0500000US21147,"McCreary County, Kentucky",16867
0500000US21149,"McLean County, Kentucky",9114
0500000US21151,"Madison County, Kentucky",95769
0500000US21153,"Magoffin County, Kentucky",11348
0500000US21155,"Marion County, Kentucky",19749
0500000US21157,"Marshall County, Kentucky",31743
0500000US21159,"Martin County, Kentucky",11027
0500000US21161,"Mason County, Kentucky",16956
0500000US21163,"Meade County, Kentucky",30158
0500000US21165,"Menifee County, Kentucky",6230
0500000US21167,"Mercer County, Kentucky",23028
0500000US21169,"Metcalfe County, Kentucky",10425
0500000US21171,"Monroe County, Kentucky",11269
0500000US21173,"Montgomery County, Kentucky",28395
0500000US21175,"Morgan County, Kentucky",14053
0500000US21177,"Muhlenberg County, Kentucky",30591
0500000US21179,"Nelson County, Kentucky",47606
0500000US21181,"Nicholas County, Kentucky",7708
0500000US21183,"Ohio County, Kentucky",23735
0500000US21185,"Oldham County, Kentucky",69257
0500000US21187,"Owen County, Kentucky",11330
0500000US21189,"Owsley County, Kentucky",3971
0500000US21191,"Pendleton County, Kentucky",14723
0500000US21193,"Perry County, Kentucky",27499
0500000US21195,"Pike County, Kentucky",56727
0500000US21197,"Powell County, Kentucky",13038
0500000US21199,"Pulaski County, Kentucky",65897
0500000US21201,"Robertson County, Kentucky",2283
0500000US21203,"Rockcastle County, Kentucky",16163
0500000US21205,"Rowan County, Kentucky",24578
0500000US21207,"Russell County, Kentucky",18221
0500000US21209,"Scott County, Kentucky",59536
0500000US21211,"Shelby County, Kentucky",49096
0500000US21213,"Simpson County, Kentucky",19972
0500000US21215,"Spencer County, Kentucky",20193
0500000US21217,"Taylor County, Kentucky",26397
0500000US21219,"Todd County, Kentucky",12469
0500000US21221,"Trigg County, Kentucky",14315
0500000US21223,"Trimble County, Kentucky",8550
0500000US21225,"Union County, Kentucky",13260
0500000US21227,"Warren County, Kentucky",140918
0500000US21229,"Washington County, Kentucky",12140
0500000US21231,"Wayne County, Kentucky",19602
0500000US21233,"Webster County, Kentucky",12842
0500000US21235,"Whitley County, Kentucky",36920
0500000US21237,"Wolfe County, Kentucky",6443
0500000US21239,"Woodford County, Kentucky",27279
0500000US22001,"Acadia Parish, Louisiana",56955
0500000US22003,"Allen Parish, Louisiana",22477
0500000US22005,"Ascension Parish, Louisiana",130314
0500000US22007,"Assumption Parish, Louisiana",20484
0500000US22009,"Avoyelles Parish, Louisiana",38905
0500000US22011,"Beauregard Parish, Louisiana",36676
0500000US22013,"Bienville Parish, Louisiana",12638
0500000US22015,"Bossier Parish, Louisiana",129789
0500000US22017,"Caddo Parish, Louisiana",230004
0500000US22019,"Calcasieu Parish, Louisiana",207088
0500000US22021,"Caldwell Parish, Louisiana",9500
0500000US22023,"Cameron Parish, Louisiana",5015
0500000US22025,"Catahoula Parish, Louisiana",8583
0500000US22027,"Claiborne Parish, Louisiana",13833
0500000US22029,"Concordia Parish, Louisiana",18174
0500000US22031,"De Soto Parish, Louisiana",27026
0500000US22033,"East Baton Rouge Parish, Louisiana",452938
0500000US22035,"East Carroll Parish, Louisiana",7072
0500000US22037,"East Feliciana Parish, Louisiana",19271
0500000US22039,"Evangeline Parish, Louisiana",32060
0500000US22041,"Franklin Parish, Louisiana",19408
0500000US22043,"Grant Parish, Louisiana",22095
0500000US22045,"Iberia Parish, Louisiana",68599
0500000US22047,"Iberville Parish, Louisiana",29815
0500000US22049,"Jackson Parish, Louisiana",14884
0500000US22051,"Jefferson Parish, Louisiana",430920
0500000US22053,"Jefferson Davis Parish, Louisiana",31924
0500000US22055,"Lafayette Parish, Louisiana",247997
0500000US22057,"Lafourche Parish, Louisiana",96252
0500000US22059,"LaSalle Parish, Louisiana",14789
0500000US22061,"Lincoln Parish, Louisiana",48174
0500000US22063,"Livingston Parish, Louisiana",148115
0500000US22065,"Madison Parish, Louisiana",9513
0500000US22067,"Morehouse Parish, Louisiana",24551
0500000US22069,"Natchitoches Parish, Louisiana",36693
0500000US22071,"Orleans Parish, Louisiana",371853
0500000US22073,"Ouachita Parish, Louisiana",158480
0500000US22075,"Plaquemines Parish, Louisiana",22803
0500000US22077,"Pointe Coupee Parish, Louisiana",20217
0500000US22079,"Rapides Parish, Louisiana",127527
0500000US22081,"Red River Parish, Louisiana",7443
0500000US22083,"Richland Parish, Louisiana",19822
0500000US22085,"Sabine Parish, Louisiana",21977
0500000US22087,"St. Bernard Parish, Louisiana",44419
0500000US22089,"St. Charles Parish, Louisiana",51396
0500000US22091,"St. Helena Parish, Louisiana",10858
0500000US22093,"St. James Parish, Louisiana",19528
0500000US22095,"St. John the Baptist Parish, Louisiana",40743
0500000US22097,"St. Landry Parish, Louisiana",81670
0500000US22099,"St. Martin Parish, Louisiana",51353
0500000US22101,"St. Mary Parish, Louisiana",47828
0500000US22103,"St. Tammany Parish, Louisiana",272421
0500000US22105,"Tangipahoa Parish, Louisiana",136738
0500000US22107,"Tensas Parish, Louisiana",3935
0500000US22109,"Terrebonne Parish, Louisiana",106186
0500000US22111,"Union Parish, Louisiana",20821
0500000US22113,"Vermilion Parish, Louisiana",57123
0500000US22115,"Vernon Parish, Louisiana",47117
0500000US22117,"Washington Parish, Louisiana",45120
0500000US22119,"Webster Parish, Louisiana",35820
0500000US22121,"West Baton Rouge Parish, Louisiana",27974
0500000US22123,"West Carroll Parish, Louisiana",9464
0500000US22125,"West Feliciana Parish, Louisiana",15327
0500000US22127,"Winn Parish, Louisiana",13467
0500000US23001,"Androscoggin County, Maine",113423
0500000US23003,"Aroostook County, Maine",67058
0500000US23005,"Cumberland County, Maine",308827
0500000US23007,"Franklin County, Maine",30413
0500000US23009,"Hancock County, Maine",56460
0500000US23011,"Kennebec County, Maine",126808
0500000US23013,"Knox County, Maine",41003
0500000US23015,"Lincoln County, Maine",36099
0500000US23017,"Oxford County, Maine",59255
0500000US23019,"Penobscot County, Maine",154710
0500000US23021,"Piscataquis County, Maine",17263
0500000US23023,"Sagadahoc County, Maine",37285
0500000US23025,"Somerset County, Maine",50959
0500000US23027,"Waldo County, Maine",40192
0500000US23029,"Washington County, Maine",31331
0500000US23031,"York County, Maine",216731
0500000US24001,"Allegany County, Maryland",67452
0500000US24003,"Anne Arundel County, Maryland",598166
0500000US24005,"Baltimore County, Maryland",850796
0500000US24009,"Calvert County, Maryland",94313
0500000US24011,"Caroline County, Maryland",33669
0500000US24013,"Carroll County, Maryland",175321
0500000US24015,"Cecil County, Maryland",104960
0500000US24017,"Charles County, Maryland",170527
0500000US24019,"Dorchester County, Maryland",32754
0500000US24021,"Frederick County, Maryland",287048
0500000US24023,"Garrett County, Maryland",28615
0500000US24025,"Harford County, Maryland",263757
0500000US24027,"Howard County, Maryland",336328
0500000US24029,"Kent County, Maryland",19346
0500000US24031,"Montgomery County, Maryland",1065949
0500000US24033,"Prince George's County, Maryland",959754
0500000US24035,"Queen Anne's County, Maryland",51825
0500000US24037,"St. Mary's County, Maryland",115126
0500000US24039,"Somerset County, Maryland",24822
0500000US24041,"Talbot County, Maryland",37917
0500000US24043,"Washington County, Maryland",155709
0500000US24045,"Wicomico County, Maryland",104914
0500000US24047,"Worcester County, Maryland",53700
0500000US24510,"Baltimore city, Maryland",573243
0500000US25001,"Barnstable County, Massachusetts",231668
0500000US25003,"Berkshire County, Massachusetts",129430
0500000US25005,"Bristol County, Massachusetts",582270
0500000US25007,"Dukes County, Massachusetts",20933
0500000US25009,"Essex County, Massachusetts",813054
0500000US25011,"Franklin County, Massachusetts",70944
0500000US25013,"Hampden County, Massachusetts",462815
0500000US25015,"Hampshire County, Massachusetts",162028
0500000US25017,"Middlesex County, Massachusetts",1638365
0500000US25019,"Nantucket County, Massachusetts",14483
0500000US25021,"Norfolk County, Massachusetts",730082
0500000US25023,"Plymouth County, Massachusetts",535075
0500000US25025,"Suffolk County, Massachusetts",785121
0500000US25027,"Worcester County, Massachusetts",867788
0500000US26001,"Alcona County, Michigan",10397
0500000US26003,"Alger County, Michigan",8762
0500000US26005,"Allegan County, Michigan",121456
0500000US26007,"Alpena County, Michigan",28880
0500000US26009,"Antrim County, Michigan",24127
0500000US26011,"Arenac County, Michigan",15077
0500000US26013,"Baraga County, Michigan",8191
0500000US26015,"Barry County, Michigan",63409
0500000US26017,"Bay County, Michigan",103008
0500000US26019,"Benzie County, Michigan",18310
0500000US26021,"Berrien County, Michigan",153288
0500000US26023,"Branch County, Michigan",45300
