GEO_ID,County_Area,Total_Population
0500000US26025,"Calhoun County, Michigan",133778
0500000US26027,"Cass County, Michigan",51520
0500000US26029,"Charlevoix County, Michigan",26108
0500000US26031,"Cheboygan County, Michigan",25865
0500000US26033,"Chippewa County, Michigan",36295
0500000US26035,"Clare County, Michigan",31218
0500000US26037,"Clinton County, Michigan",79626
0500000US26039,"Crawford County, Michigan",13369
0500000US26041,"Delta County, Michigan",36813
0500000US26043,"Dickinson County, Michigan",25954
0500000US26045,"Eaton County, Michigan",109130
0500000US26047,"Emmet County, Michigan",34125
0500000US26049,"Genesee County, Michigan",403305
0500000US26051,"Gladwin County, Michigan",25693
0500000US26053,"Gogebic County, Michigan",14319
0500000US26055,"Grand Traverse County, Michigan",96166
0500000US26057,"Gratiot County, Michigan",41385
0500000US26059,"Hillsdale County, Michigan",45654
0500000US26061,"Houghton County, Michigan",37693
0500000US26063,"Huron County, Michigan",31113
0500000US26065,"Ingham County, Michigan",283913
0500000US26067,"Ionia County, Michigan",66574
0500000US26069,"Iosco County, Michigan",25347
0500000US26071,"Iron County, Michigan",11667
0500000US26073,"Isabella County, Michigan",64565
0500000US26075,"Jackson County, Michigan",160060
0500000US26077,"Kalamazoo County, Michigan",262375
0500000US26079,"Kalkaska County, Michigan",18239
0500000US26081,"Kent County, Michigan",663150
0500000US26083,"Keweenaw County, Michigan",2133
0500000US26085,"Lake County, Michigan",12563
0500000US26087,"Lapeer County, Michigan",88837
0500000US26089,"Leelanau County, Michigan",22734
0500000US26091,"Lenawee County, Michigan",98415
0500000US26093,"Livingston County, Michigan",195833
0500000US26095,"Luce County, Michigan",6271
0500000US26097,"Mackinac County, Michigan",10957
0500000US26099,"Macomb County, Michigan",879853
0500000US26101,"Manistee County, Michigan",25350
0500000US26103,"Marquette County, Michigan",67112
0500000US26105,"Mason County, Michigan",29207
0500000US26107,"Mecosta County, Michigan",41242
0500000US26109,"Menominee County, Michigan",23247
0500000US26111,"Midland County, Michigan",83757
0500000US26113,"Missaukee County, Michigan",15207
0500000US26115,"Monroe County, Michigan",155505
0500000US26117,"Montcalm County, Michigan",67816
0500000US26119,"Montmorency County, Michigan",9516
0500000US26121,"Muskegon County, Michigan",175961
0500000US26123,"Newaygo County, Michigan",50792
0500000US26125,"Oakland County, Michigan",1279825
0500000US26127,"Oceana County, Michigan",26915
0500000US26129,"Ogemaw County, Michigan",20885
0500000US26131,"Ontonagon County, Michigan",5850
0500000US26133,"Osceola County, Michigan",23227
0500000US26135,"Oscoda County, Michigan",8425
0500000US26137,"Otsego County, Michigan",25584
0500000US26139,"Ottawa County, Michigan",301203
0500000US26141,"Presque Isle County, Michigan",13209
0500000US26143,"Roscommon County, Michigan",23737
0500000US26145,"Saginaw County, Michigan",188665
0500000US26147,"St. Clair County, Michigan",160221
0500000US26149,"St. Joseph County, Michigan",60969
0500000US26151,"Sanilac County, Michigan",40462
0500000US26153,"Schoolcraft County, Michigan",8128
0500000US26155,"Shiawassee County, Michigan",67991
0500000US26157,"Tuscola County, Michigan",52980
0500000US26159,"Van Buren County, Michigan",75795
0500000US26161,"Washtenaw County, Michigan",369822
0500000US26163,"Wayne County, Michigan",1772259
0500000US26165,"Wexford County, Michigan",34077
0500000US27001,"Aitkin County, Minnesota",16056
0500000US27003,"Anoka County, Minnesota",370349
0500000US27005,"Becker County, Minnesota",35343
0500000US27007,"Beltrami County, Minnesota",46512
0500000US27009,"Benton County, Minnesota",41593
0500000US27011,"Big Stone County, Minnesota",5127
0500000US27013,"Blue Earth County, Minnesota",69871
0500000US27015,"Brown County, Minnesota",25800
0500000US27017,"Carlton County, Minnesota",36518
0500000US27019,"Carver County, Minnesota",110041
0500000US27021,"Cass County, Minnesota",30992
0500000US27023,"Chippewa County, Minnesota",12377
0500000US27025,"Chisago County, Minnesota",57991
0500000US27027,"Clay County, Minnesota",66059
0500000US27029,"Clearwater County, Minnesota",8616
0500000US27031,"Cook County, Minnesota",5635
0500000US27033,"Cottonwood County, Minnesota",11458
0500000US27035,"Crow Wing County, Minnesota",67686
0500000US27037,"Dakota County, Minnesota",445771
0500000US27039,"Dodge County, Minnesota",21045
0500000US27041,"Douglas County, Minnesota",39575
0500000US27043,"Faribault County, Minnesota",13914
0500000US27045,"Fillmore County, Minnesota",21414
0500000US27047,"Freeborn County, Minnesota",30623
0500000US27049,"Goodhue County, Minnesota",47943
0500000US27051,"Grant County, Minnesota",6127
0500000US27053,"Hennepin County, Minnesota",1269496
0500000US27055,"Houston County, Minnesota",18653
0500000US27057,"Hubbard County, Minnesota",21831
0500000US27059,"Isanti County, Minnesota",42596
0500000US27061,"Itasca County, Minnesota",45275
0500000US27063,"Jackson County, Minnesota",9933
0500000US27065,"Kanabec County, Minnesota",16390
0500000US27067,"Kandiyohi County, Minnesota",44079
0500000US27069,"Kittson County, Minnesota",4084
0500000US27071,"Koochiching County, Minnesota",11833
0500000US27073,"Lac qui Parle County, Minnesota",6682
0500000US27075,"Lake County, Minnesota",10879
0500000US27077,"Lake of the Woods County, Minnesota",3821
0500000US27079,"Le Sueur County, Minnesota",29113
0500000US27081,"Lincoln County, Minnesota",5603
0500000US27083,"Lyon County, Minnesota",25503
0500000US27085,"McLeod County, Minnesota",36798
0500000US27087,"Mahnomen County, Minnesota",5358
0500000US27089,"Marshall County, Minnesota",8909
0500000US27091,"Martin County, Minnesota",19780
0500000US27093,"Meeker County, Minnesota",23468
0500000US27095,"Mille Lacs County, Minnesota",27125
0500000US27097,"Morrison County, Minnesota",34249
0500000US27099,"Mower County, Minnesota",40343
0500000US27101,"Murray County, Minnesota",8097
0500000US27103,"Nicollet County, Minnesota",34411
0500000US27105,"Nobles County, Minnesota",22041
0500000US27107,"Norman County, Minnesota",6367
0500000US27109,"Olmsted County, Minnesota",164498
0500000US27111,"Otter Tail County, Minnesota",60475
0500000US27113,"Pennington County, Minnesota",13791
0500000US27115,"Pine County, Minnesota",29640
0500000US27117,"Pipestone County, Minnesota",9284
0500000US27119,"Polk County, Minnesota",30705
0500000US27121,"Pope County, Minnesota",11418
0500000US27123,"Ramsey County, Minnesota",542945
0500000US27125,"Red Lake County, Minnesota",3915
0500000US27127,"Redwood County, Minnesota",15350
0500000US27129,"Renville County, Minnesota",14558
0500000US27131,"Rice County, Minnesota",67917
0500000US27133,"Rock County, Minnesota",9621
0500000US27135,"Roseau County, Minnesota",15302
0500000US27137,"St. Louis County, Minnesota",200123
0500000US27139,"Scott County, Minnesota",154557
0500000US27141,"Sherburne County, Minnesota",100560
0500000US27143,"Sibley County, Minnesota",15005
0500000US27145,"Stearns County, Minnesota",160865
0500000US27147,"Steele County, Minnesota",37439
0500000US27149,"Stevens County, Minnesota",9739
0500000US27151,"Swift County, Minnesota",9748
0500000US27153,"Todd County, Minnesota",25575
0500000US27155,"Traverse County, Minnesota",3243
0500000US27157,"Wabasha County, Minnesota",21565
0500000US27159,"Wadena County, Minnesota",14256
0500000US27161,"Waseca County, Minnesota",18885
0500000US27163,"Washington County, Minnesota",276238
0500000US27165,"Watonwan County, Minnesota",11205
0500000US27167,"Wilkin County, Minnesota",6371
0500000US27169,"Winona County, Minnesota",49779
0500000US27171,"Wright County, Minnesota",148269
0500000US27173,"Yellow Medicine County, Minnesota",9451
0500000US28001,"Adams County, Mississippi",28803
0500000US28003,"Alcorn County, Mississippi",34289
0500000US28005,"Amite County, Mississippi",12565
0500000US28007,"Attala County, Mississippi",17526
0500000US28009,"Benton County, Mississippi",7589
0500000US28011,"Bolivar County, Mississippi",29534
0500000US28013,"Calhoun County, Mississippi",12922
0500000US28015,"Carroll County, Mississippi",9686
0500000US28017,"Chickasaw County, Mississippi",16915
0500000US28019,"Choctaw County, Mississippi",8118
0500000US28021,"Claiborne County, Mississippi",8582
0500000US28023,"Clarke County, Mississippi",15314
0500000US28025,"Clay County, Mississippi",18383
0500000US28027,"Coahoma County, Mississippi",20540
0500000US28029,"Copiah County, Mississippi",27855
0500000US28031,"Covington County, Mississippi",18148
0500000US28033,"DeSoto County, Mississippi",191301
0500000US28035,"Forrest County, Mississippi",78272
0500000US28037,"Franklin County, Mississippi",7622
0500000US28039,"George County, Mississippi",25170
0500000US28041,"Greene County, Mississippi",13615
0500000US28043,"Grenada County, Mississippi",21217
0500000US28045,"Hancock County, Mississippi",46167
0500000US28047,"Harrison County, Mississippi",210891
0500000US28049,"Hinds County, Mississippi",218533
0500000US28051,"Holmes County, Mississippi",16191
0500000US28053,"Humphreys County, Mississippi",7395
0500000US28055,"Issaquena County, Mississippi",928
0500000US28057,"Itawamba County, Mississippi",24036
0500000US28059,"Jackson County, Mississippi",145249
0500000US28061,"Jasper County, Mississippi",16059
0500000US28063,"Jefferson County, Mississippi",7068
0500000US28065,"Jefferson Davis County, Mississippi",11117
0500000US28067,"Jones County, Mississippi",66472
0500000US28069,"Kemper County, Mississippi",8729
0500000US28071,"Lafayette County, Mississippi",58327
0500000US28073,"Lamar County, Mississippi",65713
0500000US28075,"Lauderdale County, Mississippi",71504
0500000US28077,"Lawrence County, Mississippi",11786
0500000US28079,"Leake County, Mississippi",21319
0500000US28081,"Lee County, Mississippi",83034
0500000US28083,"Leflore County, Mississippi",27141
0500000US28085,"Lincoln County, Mississippi",34877
0500000US28087,"Lowndes County, Mississippi",57838
0500000US28089,"Madison County, Mississippi",111647
0500000US28091,"Marion County, Mississippi",24193
0500000US28093,"Marshall County, Mississippi",33979
0500000US28095,"Monroe County, Mississippi",33747
0500000US28097,"Montgomery County, Mississippi",9602
0500000US28099,"Neshoba County, Mississippi",28932
0500000US28101,"Newton County, Mississippi",21093
0500000US28103,"Noxubee County, Mississippi",10025
0500000US28105,"Oktibbeha County, Mississippi",51771
0500000US28107,"Panola County, Mississippi",32808
0500000US28109,"Pearl River County, Mississippi",57458
0500000US28111,"Perry County, Mississippi",11449
0500000US28113,"Pike County, Mississippi",39602
0500000US28115,"Pontotoc County, Mississippi",31550
0500000US28117,"Prentiss County, Mississippi",25184
0500000US28119,"Quitman County, Mississippi",5774
0500000US28121,"Rankin County, Mississippi",158854
0500000US28123,"Scott County, Mississippi",27718
0500000US28125,"Sharkey County, Mississippi",3872
0500000US28127,"Simpson County, Mississippi",25691
0500000US28129,"Smith County, Mississippi",14132
0500000US28131,"Stone County, Mississippi",18894
0500000US28133,"Sunflower County, Mississippi",24333
0500000US28135,"Tallahatchie County, Mississippi",11764
0500000US28137,"Tate County, Mississippi",28321
0500000US28139,"Tippah County, Mississippi",21523
0500000US28141,"Tishomingo County, Mississippi",18660
0500000US28143,"Tunica County, Mississippi",9475
0500000US28145,"Union County, Mississippi",28122
0500000US28147,"Walthall County, Mississippi",13839
0500000US28149,"Warren County, Mississippi",43020
0500000US28151,"Washington County, Mississippi",42765
0500000US28153,"Wayne County, Mississippi",19718
0500000US28155,"Webster County, Mississippi",9972
0500000US28157,"Wilkinson County, Mississippi",8162
0500000US28159,"Winston County, Mississippi",17536
0500000US28161,"Yalobusha County, Mississippi",12419
0500000US28163,"Yazoo County, Mississippi",24835
0500000US29001,"Adair County, Missouri",25301
0500000US29003,"Andrew County, Missouri",18065
0500000US29005,"Atchison County, Missouri",5187
0500000US29007,"Audrain County, Missouri",24548
0500000US29009,"Barry County, Missouri",35033
0500000US29011,"Barton County, Missouri",11690
0500000US29013,"Bates County, Missouri",16186
0500000US29015,"Benton County, Missouri",20151
0500000US29017,"Bollinger County, Missouri",10559
0500000US29019,"Boone County, Missouri",188043
0500000US29021,"Buchanan County, Missouri",83568
0500000US29023,"Butler County, Missouri",42020
0500000US29025,"Caldwell County, Missouri",8927
0500000US29027,"Callaway County, Missouri",44741
0500000US29029,"Camden County, Missouri",43667
0500000US29031,"Cape Girardeau County, Missouri",82735
0500000US29033,"Carroll County, Missouri",8411
0500000US29035,"Carter County, Missouri",5297
0500000US29037,"Cass County, Missouri",110773
0500000US29039,"Cedar County, Missouri",14615
0500000US29041,"Chariton County, Missouri",7390
0500000US29043,"Christian County, Missouri",92915
0500000US29045,"Clark County, Missouri",6675
0500000US29047,"Clay County, Missouri",258122
0500000US29049,"Clinton County, Missouri",21414
0500000US29051,"Cole County, Missouri",77032
0500000US29053,"Cooper County, Missouri",16824
0500000US29055,"Crawford County, Missouri",22797
0500000US29057,"Dade County, Missouri",7641
0500000US29059,"Dallas County, Missouri",17551
0500000US29061,"Daviess County, Missouri",8477
0500000US29063,"DeKalb County, Missouri",10876
0500000US29065,"Dent County, Missouri",14539
0500000US29067,"Douglas County, Missouri",11965
0500000US29069,"Dunklin County, Missouri",27493
0500000US29071,"Franklin County, Missouri",105950
0500000US29073,"Gasconade County, Missouri",14746
0500000US29075,"Gentry County, Missouri",6245
0500000US29077,"Greene County, Missouri",303375
0500000US29079,"Grundy County, Missouri",9787
0500000US29081,"Harrison County, Missouri",8190
0500000US29083,"Henry County, Missouri",22328
0500000US29085,"Hickory County, Missouri",8585
0500000US29087,"Holt County, Missouri",4240
0500000US29089,"Howard County, Missouri",10147
0500000US29091,"Howell County, Missouri",40383
0500000US29093,"Iron County, Missouri",9446
0500000US29095,"Jackson County, Missouri",719976
0500000US29097,"Jasper County, Missouri",124357
0500000US29099,"Jefferson County, Missouri",229458
0500000US29101,"Johnson County, Missouri",54732
0500000US29103,"Knox County, Missouri",3756
0500000US29105,"Laclede County, Missouri",36390
0500000US29107,"Lafayette County, Missouri",33115
0500000US29109,"Lawrence County, Missouri",38593
0500000US29111,"Lewis County, Missouri",9924
0500000US29113,"Lincoln County, Missouri",63057
0500000US29115,"Linn County, Missouri",11852
0500000US29117,"Livingston County, Missouri",14364
0500000US29119,"McDonald County, Missouri",23701
0500000US29121,"Macon County, Missouri",15163
0500000US29123,"Madison County, Missouri",12729
0500000US29125,"Maries County, Missouri",8450
0500000US29127,"Marion County, Missouri",28457
0500000US29129,"Mercer County, Missouri",3482
0500000US29131,"Miller County, Missouri",25269
0500000US29133,"Mississippi County, Missouri",11902
0500000US29135,"Moniteau County, Missouri",15262
0500000US29137,"Monroe County, Missouri",8734
0500000US29139,"Montgomery County, Missouri",11426
0500000US29141,"Morgan County, Missouri",21717
0500000US29143,"New Madrid County, Missouri",15731
0500000US29145,"Newton County, Missouri",60118
0500000US29147,"Nodaway County, Missouri",20774
0500000US29149,"Oregon County, Missouri",8673
0500000US29151,"Osage County, Missouri",13402
0500000US29153,"Ozark County, Missouri",8873
0500000US29155,"Pemiscot County, Missouri",14958
0500000US29157,"Perry County, Missouri",18976
0500000US29159,"Pettis County, Missouri",43397
0500000US29161,"Phelps County, Missouri",45194
0500000US29163,"Pike County, Missouri",17711
0500000US29165,"Platte County, Missouri",110371
0500000US29167,"Polk County, Missouri",32444
0500000US29169,"Pulaski County, Missouri",53894
0500000US29171,"Putnam County, Missouri",4642
0500000US29173,"Ralls County, Missouri",10428
0500000US29175,"Randolph County, Missouri",24365
0500000US29177,"Ray County, Missouri",23145
0500000US29179,"Reynolds County, Missouri",6010
0500000US29181,"Ripley County, Missouri",10708
0500000US29183,"St. Charles County, Missouri",414535
0500000US29185,"St. Clair County, Missouri",9587
0500000US29186,"Ste. Genevieve County, Missouri",18571
0500000US29187,"St. Francois County, Missouri",66999
0500000US29189,"St. Louis County, Missouri",995569
0500000US29195,"Saline County, Missouri",23231
0500000US29197,"Schuyler County, Missouri",4038
0500000US29199,"Scotland County, Missouri",4686
0500000US29201,"Scott County, Missouri",37933
0500000US29203,"Shannon County, Missouri",7177
0500000US29205,"Shelby County, Missouri",5986
0500000US29207,"Stoddard County, Missouri",28470
0500000US29209,"Stone County, Missouri",32048
0500000US29211,"Sullivan County, Missouri",5857
0500000US29213,"Taney County, Missouri",56529
0500000US29215,"Texas County, Missouri",25161
0500000US29217,"Vernon County, Missouri",19687
0500000US29219,"Warren County, Missouri",37177
0500000US29221,"Washington County, Missouri",23470
0500000US29223,"Wayne County, Missouri",10862
0500000US29225,"Webster County, Missouri",40500
0500000US29227,"Worth County, Missouri",1934
0500000US29229,"Wright County, Missouri",18965
0500000US29510,"St. Louis city, Missouri",288512
0500000US30001,"Beaverhead County, Montana",9713
0500000US30003,"Big Horn County, Montana",12891
0500000US30005,"Blaine County, Montana",6949
0500000US30007,"Broadwater County, Montana",7668
0500000US30009,"Carbon County, Montana",11116
0500000US30011,"Carter County, Montana",1308
0500000US30013,"Cascade County, Montana",84606
0500000US30015,"Chouteau County, Montana",5906
0500000US30017,"Custer County, Montana",11961
0500000US30019,"Daniels County, Montana",1494
0500000US30021,"Dawson County, Montana",8827
0500000US30023,"Deer Lodge County, Montana",9597
0500000US30025,"Fallon County, Montana",2760
0500000US30027,"Fergus County, Montana",11687
0500000US30029,"Flathead County, Montana",110695
0500000US30031,"Gallatin County, Montana",124074
0500000US30033,"Garfield County, Montana",1094
0500000US30035,"Glacier County, Montana",13637
0500000US30037,"Golden Valley County, Montana",899
0500000US30039,"Granite County, Montana",3462
0500000US30041,"Hill County, Montana",16155
0500000US30043,"Jefferson County, Montana",12774
0500000US30045,"Judith Basin County, Montana",2071
0500000US30047,"Lake County, Montana",32561
0500000US30049,"Lewis and Clark County, Montana",73464
0500000US30051,"Liberty County, Montana",1952
0500000US30053,"Lincoln County, Montana",21175
0500000US30055,"McCone County, Montana",1670
0500000US30057,"Madison County, Montana",9223
0500000US30059,"Meagher County, Montana",2007
0500000US30061,"Mineral County, Montana",4959
0500000US30063,"Missoula County, Montana",120672
0500000US30065,"Musselshell County, Montana",5152
0500000US30067,"Park County, Montana",17710
0500000US30069,"Petroleum County, Montana",447
0500000US30071,"Phillips County, Montana",4221
0500000US30073,"Pondera County, Montana",6035
0500000US30075,"Powder River County, Montana",1815
0500000US30077,"Powell County, Montana",7053
0500000US30079,"Prairie County, Montana",1250
0500000US30081,"Ravalli County, Montana",46727
0500000US30083,"Richland County, Montana",11235
0500000US30085,"Roosevelt County, Montana",10526
0500000US30087,"Rosebud County, Montana",8165
0500000US30089,"Sanders County, Montana",13285
0500000US30091,"Sheridan County, Montana",3669
0500000US30093,"Silver Bow County, Montana",35785
0500000US30095,"Stillwater County, Montana",9182
0500000US30097,"Sweet Grass County, Montana",3720
0500000US30099,"Teton County, Montana",6353
0500000US30101,"Toole County, Montana",5061
0500000US30103,"Treasure County, Montana",732
0500000US30105,"Valley County, Montana",7519
0500000US30107,"Wheatland County, Montana",2056
0500000US30109,"Wibaux County, Montana",1193
0500000US30111,"Yellowstone County, Montana",168957
0500000US31001,"Adams County, Nebraska",31052
0500000US31003,"Antelope County, Nebraska",6305
0500000US31005,"Arthur County, Nebraska",484
0500000US31007,"Banner County, Nebraska",742
0500000US31009,"Blaine County, Nebraska",422
0500000US31011,"Boone County, Nebraska",5356
0500000US31013,"Box Butte County, Nebraska",10714
0500000US31015,"Boyd County, Nebraska",1688
0500000US31017,"Brown County, Nebraska",2869
0500000US31019,"Buffalo County, Nebraska",50579
0500000US31021,"Burt County, Nebraska",6740
0500000US31023,"Butler County, Nebraska",8424
0500000US31025,"Cass County, Nebraska",27161
0500000US31027,"Cedar County, Nebraska",8315
0500000US31029,"Chase County, Nebraska",3671
0500000US31031,"Cherry County, Nebraska",5498
0500000US31033,"Cheyenne County, Nebraska",9533
0500000US31035,"Clay County, Nebraska",6095
0500000US31037,"Colfax County, Nebraska",10641
0500000US31039,"Cuming County, Nebraska",8975
0500000US31041,"Custer County, Nebraska",10518
0500000US31043,"Dakota County, Nebraska",21354
0500000US31045,"Dawes County, Nebraska",8140
0500000US31047,"Dawson County, Nebraska",24202
0500000US31049,"Deuel County, Nebraska",1847
0500000US31051,"Dixon County, Nebraska",5545
0500000US31053,"Dodge County, Nebraska",37351
0500000US31055,"Douglas County, Nebraska",590736
0500000US31057,"Dundy County, Nebraska",1736
0500000US31059,"Fillmore County, Nebraska",5541
0500000US31061,"Franklin County, Nebraska",2846
0500000US31063,"Frontier County, Nebraska",2569
0500000US31065,"Furnas County, Nebraska",4568
0500000US31067,"Gage County, Nebraska",21629
0500000US31069,"Garden County, Nebraska",1761
0500000US31071,"Garfield County, Nebraska",1718
0500000US31073,"Gosper County, Nebraska",2040
0500000US31075,"Grant County, Nebraska",626
0500000US31077,"Greeley County, Nebraska",2202
0500000US31079,"Hall County, Nebraska",62536
0500000US31081,"Hamilton County, Nebraska",9464
0500000US31083,"Harlan County, Nebraska",2847
0500000US31085,"Hayes County, Nebraska",843
0500000US31087,"Hitchcock County, Nebraska",2569
0500000US31089,"Holt County, Nebraska",10102
0500000US31091,"Hooker County, Nebraska",647
0500000US31093,"Howard County, Nebraska",6534
0500000US31095,"Jefferson County, Nebraska",7161
0500000US31097,"Johnson County, Nebraska",5261
0500000US31099,"Kearney County, Nebraska",6713
0500000US31101,"Keith County, Nebraska",8219
0500000US31103,"Keya Paha County, Nebraska",822
0500000US31105,"Kimball County, Nebraska",3248
0500000US31107,"Knox County, Nebraska",8363
0500000US31109,"Lancaster County, Nebraska",326696
0500000US31111,"Lincoln County, Nebraska",33802
0500000US31113,"Logan County, Nebraska",773
0500000US31115,"Loup County, Nebraska",578
0500000US31117,"McPherson County, Nebraska",475
0500000US31119,"Madison County, Nebraska",35532
0500000US31121,"Merrick County, Nebraska",7724
0500000US31123,"Morrill County, Nebraska",4534
0500000US31125,"Nance County, Nebraska",3324
0500000US31127,"Nemaha County, Nebraska",7046
0500000US31129,"Nuckolls County, Nebraska",4087
0500000US31131,"Otoe County, Nebraska",16241
0500000US31133,"Pawnee County, Nebraska",2530
0500000US31135,"Perkins County, Nebraska",2821
0500000US31137,"Phelps County, Nebraska",9009
0500000US31139,"Pierce County, Nebraska",7325
0500000US31141,"Platte County, Nebraska",34716
0500000US31143,"Polk County, Nebraska",5225
0500000US31145,"Red Willow County, Nebraska",10557
0500000US31147,"Richardson County, Nebraska",7751
0500000US31149,"Rock County, Nebraska",1319
0500000US31151,"Saline County, Nebraska",14650
0500000US31153,"Sarpy County, Nebraska",197389
0500000US31155,"Saunders County, Nebraska",23048
0500000US31157,"Scotts Bluff County, Nebraska",35843
0500000US31159,"Seward County, Nebraska",17641
0500000US31161,"Sheridan County, Nebraska",5014
0500000US31163,"Sherman County, Nebraska",2967
0500000US31165,"Sioux County, Nebraska",1171
0500000US31167,"Stanton County, Nebraska",5796
0500000US31169,"Thayer County, Nebraska",4901
0500000US31171,"Thomas County, Nebraska",564
0500000US31173,"Thurston County, Nebraska",6627
0500000US31175,"Valley County, Nebraska",4066
0500000US31177,"Washington County, Nebraska",21106
0500000US31179,"Wayne County, Nebraska",9844
0500000US31181,"Webster County, Nebraska",3360
0500000US31183,"Wheeler County, Nebraska",847
0500000US31185,"York County, Nebraska",14286
0500000US32001,"Churchill County, Nevada",25805
0500000US32003,"Clark County, Nevada",2329548
0500000US32005,"Douglas County, Nevada",49623
0500000US32007,"Elko County, Nevada",54047
0500000US32009,"Esmeralda County, Nevada",1028
0500000US32011,"Eureka County, Nevada",1585
0500000US32013,"Humboldt County, Nevada",17289
0500000US32015,"Lander County, Nevada",5770
0500000US32017,"Lincoln County, Nevada",4405
0500000US32019,"Lyon County, Nevada",61680
0500000US32021,"Mineral County, Nevada",4542
0500000US32023,"Nye County, Nevada",54344
0500000US32027,"Pershing County, Nevada",6487
0500000US32029,"Storey County, Nevada",4140
0500000US32031,"Washoe County, Nevada",497200
0500000US32033,"White Pine County, Nevada",8735
0500000US32510,"Carson City, Nevada",58384
0500000US33001,"Belknap County, New Hampshire",64659
0500000US33003,"Carroll County, New Hampshire",51804
0500000US33005,"Cheshire County, New Hampshire",77297
0500000US33007,"Coos County, New Hampshire",31271
0500000US33009,"Grafton County, New Hampshire",92120
0500000US33011,"Hillsborough County, New Hampshire",426378
0500000US33013,"Merrimack County, New Hampshire",155967
0500000US33015,"Rockingham County, New Hampshire",319082
0500000US33017,"Strafford County, New Hampshire",132575
0500000US33019,"Sullivan County, New Hampshire",43715
0500000US34001,"Atlantic County, New Jersey",276270
0500000US34003,"Bergen County, New Jersey",962316
0500000US34005,"Burlington County, New Jersey",467805
0500000US34007,"Camden County, New Jersey",527257
0500000US34009,"Cape May County, New Jersey",94941
0500000US34011,"Cumberland County, New Jersey",153305
0500000US34013,"Essex County, New Jersey",863002
0500000US34015,"Gloucester County, New Jersey",306954
0500000US34017,"Hudson County, New Jersey",718323
0500000US34019,"Hunterdon County, New Jersey",130160
0500000US34021,"Mercer County, New Jersey",385864
0500000US34023,"Middlesex County, New Jersey",871290
0500000US34025,"Monmouth County, New Jersey",645353
0500000US34027,"Morris County, New Jersey",514528
0500000US34029,"Ocean County, New Jersey",654362
0500000US34031,"Passaic County, New Jersey",521012
0500000US34033,"Salem County, New Jersey",65275
0500000US34035,"Somerset County, New Jersey",349846
0500000US34037,"Sussex County, New Jersey",145807
0500000US34039,"Union County, New Jersey",579290
0500000US34041,"Warren County, New Jersey",110849
0500000US35001,"Bernalillo County, New Mexico",673930
0500000US35003,"Catron County, New Mexico",3743
0500000US35005,"Chaves County, New Mexico",64217
0500000US35006,"Cibola County, New Mexico",26845
0500000US35007,"Colfax County, New Mexico",12322
0500000US35009,"Curry County, New Mexico",47638
0500000US35011,"De Baca County, New Mexico",1576
0500000US35013,"Doña Ana County, New Mexico",224266
0500000US35015,"Eddy County, New Mexico",61105
0500000US35017,"Grant County, New Mexico",27775
0500000US35019,"Guadalupe County, New Mexico",4381
0500000US35021,"Harding County, New Mexico",741
0500000US35023,"Hidalgo County, New Mexico",4041
0500000US35025,"Lea County, New Mexico",73733
0500000US35027,"Lincoln County, New Mexico",20224
0500000US35028,"Los Alamos County, New Mexico",19435
0500000US35029,"Luna County, New Mexico",25611
0500000US35031,"McKinley County, New Mexico",70431
0500000US35033,"Mora County, New Mexico",4149
0500000US35035,"Otero County, New Mexico",68816
0500000US35037,"Quay County, New Mexico",8564
0500000US35039,"Rio Arriba County, New Mexico",40070
0500000US35041,"Roosevelt County, New Mexico",18928
0500000US35043,"Sandoval County, New Mexico",153604
0500000US35045,"San Juan County, New Mexico",120942
0500000US35047,"San Miguel County, New Mexico",26850
0500000US35049,"Santa Fe County, New Mexico",156105
0500000US35051,"Sierra County, New Mexico",11500
0500000US35053,"Socorro County, New Mexico",16200
0500000US35055,"Taos County, New Mexico",34543
0500000US35057,"Torrance County, New Mexico",15490
0500000US35059,"Union County, New Mexico",4013
0500000US35061,"Valencia County, New Mexico",78458
0500000US36001,"Albany County, New York",317018
0500000US36003,"Allegany County, New York",47159
0500000US36005,"Bronx County, New York",1404779
0500000US36007,"Broome County, New York",197378
0500000US36009,"Cattaraugus County, New York",76145
0500000US36011,"Cayuga County, New York",75102
0500000US36013,"Chautauqua County, New York",125544
0500000US36015,"Chemung County, New York",82147
0500000US36017,"Chenango County, New York",46321
0500000US36019,"Clinton County, New York",78493
0500000US36021,"Columbia County, New York",61100
0500000US36023,"Cortland County, New York",46246
0500000US36025,"Delaware County, New York",44487
0500000US36027,"Dutchess County, New York",298220
0500000US36029,"Erie County, New York",950622
0500000US36031,"Essex County, New York",36973
0500000US36033,"Franklin County, New York",46696
0500000US36035,"Fulton County, New York",52487
0500000US36037,"Genesee County, New York",57787
0500000US36039,"Greene County, New York",47409
0500000US36041,"Hamilton County, New York",5089
0500000US36043,"Herkimer County, New York",59757
0500000US36045,"Jefferson County, New York",115040
0500000US36047,"Kings County, New York",2631580
0500000US36049,"Lewis County, New York",26607
0500000US36051,"Livingston County, New York",61498
0500000US36053,"Madison County, New York",67328
0500000US36055,"Monroe County, New York",753753
0500000US36057,"Montgomery County, New York",49528
0500000US36059,"Nassau County, New York",1389591
0500000US36061,"New York County, New York",1629477
0500000US36063,"Niagara County, New York",210721
0500000US36065,"Oneida County, New York",229124
0500000US36067,"Onondaga County, New York",471129
0500000US36069,"Ontario County, New York",112625
0500000US36071,"Orange County, New York",406616
