State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races,Median_Household_Income,Total_Population,Land_Area_SqMi,population_density,Region,Division,log_population_density,log_median_income,total_minority_pct,Division_East North Central,Division_East South Central,Division_Middle Atlantic,Division_Mountain,Division_New England,Division_Pacific,Division_South Atlantic,Division_West North Central,Division_West South Central,interaction_income_Division_East North Central,interaction_density_Division_East North Central,interaction_income_Division_East South Central,interaction_density_Division_East South Central,interaction_income_Division_Middle Atlantic,interaction_density_Division_Middle Atlantic,interaction_income_Division_Mountain,interaction_density_Division_Mountain,interaction_income_Division_New England,interaction_density_Division_New England,interaction_income_Division_Pacific,interaction_density_Division_Pacific,interaction_income_Division_South Atlantic,interaction_density_Division_South Atlantic,interaction_income_Division_West North Central,interaction_density_Division_West North Central,interaction_income_Division_West South Central,interaction_density_Division_West South Central
Idaho,Twin Falls,2025,24,1.0,18.0,75.3,0.8,0.3,1.1,3.7,67409.0,93734,1921.714,48.77624870298078,West,Mountain,3.907537936586482,11.118548653847485,18.8,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.118548653847485,3.907537936586482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,Valley,2025,32,0.9388888888888888,5.4,90.1,0.0,0.1,0.2,3.1,76078.0,12389,3665.119,3.380244952483125,West,Mountain,1.4771046480490555,11.239527553074003,5.4,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.239527553074003,1.4771046480490555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Adams,2025,38,1.0,2.1,90.0,2.8,0.1,0.7,4.1,66220.0,64754,855.151,75.72229933660839,Midwest,East North Central,4.3401924006241,11.100752912165108,4.9,True,False,False,False,False,False,False,False,False,11.100752912165108,4.3401924006241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Champaign,2025,44,1.0,8.3,62.4,13.4,0.1,11.4,4.1,63683.0,208741,996.104,209.55743576975897,Midwest,East North Central,5.349758469917656,11.061688632615896,21.700000000000003,True,False,False,False,False,False,False,False,False,11.061688632615896,5.349758469917656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Clark,2025,36,1.0,1.9,95.0,0.5,0.0,0.1,2.5,72927.0,15266,501.375,30.44826726502119,Midwest,East North Central,3.4483438867167835,11.197227932045411,2.4,True,False,False,False,False,False,False,False,False,11.197227932045411,3.4483438867167835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Cook,2025,53,1.0,26.8,40.1,21.8,0.1,7.9,3.0,83498.0,5182090,944.925,5484.1283699764535,Midwest,East North Central,8.609795776259796,11.33258993471933,48.6,True,False,False,False,False,False,False,False,False,11.33258993471933,8.609795776259796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,DuPage,2025,44,1.0,16.1,62.2,4.8,0.0,13.0,3.5,112096.0,930024,327.835,2836.8661064254884,Midwest,East North Central,7.950807677757661,11.627119846882344,20.900000000000002,True,False,False,False,False,False,False,False,False,11.627119846882344,7.950807677757661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Effingham,2025,35,1.0,2.8,94.2,0.3,0.0,0.8,1.6,80404.0,34522,478.769,72.10575454968888,Midwest,East North Central,4.2919070852673205,11.294831642288125,3.0999999999999996,True,False,False,False,False,False,False,False,False,11.294831642288125,4.2919070852673205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Hamilton,2025,43,1.0,0.7,94.7,0.2,0.2,0.5,3.2,65746.0,7916,434.647,18.212480472659426,Midwest,East North Central,2.95556009247692,11.093569321622624,0.8999999999999999,True,False,False,False,False,False,False,False,False,11.093569321622624,2.95556009247692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Jersey,2025,44,1.0,1.6,94.6,0.6,0.0,0.7,2.4,80361.0,21274,369.555,57.56653272178701,Midwest,East North Central,4.070163419472588,11.294296706623152,2.2,True,False,False,False,False,False,False,False,False,11.294296706623152,4.070163419472588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Jo Daviess,2025,35,1.0,4.2,91.9,0.8,0.1,0.5,2.2,73993.0,21851,600.924,36.36233533691448,Midwest,East North Central,3.620663120425088,11.211739287817977,5.0,True,False,False,False,False,False,False,False,False,11.211739287817977,3.620663120425088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Kane,2025,46,1.0,33.4,54.0,4.7,0.1,4.0,3.4,103163.0,517255,519.364,995.9392641769548,Midwest,East North Central,6.904689849527445,11.544075233962444,38.1,True,False,False,False,False,False,False,False,False,11.544075233962444,6.904689849527445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Lake,2025,40,1.0,24.9,56.2,6.3,0.1,8.6,3.3,110416.0,714223,443.605,1610.04271818397,Midwest,East North Central,7.384636899389023,11.612019386477828,31.2,True,False,False,False,False,False,False,False,False,11.612019386477828,7.384636899389023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Macon,2025,44,1.0,2.9,73.3,16.2,0.1,1.5,5.6,62666.0,101849,580.548,175.4359673963221,Midwest,East North Central,5.17295801959311,11.045590272278766,19.099999999999998,True,False,False,False,False,False,False,False,False,11.045590272278766,5.17295801959311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Macoupin,2025,37,1.0,1.4,93.5,1.5,0.1,0.3,3.0,70805.0,44350,862.974,51.392046573824935,Midwest,East North Central,3.9587547968645276,11.167699021853803,2.9,True,False,False,False,False,False,False,False,False,11.167699021853803,3.9587547968645276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Madison,2025,48,1.0,4.3,81.8,7.7,0.1,0.8,5.0,75793.0,264238,715.515,369.2976387636877,Midwest,East North Central,5.9143071113496495,11.235774412824664,12.0,True,False,False,False,False,False,False,False,False,11.235774412824664,5.9143071113496495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,McHenry,2025,43,1.0,16.1,76.1,1.4,0.0,3.0,3.2,104802.0,312591,603.397,518.0519624724683,Midwest,East North Central,6.252003998525024,11.559837676413563,17.5,True,False,False,False,False,False,False,False,False,11.559837676413563,6.252003998525024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,McLean,2025,44,1.0,6.4,76.2,8.4,0.1,5.2,3.3,79905.0,171556,1183.248,144.98735683474638,Midwest,East North Central,4.983520020936313,11.288606222802297,14.8,True,False,False,False,False,False,False,False,False,11.288606222802297,4.983520020936313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Peoria,2025,47,1.0,6.0,66.1,17.2,0.1,4.6,5.5,65108.0,179645,618.695,290.3611634165461,Midwest,East North Central,5.6745636090264675,11.083818067489096,23.2,True,False,False,False,False,False,False,False,False,11.083818067489096,5.6745636090264675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Randolph,2025,44,1.0,3.8,85.1,8.2,0.1,0.6,1.9,68131.0,30058,575.367,52.24143894244891,Midwest,East North Central,3.9748370206306634,11.129202278980468,12.0,True,False,False,False,False,False,False,False,False,11.129202278980468,3.9748370206306634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Rock Island,2025,41,1.0,14.2,67.4,10.9,0.1,2.6,4.4,67159.0,142757,427.496,333.937627486573,Midwest,East North Central,5.813944327882943,11.114833111191476,25.1,True,False,False,False,False,False,False,False,False,11.114833111191476,5.813944327882943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Sangamon,2025,42,1.0,2.9,77.3,12.5,0.1,2.3,4.3,75357.0,194947,868.23,224.53382168319453,Midwest,East North Central,5.418470132987392,11.23000536961994,15.4,True,False,False,False,False,False,False,False,False,11.23000536961994,5.418470132987392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Will,2025,45,1.0,19.8,58.6,11.6,0.1,6.3,3.4,109984.0,701462,835.875,839.194855690145,Midwest,East North Central,6.73363383599593,11.608099271839823,31.4,True,False,False,False,False,False,False,False,False,11.608099271839823,6.73363383599593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,Winnebago,2025,41,1.0,15.5,63.8,11.6,0.1,2.9,5.8,65837.0,283292,513.05,552.1723028944548,Midwest,East North Central,6.315669531462828,11.094952458218854,27.1,True,False,False,False,False,False,False,False,False,11.094952458218854,6.315669531462828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Allen,2025,45,1.0,9.0,69.8,10.5,0.0,5.3,4.8,70737.0,392378,657.146,597.0941008543003,Midwest,East North Central,6.393748100859085,11.166738189812438,19.5,True,False,False,False,False,False,False,False,False,11.166738189812438,6.393748100859085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Bartholomew,2025,44,1.0,9.2,77.7,1.8,0.1,7.4,3.4,79901.0,83536,406.94,205.27841942301075,Midwest,East North Central,5.329226806864333,11.2885561627302,11.0,True,False,False,False,False,False,False,False,False,11.2885561627302,5.329226806864333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Boone,2025,38,1.0,4.3,86.2,3.0,0.0,3.6,2.8,111250.0,74718,422.882,176.68758660808453,Midwest,East North Central,5.180026876829092,11.619544188752133,7.3,True,False,False,False,False,False,False,False,False,11.619544188752133,5.180026876829092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Brown,2025,37,1.0,1.9,94.2,0.3,0.4,0.6,2.3,78528.0,15606,311.987,50.02131499068871,Midwest,East North Central,3.932243486405212,11.27122326230083,2.1999999999999997,True,False,False,False,False,False,False,False,False,11.27122326230083,3.932243486405212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Carroll,2025,37,1.0,4.6,92.5,0.3,0.0,0.1,2.4,65645.0,20535,372.225,55.168245013096914,Midwest,East North Central,4.0283515618528645,11.092031948704845,4.8999999999999995,True,False,False,False,False,False,False,False,False,11.092031948704845,4.0283515618528645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Clark,2025,46,1.0,6.9,79.6,7.0,0.0,1.2,4.9,74214.0,124354,372.487,333.8478926781337,Midwest,East North Central,5.813676377005313,11.214721565058865,13.9,True,False,False,False,False,False,False,False,False,11.214721565058865,5.813676377005313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Delaware,2025,44,1.0,3.3,84.3,5.2,0.1,1.6,5.0,58127.0,112280,392.109,286.34894888921195,Midwest,East North Central,5.660697327001043,10.970402754460983,8.5,True,False,False,False,False,False,False,False,False,10.970402754460983,5.660697327001043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Dubois,2025,39,1.0,10.0,86.9,0.8,0.1,0.5,1.5,75979.0,43614,427.267,102.07668741091636,Midwest,East North Central,4.635473249168801,11.238225426741616,10.8,True,False,False,False,False,False,False,False,False,11.238225426741616,4.635473249168801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Elkhart,2025,44,1.0,20.1,69.9,4.7,0.2,1.0,3.6,68561.0,207132,463.161,447.2138198164353,Midwest,East North Central,6.105270394930814,11.135493724374768,24.8,True,False,False,False,False,False,False,False,False,11.135493724374768,6.105270394930814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Floyd,2025,46,1.0,4.3,85.3,4.8,0.0,1.2,4.1,79704.0,80918,148.484,544.9610732469491,Midwest,East North Central,6.30254767878383,11.286087598067747,9.1,True,False,False,False,False,False,False,False,False,11.286087598067747,6.30254767878383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Greene,2025,41,1.0,2.1,95.2,0.5,0.0,0.2,1.8,62094.0,31021,542.467,57.185045357597794,Midwest,East North Central,4.063628369100817,11.036420749382133,2.6,True,False,False,False,False,False,False,False,False,11.036420749382133,4.063628369100817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Hamilton,2025,47,1.0,5.6,78.6,4.4,0.0,6.9,3.8,121530.0,365056,394.381,925.6429696156764,Midwest,East North Central,6.831568345332411,11.70792465325196,10.0,True,False,False,False,False,False,False,False,False,11.70792465325196,6.831568345332411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Hendricks,2025,38,1.0,5.2,77.3,10.0,0.1,3.3,3.7,101144.0,183344,406.894,450.5940121997375,Midwest,East North Central,6.112783573108192,11.524310409836792,15.2,True,False,False,False,False,False,False,False,False,11.524310409836792,6.112783573108192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Henry,2025,38,1.0,2.3,92.1,2.2,0.1,0.5,2.6,63150.0,48970,391.877,124.96267961630818,Midwest,East North Central,4.83598566955615,11.053283962966008,4.5,True,False,False,False,False,False,False,False,False,11.053283962966008,4.83598566955615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Howard,2025,46,1.0,4.1,82.6,7.3,0.0,1.4,4.2,64027.0,83752,293.074,285.77082921037004,Midwest,East North Central,5.658683392291611,11.067075766666589,11.399999999999999,True,False,False,False,False,False,False,False,False,11.067075766666589,5.658683392291611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Knox,2025,38,1.0,3.0,89.4,1.7,0.0,0.9,4.8,61237.0,36007,515.831,69.80386987210927,Midwest,East North Central,4.2599136584164965,11.022523190845115,4.7,True,False,False,False,False,False,False,False,False,11.022523190845115,4.2599136584164965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,LaPorte,2025,44,1.0,7.6,76.0,10.3,0.1,0.6,4.9,71055.0,111917,598.289,187.06177115073152,Midwest,East North Central,5.236770478813363,11.171223577531883,17.9,True,False,False,False,False,False,False,False,False,11.171223577531883,5.236770478813363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Lake,2025,53,1.0,20.9,51.4,22.7,0.1,1.6,2.9,71493.0,500379,498.89,1002.98462586943,Midwest,East North Central,6.9117319872553775,11.17736880907703,43.599999999999994,True,False,False,False,False,False,False,False,False,11.17736880907703,6.9117319872553775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Madison,2025,42,1.0,5.4,82.0,6.1,0.1,0.7,5.4,63037.0,131900,451.921,291.8651711250418,Midwest,East North Central,5.679712336299098,11.051492998140159,11.5,True,False,False,False,False,False,False,False,False,11.051492998140159,5.679712336299098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Marion,2025,53,1.0,13.8,49.5,27.1,0.1,4.0,4.9,66346.0,975809,395.99,2464.2263693527616,Midwest,East North Central,7.810038915669189,11.102653823967977,40.900000000000006,True,False,False,False,False,False,False,False,False,11.102653823967977,7.810038915669189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Monroe,2025,36,1.0,4.8,80.7,3.5,0.0,6.8,3.9,65868.0,140965,394.522,357.3058029716974,Midwest,East North Central,5.881386820025968,11.095423200101555,8.3,True,False,False,False,False,False,False,False,False,11.095423200101555,5.881386820025968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Perry,2025,38,1.0,1.6,92.5,2.1,0.1,0.6,2.9,61151.0,19270,381.74,50.47938387384083,Midwest,East North Central,3.9411814143936956,11.02111784704,3.7,True,False,False,False,False,False,False,False,False,11.02111784704,3.9411814143936956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Porter,2025,44,1.0,11.7,79.1,4.3,0.0,1.4,3.1,87972.0,174818,418.113,418.111850145774,Midwest,East North Central,6.038137829753847,11.384785228200197,16.0,True,False,False,False,False,False,False,False,False,11.384785228200197,6.038137829753847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Posey,2025,39,1.0,1.5,93.2,0.7,0.1,0.3,2.9,78129.0,25116,409.385,61.35056242900937,Midwest,East North Central,4.132772692598743,11.26612938499079,2.2,True,False,False,False,False,False,False,False,False,11.26612938499079,4.132772692598743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Shelby,2025,37,1.0,5.6,89.8,1.4,0.0,1.0,2.1,72190.0,45265,411.136,110.09738869863013,Midwest,East North Central,4.710407192306624,11.187070663371383,7.0,True,False,False,False,False,False,False,False,False,11.187070663371383,4.710407192306624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Spencer,2025,42,1.0,3.6,93.2,0.6,0.0,0.2,2.0,74506.0,19955,396.888,50.27866803733043,Midwest,East North Central,3.9372748379640474,11.218648359685256,4.2,True,False,False,False,False,False,False,False,False,11.218648359685256,3.9372748379640474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,St. Joseph,2025,44,1.0,10.5,68.9,12.3,0.1,2.7,4.9,66868.0,273040,457.781,596.44240368211,Midwest,East North Central,6.392657883648207,11.110490760547092,22.8,True,False,False,False,False,False,False,False,False,11.110490760547092,6.392657883648207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Tippecanoe,2025,39,1.0,10.3,71.6,6.2,0.1,8.0,3.3,60636.0,189071,498.898,378.9772658940304,Midwest,East North Central,5.940111424336092,11.012660546796944,16.5,True,False,False,False,False,False,False,False,False,11.012660546796944,5.940111424336092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Vanderburgh,2025,44,1.0,3.8,80.3,8.4,0.1,1.4,5.1,61648.0,180117,233.401,771.7062052004918,Midwest,East North Central,6.6498989054501845,11.029212287860773,12.2,True,False,False,False,False,False,False,False,False,11.029212287860773,6.6498989054501845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Vigo,2025,45,1.0,3.2,84.0,5.8,0.1,2.1,4.4,52976.0,106109,403.631,262.8861509646187,Midwest,East North Central,5.575517763786728,10.877613136081234,9.0,True,False,False,False,False,False,False,False,False,10.877613136081234,5.575517763786728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Wabash,2025,37,1.0,3.2,92.2,0.9,0.1,0.4,2.9,66806.0,30844,412.539,74.76626452286935,Midwest,East North Central,4.327653134515097,11.109563144453766,4.1000000000000005,True,False,False,False,False,False,False,False,False,11.109563144453766,4.327653134515097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Warrick,2025,40,1.0,2.5,89.5,1.7,0.1,1.7,3.8,89844.0,65261,384.63,169.6721524582066,Midwest,East North Central,5.139744479164618,11.405841242360554,4.2,True,False,False,False,False,False,False,False,False,11.405841242360554,5.139744479164618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Whitley,2025,38,1.0,2.8,91.9,0.2,0.1,0.3,3.9,78083.0,34618,335.622,103.14580093080906,Midwest,East North Central,4.645791849379172,11.265540449282984,3.0,True,False,False,False,False,False,False,False,False,11.265540449282984,4.645791849379172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,Black Hawk,2025,48,1.0,5.2,78.1,9.1,0.1,2.7,3.9,66417.0,131049,565.757,231.6347831312737,Midwest,West North Central,5.449469769451669,11.103723383065155,14.3,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.103723383065155,5.449469769451669,0.0,0.0
Iowa,Bremer,2025,38,1.0,2.1,92.3,1.1,0.0,0.9,2.6,86784.0,25204,435.479,57.8764992112134,Midwest,West North Central,4.075442016321729,11.371189074654982,3.2,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.371189074654982,4.075442016321729,0.0,0.0
Iowa,Clinton,2025,45,1.0,3.6,89.0,3.1,0.1,0.7,3.4,66981.0,46268,694.959,66.57658941031055,Midwest,West North Central,4.213261612571225,11.112179205562004,6.7,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.112179205562004,4.213261612571225,0.0,0.0
Iowa,Harrison,2025,39,1.0,2.2,94.4,0.1,0.0,0.3,2.7,79535.0,14632,696.874,20.996622057932996,Midwest,West North Central,3.0908888987481826,11.283965028334453,2.3000000000000003,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.283965028334453,3.0908888987481826,0.0,0.0
Iowa,Johnson,2025,36,1.0,6.7,74.8,7.6,0.1,5.6,4.6,74935.0,156639,612.997,255.52979867764444,Midwest,West North Central,5.547244832044976,11.224389694888966,14.3,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.224389694888966,5.547244832044976,0.0,0.0
Iowa,Linn,2025,44,1.0,4.1,82.4,5.9,0.1,2.4,4.7,77649.0,230004,717.01,320.7821369297499,Midwest,West North Central,5.773874723165938,11.259966828576832,10.0,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.259966828576832,5.773874723165938,0.0,0.0
Iowa,Montgomery,2025,43,1.0,0.8,92.0,1.8,0.1,1.1,3.2,63666.0,10214,424.097,24.08411283267743,Midwest,West North Central,3.2222346908638255,11.061421653949045,2.6,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.061421653949045,3.2222346908638255,0.0,0.0
Iowa,Muscatine,2025,41,1.0,18.8,75.0,2.2,0.1,0.6,3.1,69396.0,42559,437.44,97.29105705925384,Midwest,West North Central,4.587933047015102,11.147598917894847,21.0,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.147598917894847,4.587933047015102,0.0,0.0
Iowa,Palo Alto,2025,42,1.0,3.5,91.3,1.6,0.1,0.6,2.8,72781.0,8863,563.864,15.71832924251238,Midwest,West North Central,2.816505676976593,11.195223950865525,5.1,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.195223950865525,2.816505676976593,0.0,0.0
Iowa,Polk,2025,46,1.0,10.4,73.2,7.3,0.1,4.9,3.8,83576.0,503175,572.381,879.0910250340246,Midwest,West North Central,6.7800253396616235,11.333523641603223,17.7,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333523641603223,6.7800253396616235,0.0,0.0
Iowa,Pottawattamie,2025,41,0.5,9.1,84.5,1.8,0.2,0.9,3.0,73602.0,93424,951.272,98.20955520608196,Midwest,West North Central,4.597234332294055,11.20644106475583,10.9,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.20644106475583,4.597234332294055,0.0,0.0
Iowa,Scott,2025,45,1.0,7.4,77.0,7.1,0.1,2.8,5.1,78277.0,174608,458.096,381.1602808145018,Midwest,West North Central,5.94584010389016,11.268021871873454,14.5,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.268021871873454,5.94584010389016,0.0,0.0
Iowa,Van Buren,2025,46,1.0,1.8,94.4,0.4,0.1,0.0,2.4,61161.0,7241,484.792,14.936302579250484,Midwest,West North Central,2.768599687813751,11.021281360620167,2.2,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.021281360620167,2.768599687813751,0.0,0.0
