State,County,Year,median_aqi,sample_weight,Median_Household_Income
New York,Rockland,2025,39,1.0,109959.0
New York,Saratoga,2025,36,1.0,100787.0
New York,Steuben,2025,40,1.0,65887.0
New York,Suffolk,2025,41,1.0,130686.0
New York,Tompkins,2025,38,1.0,74024.0
New York,Wayne,2025,36,1.0,74506.0
New York,Westchester,2025,41,1.0,118976.0
North Carolina,Alexander,2025,39,1.0,65354.0
North Carolina,Avery,2025,38,1.0,61428.0
North Carolina,Buncombe,2025,42,1.0,74436.0
North Carolina,Caldwell,2025,37,1.0,56425.0
North Carolina,Carteret,2025,37,1.0,72322.0
North Carolina,Caswell,2025,39,1.0,59755.0
North Carolina,Catawba,2025,43,1.0,67864.0
North Carolina,Cumberland,2025,44,1.0,61291.0
North Carolina,Davidson,2025,50,1.0,64172.0
North Carolina,Durham,2025,43,1.0,82316.0
North Carolina,Edgecombe,2025,40,1.0,51265.0
North Carolina,Forsyth,2025,46,1.0,67165.0
North Carolina,Graham,2025,43,1.0,49684.0
North Carolina,Granville,2025,40,0.9833333333333332,71111.0
North Carolina,Guilford,2025,43,1.0,68642.0
North Carolina,Haywood,2025,44,1.0,61912.0
North Carolina,Hyde,2025,20,0.0944444444444444,53713.0
North Carolina,Johnston,2025,42,1.0,83384.0
North Carolina,Lenoir,2025,37,1.0,45143.0
North Carolina,Lincoln,2025,41,1.0,80016.0
North Carolina,Macon,2025,34,1.0,59061.0
North Carolina,Martin,2025,28,1.0,48578.0
North Carolina,Mecklenburg,2025,51,1.0,87005.0
North Carolina,Mitchell,2025,35,1.0,57602.0
North Carolina,Montgomery,2025,41,1.0,57766.0
North Carolina,New Hanover,2025,41,1.0,75166.0
North Carolina,Northampton,2025,37,1.0,50086.0
North Carolina,Person,2025,38,0.9777777777777776,63300.0
North Carolina,Pitt,2025,38,1.0,58188.0
North Carolina,Rockingham,2025,39,1.0,57053.0
North Carolina,Rowan,2025,44,1.0,65725.0
North Carolina,Swain,2025,38,1.0,52349.0
North Carolina,Union,2025,41,1.0,102900.0
North Carolina,Wake,2025,44,1.0,105768.0
North Dakota,Billings,2025,40,1.0,86806.0
North Dakota,Burke,2025,40,1.0,91591.0
North Dakota,Burleigh,2025,41,1.0,86851.0
North Dakota,Cass,2025,39,1.0,75555.0
North Dakota,Dunn,2025,40,1.0,97689.0
North Dakota,McKenzie,2025,41,1.0,93404.0
North Dakota,Mercer,2025,39,1.0,80946.0
North Dakota,Oliver,2025,40,1.0,77240.0
North Dakota,Ward,2025,38,1.0,78238.0
Ohio,Allen,2025,43,1.0,64038.0
Ohio,Ashtabula,2025,43,1.0,57728.0
Ohio,Athens,2025,33,1.0,56001.0
Ohio,Belmont,2025,42,1.0,57017.0
Ohio,Butler,2025,55,1.0,81590.0
Ohio,Clark,2025,46,1.0,63132.0
Ohio,Clermont,2025,43,1.0,85510.0
Ohio,Clinton,2025,42,1.0,70407.0
Ohio,Columbiana,2025,12,0.2555555555555555,58180.0
Ohio,Cuyahoga,2025,53,1.0,64468.0
Ohio,Delaware,2025,41,1.0,133540.0
Ohio,Franklin,2025,54,1.0,75176.0
Ohio,Geauga,2025,42,1.0,107860.0
Ohio,Greene,2025,41,1.0,87309.0
Ohio,Hamilton,2025,54,1.0,72470.0
Ohio,Jefferson,2025,50,1.0,59055.0
Ohio,Knox,2025,40,1.0,73878.0
Ohio,Lake,2025,43,1.0,80925.0
Ohio,Lawrence,2025,43,1.0,58325.0
Ohio,Licking,2025,41,1.0,84426.0
Ohio,Lorain,2025,39,1.0,73347.0
Ohio,Lucas,2025,53,1.0,62224.0
Ohio,Madison,2025,43,1.0,87045.0
Ohio,Mahoning,2025,44,1.0,56942.0
Ohio,Medina,2025,43,1.0,94968.0
Ohio,Miami,2025,41,1.0,76817.0
Ohio,Montgomery,2025,47,1.0,66139.0
Ohio,Noble,2025,39,1.0,56098.0
Ohio,Portage,2025,43,1.0,75766.0
Ohio,Preble,2025,45,1.0,69223.0
Ohio,Scioto,2025,45,1.0,50609.0
Ohio,Stark,2025,51,1.0,67934.0
Ohio,Summit,2025,44,1.0,71622.0
Ohio,Trumbull,2025,46,1.0,56435.0
Ohio,Warren,2025,44,1.0,110132.0
Ohio,Washington,2025,41,1.0,63603.0
Ohio,Wood,2025,39,1.0,74216.0
Oklahoma,Adair,2025,45,0.9944444444444444,48041.0
Oklahoma,Canadian,2025,44,1.0,87751.0
Oklahoma,Carter,2025,33,1.0,60723.0
Oklahoma,Cleveland,2025,49,1.0,77068.0
Oklahoma,Comanche,2025,45,1.0,60761.0
Oklahoma,Creek,2025,43,1.0,62338.0
Oklahoma,Dewey,2025,49,1.0,62569.0
Oklahoma,Grant,2025,29,0.1111111111111111,60758.0
Oklahoma,Kay,2025,38,1.0,58423.0
Oklahoma,Kiowa,2025,44,1.0,44962.0
Oklahoma,Love,2025,45,1.0,66580.0
Oklahoma,Mayes,2025,40,0.6833333333333333,60305.0
Oklahoma,McClain,2025,43,1.0,84552.0
Oklahoma,Oklahoma,2025,51,1.0,66679.0
Oklahoma,Osage,2025,43,1.0,62847.0
Oklahoma,Ottawa,2025,49,1.0,49947.0
Oklahoma,Pittsburg,2025,48,1.0,55310.0
Oklahoma,Sequoyah,2025,42,1.0,51093.0
Oklahoma,Tulsa,2025,51,1.0,69009.0
Oklahoma,Washington,2025,44,1.0,60162.0
Oregon,Baker,2025,25,1.0,60936.0
Oregon,Clackamas,2025,27,1.0,103517.0
Oregon,Columbia,2025,25,1.0,87458.0
Oregon,Crook,2025,24,1.0,81965.0
Oregon,Deschutes,2025,22,1.0,92758.0
Oregon,Grant,2025,34,1.0,59450.0
Oregon,Harney,2025,26,1.0,55208.0
Oregon,Jackson,2025,42,1.0,73999.0
Oregon,Jefferson,2025,22,1.0,76260.0
Oregon,Josephine,2025,31,1.0,60098.0
Oregon,Klamath,2025,32,1.0,58830.0
Oregon,Lake,2025,24,1.0,62787.0
Oregon,Lane,2025,42,1.0,71544.0
Oregon,Linn,2025,24,1.0,76329.0
Oregon,Marion,2025,34,1.0,77351.0
Oregon,Multnomah,2025,38,1.0,88766.0
Oregon,Umatilla,2025,39,1.0,67728.0
Oregon,Union,2025,22,1.0,65661.0
Oregon,Wallowa,2025,23,1.0,67112.0
Oregon,Wasco,2025,23,1.0,64175.0
Oregon,Washington,2025,36,1.0,107772.0
Pennsylvania,Adams,2025,42,1.0,84092.0
Pennsylvania,Allegheny,2025,49,1.0,78548.0
Pennsylvania,Armstrong,2025,42,1.0,65008.0
Pennsylvania,Beaver,2025,47,1.0,71089.0
Pennsylvania,Berks,2025,44,1.0,79777.0
Pennsylvania,Blair,2025,41,1.0,62382.0
Pennsylvania,Bradford,2025,39,1.0,63675.0
Pennsylvania,Bucks,2025,35,1.0,114764.0
Pennsylvania,Cambria,2025,37,1.0,58418.0
Pennsylvania,Centre,2025,43,1.0,74291.0
Pennsylvania,Chester,2025,44,1.0,127208.0
Pennsylvania,Cumberland,2025,37,1.0,87494.0
Pennsylvania,Dauphin,2025,44,1.0,76242.0
Pennsylvania,Delaware,2025,44,1.0,89546.0
Pennsylvania,Elk,2025,38,1.0,66380.0
Pennsylvania,Erie,2025,31,1.0,63354.0
Pennsylvania,Fayette,2025,41,1.0,58236.0
Pennsylvania,Franklin,2025,37,0.8722222222222222,77003.0
Pennsylvania,Greene,2025,41,1.0,68041.0
Pennsylvania,Indiana,2025,42,1.0,60208.0
Pennsylvania,Lackawanna,2025,36,1.0,66223.0
Pennsylvania,Lancaster,2025,46,1.0,86959.0
Pennsylvania,Lebanon,2025,44,1.0,78425.0
Pennsylvania,Lehigh,2025,42,1.0,80079.0
Pennsylvania,Lycoming,2025,43,1.0,63917.0
Pennsylvania,Mercer,2025,41,1.0,59976.0
Pennsylvania,Monroe,2025,35,0.9944444444444444,83565.0
Pennsylvania,Montgomery,2025,41,1.0,113915.0
Pennsylvania,Northampton,2025,39,1.0,89184.0
Pennsylvania,Philadelphia,2025,50,1.0,61953.0
Pennsylvania,Somerset,2025,37,1.0,61446.0
Pennsylvania,Susquehanna,2025,22,0.8777777777777778,68487.0
Pennsylvania,Tioga,2025,40,1.0,64899.0
Pennsylvania,Washington,2025,42,1.0,78958.0
Pennsylvania,Westmoreland,2025,39,1.0,74109.0
Pennsylvania,Wyoming,2025,26,1.0,72460.0
Pennsylvania,York,2025,45,1.0,84829.0
Rhode Island,Kent,2025,35,1.0,94345.0
Rhode Island,Providence,2025,40,1.0,78787.0
Rhode Island,Washington,2025,42,1.0,106638.0
South Carolina,Aiken,2025,39,1.0,70609.0
South Carolina,Anderson,2025,41,1.0,66651.0
South Carolina,Berkeley,2025,36,1.0,84358.0
South Carolina,Charleston,2025,47,1.0,88494.0
South Carolina,Chesterfield,2025,46,1.0,49235.0
South Carolina,Darlington,2025,42,1.0,48581.0
South Carolina,Edgefield,2025,44,1.0,73029.0
South Carolina,Florence,2025,44,1.0,58305.0
South Carolina,Greenville,2025,48,1.0,76932.0
South Carolina,Horry,2025,41,1.0,66880.0
South Carolina,Richland,2025,48,1.0,63784.0
South Carolina,Spartanburg,2025,49,1.0,66234.0
South Carolina,York,2025,44,1.0,89095.0
South Dakota,Brookings,2025,48,1.0,70064.0
South Dakota,Brown,2025,25,0.9888888888888888,70898.0
South Dakota,Clay,2025,37,0.9277777777777778,56850.0
South Dakota,Codington,2025,33,0.9944444444444444,72727.0
South Dakota,Custer,2025,46,1.0,84112.0
South Dakota,Hughes,2025,14,0.9944444444444444,81395.0
South Dakota,Jackson,2025,44,1.0,35417.0
South Dakota,Meade,2025,42,1.0,74790.0
South Dakota,Minnehaha,2025,36,1.0,76880.0
South Dakota,Pennington,2025,31,1.0,74517.0
Tennessee,Anderson,2025,42,0.6777777777777778,66183.0
Tennessee,Blount,2025,46,1.0,77365.0
Tennessee,Claiborne,2025,36,1.0,49379.0
Tennessee,Davidson,2025,50,1.0,77853.0
Tennessee,DeKalb,2025,35,1.0,53153.0
Tennessee,Dyer,2025,34,1.0,58154.0
Tennessee,Hamilton,2025,45,1.0,76183.0
Tennessee,Jefferson,2025,42,0.6777777777777778,66114.0
Tennessee,Knox,2025,46,1.0,74222.0
Tennessee,Lawrence,2025,34,0.9555555555555556,54706.0
Tennessee,Loudon,2025,41,1.0,84185.0
Tennessee,Madison,2025,33,1.0,60042.0
Tennessee,Maury,2025,34,0.9666666666666668,76130.0
Tennessee,McMinn,2025,37,0.9611111111111112,61470.0
Tennessee,Montgomery,2025,31,0.9777777777777776,75613.0
Tennessee,Putnam,2025,30,0.9722222222222222,58912.0
Tennessee,Roane,2025,29,0.9777777777777776,71885.0
Tennessee,Sevier,2025,41,1.0,62581.0
Tennessee,Shelby,2025,45,1.0,63767.0
Tennessee,Sullivan,2025,42,1.0,58807.0
Tennessee,Sumner,2025,44,0.9833333333333332,90301.0
Tennessee,Williamson,2025,40,0.6777777777777778,135594.0
Tennessee,Wilson,2025,39,0.6666666666666666,95839.0
Texas,Atascosa,2025,45,0.8722222222222222,70770.0
Texas,Bell,2025,47,1.0,68865.0
Texas,Bexar,2025,53,1.0,72341.0
Texas,Bowie,2025,47,1.0,59803.0
Texas,Brazoria,2025,33,1.0,97993.0
Texas,Brazos,2025,43,1.0,58553.0
Texas,Brewster,2025,44,1.0,56212.0
Texas,Cameron,2025,55,1.0,52601.0
Texas,Collin,2025,39,1.0,121600.0
Texas,Culberson,2025,24,0.1111111111111111,58777.0
Texas,Dallas,2025,53,1.0,76547.0
Texas,Denton,2025,47,1.0,111498.0
Texas,Ector,2025,43,1.0,71536.0
Texas,El Paso,2025,74,1.0,59806.0
Texas,Ellis,2025,33,1.0,99595.0
Texas,Galveston,2025,48,1.0,86105.0
Texas,Gregg,2025,36,1.0,66550.0
Texas,Harris,2025,63,1.0,74983.0
Texas,Harrison,2025,45,1.0,66103.0
Texas,Hidalgo,2025,54,1.0,54338.0
Texas,Hood,2025,37,1.0,88160.0
Texas,Hunt,2025,33,1.0,71938.0
Texas,Jefferson,2025,52,1.0,60026.0
Texas,Johnson,2025,34,1.0,84859.0
Texas,Karnes,2025,4,1.0,60214.0
Texas,Kaufman,2025,45,1.0,89485.0
Texas,Kleberg,2025,49,0.6666666666666666,61292.0
Texas,Lubbock,2025,25,1.0,64155.0
Texas,Maverick,2025,41,1.0,49568.0
Texas,McLennan,2025,52,1.0,66643.0
Texas,Montgomery,2025,55,1.0,97701.0
Texas,Navarro,2025,48,1.0,63111.0
Texas,Nueces,2025,55,1.0,66897.0
Texas,Orange,2025,47,1.0,72104.0
Texas,Parker,2025,36,1.0,104443.0
Texas,Polk,2025,33,1.0,62259.0
Texas,Potter,2025,16,1.0,53249.0
Texas,Randall,2025,42,1.0,83864.0
Texas,Rockwall,2025,31,1.0,127981.0
Texas,Smith,2025,35,1.0,74192.0
Texas,Tarrant,2025,56,1.0,84207.0
Texas,Travis,2025,53,1.0,99611.0
Texas,Victoria,2025,31,1.0,70896.0
Texas,Webb,2025,48,1.0,63058.0
Texas,Wilson,2025,7,1.0,94565.0
Utah,Box Elder,2025,48,1.0,84550.0
Utah,Cache,2025,46,1.0,81665.0
Utah,Carbon,2025,47,1.0,58377.0
Utah,Davis,2025,48,1.0,110884.0
Utah,Duchesne,2025,47,1.0,78445.0
Utah,Garfield,2025,4,0.1111111111111111,61875.0
Utah,Grand,2025,47,1.0,67106.0
Utah,Iron,2025,46,1.0,66247.0
Utah,Salt Lake,2025,54,1.0,97494.0
Utah,San Juan,2025,46,1.0,64481.0
Utah,Tooele,2025,45,1.0,106587.0
Utah,Uintah,2025,48,1.0,73746.0
Utah,Utah,2025,49,1.0,100671.0
Utah,Wasatch,2025,48,1.0,117608.0
Utah,Washington,2025,45,1.0,80632.0
Utah,Wayne,2025,4,0.1,76607.0
Utah,Weber,2025,47,1.0,90005.0
Vermont,Bennington,2025,39,1.0,73325.0
Vermont,Chittenden,2025,40,1.0,96759.0
Vermont,Rutland,2025,38,1.0,68616.0
Vermont,Windham,2025,12,0.1111111111111111,72217.0
Virginia,Albemarle,2025,41,1.0,104392.0
Virginia,Arlington,2025,40,1.0,142114.0
Virginia,Caroline,2025,37,1.0,87407.0
Virginia,Carroll,2025,9,0.25,54484.0
Virginia,Charles,2025,38,1.0,75417.0
Virginia,Chesterfield,2025,42,1.0,101931.0
Virginia,Fairfax,2025,44,1.0,153637.0
Virginia,Fauquier,2025,36,1.0,130189.0
Virginia,Frederick,2025,42,1.0,97606.0
Virginia,Giles,2025,39,1.0,65691.0
Virginia,Hanover,2025,37,1.0,112805.0
Virginia,Henrico,2025,41,1.0,88783.0
Virginia,Loudoun,2025,43,1.0,181765.0
Virginia,Madison,2025,41,1.0,84323.0
Virginia,Prince Edward,2025,35,1.0,56315.0
Virginia,Prince William,2025,38,1.0,131402.0
Virginia,Roanoke,2025,39,1.0,83709.0
Virginia,Rockbridge,2025,35,1.0,65469.0
Virginia,Rockingham,2025,41,1.0,80693.0
Virginia,Stafford,2025,38,1.0,137807.0
Virginia,Wythe,2025,40,1.0,57745.0
Washington,Adams,2025,19,1.0,66136.0
Washington,Asotin,2025,35,1.0,72283.0
Washington,Benton,2025,35,1.0,89874.0
Washington,Chelan,2025,27,1.0,82381.0
Washington,Clallam,2025,26,1.0,70370.0
Washington,Clark,2025,31,1.0,97536.0
Washington,Columbia,2025,37,1.0,71810.0
Washington,Cowlitz,2025,21,1.0,76531.0
Washington,Franklin,2025,22,1.0,86714.0
Washington,Garfield,2025,18,1.0,64884.0
Washington,Grant,2025,26,1.0,73267.0
Washington,Grays Harbor,2025,19,1.0,64414.0
Washington,Jefferson,2025,19,1.0,74048.0
Washington,King,2025,43,1.0,124746.0
Washington,Kitsap,2025,21,1.0,104158.0
Washington,Kittitas,2025,22,1.0,73804.0
Washington,Klickitat,2025,14,0.1055555555555555,71042.0
Washington,Lewis,2025,18,1.0,74796.0
Washington,Mason,2025,21,1.0,83270.0
Washington,Okanogan,2025,31,1.0,63207.0
Washington,Pacific,2025,15,1.0,67081.0
Washington,Pierce,2025,44,1.0,99564.0
Washington,Skagit,2025,22,1.0,89263.0
Washington,Snohomish,2025,41,1.0,111246.0
Washington,Spokane,2025,42,1.0,78582.0
Washington,Stevens,2025,27,1.0,69327.0
Washington,Thurston,2025,26,0.8944444444444445,96563.0
Washington,Walla Walla,2025,25,1.0,74202.0
Washington,Whatcom,2025,30,1.0,81784.0
Washington,Whitman,2025,20,1.0,55406.0
Washington,Yakima,2025,34,1.0,70656.0
West Virginia,Berkeley,2025,40,0.7055555555555556,80815.0
West Virginia,Brooke,2025,35,0.8833333333333333,54316.0
West Virginia,Cabell,2025,41,1.0,55832.0
West Virginia,Greenbrier,2025,42,0.6722222222222223,48218.0
West Virginia,Hancock,2025,42,1.0,61466.0
West Virginia,Harrison,2025,32,0.3333333333333333,60377.0
West Virginia,Kanawha,2025,40,1.0,60943.0
West Virginia,Marion,2025,34,0.3277777777777778,67370.0
West Virginia,Marshall,2025,41,0.8555555555555555,59169.0
West Virginia,Monongalia,2025,43,0.7166666666666667,65346.0
West Virginia,Ohio,2025,42,0.75,57094.0
West Virginia,Tucker,2025,38,1.0,53358.0
West Virginia,Wood,2025,39,0.7722222222222223,57810.0
Wisconsin,Ashland,2025,39,1.0,62462.0
Wisconsin,Brown,2025,37,1.0,79649.0
Wisconsin,Columbia,2025,42,0.5055555555555555,85351.0
Wisconsin,Dane,2025,40,1.0,89975.0
Wisconsin,Dodge,2025,39,1.0,75929.0
Wisconsin,Door,2025,40,0.5055555555555555,74795.0
Wisconsin,Eau Claire,2025,38,1.0,74546.0
Wisconsin,Fond du Lac,2025,39,0.5111111111111111,74275.0
Wisconsin,Forest,2025,41,0.9833333333333332,61071.0
Wisconsin,Grant,2025,37,1.0,66858.0
Wisconsin,Jackson,2025,29,0.8333333333333334,68110.0
Wisconsin,Jefferson,2025,41,0.5111111111111111,83750.0
Wisconsin,Kenosha,2025,40,1.0,81239.0
Wisconsin,Kewaunee,2025,41,0.5111111111111111,82725.0
Wisconsin,La Crosse,2025,40,0.5111111111111111,73013.0
Wisconsin,Manitowoc,2025,37,0.5111111111111111,69148.0
Wisconsin,Marathon,2025,36,1.0,77884.0
Wisconsin,Milwaukee,2025,41,1.0,64435.0
Wisconsin,Monroe,2025,31,0.6722222222222223,69467.0
Wisconsin,Outagamie,2025,38,1.0,85069.0
Wisconsin,Ozaukee,2025,35,1.0,96996.0
Wisconsin,Racine,2025,41,0.5111111111111111,78096.0
Wisconsin,Rock,2025,42,0.5111111111111111,75673.0
Wisconsin,Sauk,2025,34,1.0,79541.0
Wisconsin,Sheboygan,2025,41,0.5111111111111111,73094.0
Wisconsin,Taylor,2025,37,1.0,69350.0
Wisconsin,Vilas,2025,41,0.5111111111111111,68431.0
Wisconsin,Walworth,2025,44,0.5111111111111111,80520.0
Wisconsin,Waukesha,2025,41,1.0,106076.0
Wyoming,Albany,2025,50,1.0,61917.0
Wyoming,Campbell,2025,43,1.0,89869.0
Wyoming,Carbon,2025,7,1.0,70511.0
Wyoming,Converse,2025,41,1.0,81558.0
Wyoming,Fremont,2025,48,1.0,64904.0
Wyoming,Johnson,2025,42,1.0,64871.0
Wyoming,Laramie,2025,47,1.0,80173.0
Wyoming,Lincoln,2025,10,1.0,89330.0
Wyoming,Natrona,2025,44,1.0,72156.0
Wyoming,Park,2025,14,1.0,73035.0
Wyoming,Platte,2025,14,0.9944444444444444,67718.0
Wyoming,Sheridan,2025,33,0.9722222222222222,71388.0
Wyoming,Sublette,2025,47,1.0,83597.0
Wyoming,Sweetwater,2025,45,1.0,75034.0
Wyoming,Teton,2025,45,1.0,124172.0
Wyoming,Uinta,2025,10,0.4833333333333333,82980.0
Wyoming,Washakie,2025,10,1.0,65714.0
